unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,UK_EGNJ_ES_GCRR,Grimsby,Lanzarote Island,"[""UK_EGNJ_ES_GCRR""]",,,,,,,,,19961,18984,,18289,,,17995,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_ES_LEVC,Nottingham,Valencia,"[""UK_EGNX_ES_LEVC""]",,,,,,47847,45029,41638,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAE_PT_LPFR,Derry,Faro,"[""UK_EGAE_PT_LPFR""]",,,23807,23695,20119,21308,19937,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_BE_EBCI,Glasgow,Brussels,"[""UK_EGPK_BE_EBCI""]",,,,,,,47088,59284,75477,72607,97890,100644,102221,85276,98338,51654,,,,,,,,
PAS,PAS_CRD,UK_EGKK_TN_DTNH,London,TN_DTNH,"[""UK_EGKK_TN_DTNH""]",,,164574,120929,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_PL_EPWA,Glasgow,Warsaw,"[""UK_EGPK_PL_EPMO"" ""UK_EGPK_PL_EPWA""]",,,44312,34431,,29495,36104,41481,50483,51696,31962,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNJ_FR_LFPG,Grimsby,Paris,"[""UK_EGNJ_FR_LFPG""]",,,,,,,,,,,,,,,,,27391,,,,,,,
PAS,PAS_CRD,UK_EGLL_PH_RPMM,London,Malabang,"[""UK_EGKK_PH_RPMM"" ""UK_EGLL_PH_RPMM""]",,,,,,,,,,,,,,,,,,,,104060,,76658,,93476
PAS,PAS_CRD,UK_EGPF_US_KIAD,Glasgow,Washington,"[""UK_EGPF_US_KIAD""]",,,,,,,,,,,,,,,,,,,,,,,79264,52259
PAS,PAS_CRD,UK_EGFF_BE_EBBR,Cardiff,Brussel,"[""UK_EGFF_BE_EBBR""]",,,,,,,,,,,,,,,,20534,20837,,,,,,,
PAS,PAS_CRD,UK_EGNM_LV_EVRA,Leeds,Riga,"[""UK_EGNM_LV_EVRA""]",,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_IE_EICK,Birmingham,Cork,"[""UK_EGBB_IE_EICK""]",,76994,,75311,79690,75025,81489,82865,121390,124358,116939,106715,,81725,85674,104661,124949,,,41295,,48386,,
PAS,PAS_CRD,UK_EGJA_UK_EGHI,Saint Anne,Southampton,"[""UK_EGJA_UK_EGHI""]",,,,,,,,,,,,,,,,,30318,,,,,,,
PAS,PAS_CRD,UK_EGPF_CY_LCLK,Glasgow,Larnarca,"[""UK_EGPF_CY_LCLK""]",,,,,,,,,,,,,,,77196,78572,76273,,,46671,37265,,53218,100540
PAS,PAS_CRD,UK_EGLL_AZ_UBBB,London,Baku,"[""UK_EGLL_AZ_UBBB""]",,82685,81297,78021,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_UK_EGNT,Cardiff,Newcastle,"[""UK_EGFF_UK_EGNT""]",,,,,,,21397,30882,31708,,,25705,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_DE_EDLV,Glasgow,Weeze,"[""UK_EGPK_DE_EDLV""]",,,,,,,,,53475,56241,59476,59368,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_UK_EGJB,Manchester,Saint Peter Port,"[""UK_EGCC_UK_EGJB""]",,,,,,,,,77298,75802,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_LV_EVRA,Glasgow,Riga,"[""UK_EGPK_LV_EVRA""]",,,,31477,20159,46482,47273,36384,31455,49542,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBE_FR_LFML,Coventry,Marseille,"[""UK_EGBE_FR_LFML""]",,,,,,,,,,,,,23334,,,,,,,,,,,
PAS,PAS_CRD,UK_EGDG_UK_EGNV,UK_EGDG,Durham,"[""UK_EGDG_UK_EGNV""]",,,,,,,,,,,24129,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_CH_LSZH,Edinburgh,Zurich,"[""UK_EGPH_CH_LSZH""]",,,,,,,,,,,,,,,,,,,,23957,,20262,20433,20048
PAS,PAS_CRD,UK_EGFF_ES_LELC,Cardiff,San Javier,"[""UK_EGFF_ES_LELC""]",,,,,,,20551,22296,31131,30816,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGSH,Belfast,Norwich,"[""UK_EGAC_UK_EGSH""]",,,,,,,,,,,,27397,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_TR_LTFE,Newcastle,Bodrum,"[""UK_EGNT_TR_LTFE""]",,,,,,40871,50990,56969,,,,,,,,,,,41544,,,,,
PAS,PAS_CRD,UK_EGBB_EL_LGZA,Birmingham,EL_LGZA,"[""UK_EGBB_EL_LGZA""]",,,,,,,,,,,,,,,,,,,,41329,,,,34357
PAS,PAS_CRD,UK_EGGD_ES_LELC,Bristol,San Javier,"[""UK_EGGD_ES_LELC""]",,,,,,,,75567,84660,87323,85288,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_UK_EGAE,Nottingham,Derry,"[""UK_EGNX_UK_EGAE""]",,,,,,,,,,,52668,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_AU_ASSY,London,AU_ASSY,"[""UK_EGLL_AU_ASSY""]",,,,,,,,,,,,,,,439999,491069,515109,,,377677,328942,375899,302254,282103
PAS,PAS_CRD,UK_EGNX_CZ_LKPR,Nottingham,Prague,"[""UK_EGNX_CZ_LKPR""]",,,,,,,,86830,132967,167962,162938,164329,174046,159147,91691,,,,,,,,,
PAS,PAS_CRD,UK_EGNV_FR_LFPG,Durham,Paris,"[""UK_EGNV_FR_LFPG""]",,,,,,,,,,,44830,28176,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_CH_LSGG,Leeds,Geneva,"[""UK_EGNM_CH_LSGG""]",,,40959,47590,48807,46805,,47428,54391,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPD_UK_EGNJ,Edinburgh,Grimsby,"[""UK_EGPD_UK_EGNJ""]",,,,,,,,,,,,,,,,,22799,,,,,,,
PAS,PAS_CRD,UK_EGPK_DE_EDFH,Glasgow,Frankfurt,"[""UK_EGPF_DE_EDDF"" ""UK_EGPK_DE_EDFH""]",,,,,,,,32336,52685,84432,91578,88353,97451,100236,101445,66470,49468,,,,,,55015,62074
PAS,PAS_CRD,UK_EGBB_ES_LEMH,Birmingham,Menorca Island,"[""UK_EGBB_ES_LEMH""]",,79344,,75947,76552,,,86020,102391,97094,86882,103381,91282,98806,114351,112332,97176,99772,92468,92516,84681,96117,97595,72439
PAS,PAS_CRD,UK_EGSS_FR_LFBI,London,Poitiers/Biard,"[""UK_EGSS_FR_LFBI""]",,,,,,,,,,79292,97284,101187,89880,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_SE_ESGP,London,Gothenburg,"[""UK_EGSS_SE_ESGP""]",,,182886,204011,216134,211652,232061,260171,294068,291488,275856,292655,235927,193217,185159,81653,,,,,,,,
PAS,PAS_CRD,UK_EGNM_PK_OPRN,Leeds,Islamabad,"[""UK_EGNM_PK_OPRN""]",,,,,,,,40170,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNH_UK_EG40,Blackpool,UK_EG40,"[""UK_EGNH_UK_EG40""]",,,19971,25019,21661,,,17016,,,,24246,18166,23373,,26849,,25587,12913,,,,,
PAS,PAS_CRD,UK_EGAA_CZ_LKPR,Belfast,Prague,"[""UK_EGAA_CZ_LKPR""]",,,,,,,,,,,,77140,44720,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_FR_LFMP,London,Perpignan/Rivesaltes,"[""UK_EGSS_FR_LFMP""]",,,,,,,,,99168,93641,94987,103162,120012,119036,109115,98112,,,,,,,,
PAS,PAS_CRD,UK_EGNX_BE_EBBR,Nottingham,Brussel,"[""UK_EGNX_BE_EBBR""]",,,,,,,,,,,41524,43010,47962,68942,56075,51076,44329,34198,27841,21160,20637,21263,,
PAS,PAS_CRD,UK_EGNT_TN_DTNZ,Newcastle,TN_DTNZ,"[""UK_EGNT_TN_DTNZ""]",,,,,43433,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_ES_LEVD,London,Valladolid,"[""UK_EGSS_ES_LEVD""]",,,,,,,,,79574,86703,107728,108482,111660,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_IE_EIWF,Southend,Waterford,"[""UK_EGMC_IE_EIWF""]",,,,,31709,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_TR_LTBJ,Manchester,İzmir,"[""UK_EGCC_TR_LTBJ""]",,,,,,,,,,,,,,,,,,,,137133,158450,166782,123967,147155
PAS,PAS_CRD,UK_EGAA_UK_EGMC,Belfast,Southend,"[""UK_EGAA_UK_EGMC""]",,,,86867,95402,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNS_UK_EGGP,Castletown,Liverpool,"[""UK_EGNS_UK_EGGP""]",,,,,,,,,,,,,,,187118,198410,215594,,,,,,,
PAS,PAS_CRD,UK_EGLL_SA_OEDR,London,,"[""UK_EGKK_MA_GMAA"" ""UK_EGLL_SA_OEDR""]",,,,,,,,,,,80973,,,,,,,,,100043,110775,92177,93612,98965
PAS,PAS_CRD,UK_EGCC_ES_LEGE,Manchester,Girona,"[""UK_EGCC_ES_LEGE""]",,,,123955,108641,,,,76355,,,,85571,81417,103136,93030,102148,112073,109849,102269,103864,145762,100113,
PAS,PAS_CRD,UK_EGNJ_ES_LEIB,Grimsby,Ibiza,"[""UK_EGNJ_ES_LEIB""]",,,,,,,,,,,,15855,,,,,17353,18112,,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIEA,London,Alghero,"[""UK_EGSS_IT_LIEA""]",,82963,,,,,,87104,129764,156476,157742,171006,158141,162692,151898,103700,,,,,,,,
PAS,PAS_CRD,UK_EGGP_FR_LFSB,Liverpool,Bâle/Mulhouse,"[""UK_EGGP_FR_LFSB""]",,,,,,,,,,79912,80690,78819,57373,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBE_UK_EGJJ,Coventry,Saint Helier,"[""UK_EGBE_UK_EGJJ""]",,,,,,,,,48739,58954,59735,58155,63095,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_NO_ENTO,London,Torp,"[""UK_EGSS_NO_ENTO""]",,77594,89110,88759,98666,96770,174157,312452,238436,230604,241847,257100,252913,225393,189112,135936,114856,111499,109284,,,,,
PAS,PAS_CRD,UK_EGNV_IE_EICK,Durham,Cork,"[""UK_EGNV_IE_EICK""]",,,,,,,,,,,26041,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_ES_GCFV,Bristol,Fuerteventura Island,"[""UK_EGGD_ES_GCFV""]",,,,,,,,,,,,,44455,61960,65145,60704,59108,47309,,,,,,
PAS,PAS_CRD,UK_EGHI_DE_EDDV,Southampton,Hannover,"[""UK_EGHI_DE_EDDV""]",,,,29535,34476,35001,33866,32598,28985,26741,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_DO_MDPP,London,Puerto Plata,"[""UK_EGKK_DO_MDPP""]",,,,,,,,90108,105205,125742,146382,176364,162223,137867,109799,101773,99058,82619,109641,124893,82171,,,
PAS,PAS_CRD,UK_EGGD_ES_LEGE,Bristol,Girona,"[""UK_EGGD_ES_LEGE""]",,,79771,83833,78471,79113,75238,83633,100535,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPD_ZZ_ZZZZ,Edinburgh,ZZ_ZZZZ,"[""UK_EGPD_ZZ_ZZZZ""]",,,,,,,,,,,,,,,,,379108,,,,,,,
PAS,PAS_CRD,UK_EGHQ_UK_EGNM,Newquay,Leeds,"[""UK_EGHQ_UK_EGNM""]",,,,,,,,17498,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_CY_LCPH,Cardiff,Paphos,"[""UK_EGFF_CY_LCPH""]",,,,23839,23154,25343,25754,25944,42239,33333,32944,,20212,,23559,25210,,,,,,,,
PAS,PAS_CRD,UK_EGSS_TR_LTBJ,London,İzmir,"[""UK_EGKK_TR_LTBJ"" ""UK_EGSS_TR_LTBJ""]",,,75642,78014,,,77155,,,,,,,,,,,,,124517,130848,144054,149153,115633
PAS,PAS_CRD,UK_EGCC_EG_HESH,Manchester,Sharm el-Sheikh,"[""UK_EGCC_EG_HESH""]",,281510,308091,320284,353639,311101,442680,404166,342516,266829,267386,75911,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_EG_HELX,London,Luxor,"[""UK_EGKK_EG_HELX""]",,,,,,,89543,105097,128202,129037,140933,112205,75762,,,88142,94160,,,150912,116571,76000,,85581
PAS,PAS_CRD,UK_EGSS_DE_EDDP,London,Leipzig,"[""UK_EGSS_DE_EDDP""]",,,,,83238,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_FR_LFMK,Liverpool,Carcassonne/Salvaza,"[""UK_EGGP_FR_LFMK""]",,,,,,,,44843,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_DE_EDDK,Liverpool,Cologne,"[""UK_EGGP_DE_EDDK""]",,,,,,,,,,,69940,82645,41977,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_IT_LIME,Glasgow,Bergamo,"[""UK_EGPK_IT_LIME""]",,,,28132,25617,27949,35920,46565,54585,88740,98885,103286,95308,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNV_TR_LTBS,Durham,Dalaman,"[""UK_EGNV_TR_LTBS""]",,,,,,,,,,21700,29566,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_EG_HESH,London,Sharm el-Sheikh,"[""UK_EGGW_EG_HESH"" ""UK_EGKK_EG_HESH""]",,492336,543755,497427,514086,490388,689635,611443,491032,434827,398765,347828,225577,121656,113321,78157,,,,,,,,
PAS,PAS_CRD,UK_EGNX_TR_LTBJ,Nottingham,İzmir,"[""UK_EGNX_TR_LTBJ""]",,,,,,,,,,,,,,,,,,,,21283,25832,,,
PAS,PAS_CRD,UK_EGBB_EL_LGTS,Birmingham,EL_LGTS,"[""UK_EGBB_EL_LGTS""]",,,,,,,,,,,,,,,,,,,,,,,,21131
PAS,PAS_CRD,UK_EGLL_AU_YPPH,London,Perth,"[""UK_EGLL_AU_YPPH""]",,,,,,,,,,,,76706,,,,,,121722,124094,,,,,
PAS,PAS_CRD,UK_EGPK_NO_ENTO,Glasgow,Torp,"[""UK_EGPK_NO_ENTO""]",,,,,,,,50788,57947,63913,66724,112680,89928,69355,54027,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_IE_EIWF,London,Waterford,"[""UK_EGGW_IE_EIWF""]",,,,,,,,,75665,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_DK_EKCH,Bristol,København,"[""UK_EGGD_DK_EKCH""]",,,,,,,,,,,,,74568,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_IE_EINN,Nottingham,Shannon,"[""UK_EGNX_IE_EINN""]",,,,,,,,,,96021,98169,57957,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_IT_LIME,Liverpool,Bergamo,"[""UK_EGGP_IT_LIME""]",,,,,,,,53148,86394,76725,65408,80448,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_TR_LTAI,Glasgow,Antalya,"[""UK_EGPF_TR_LTAI""]",,81890,,,,77555,79179,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_SY_OSDI,London,Damascus,"[""UK_EGLL_SY_OSDI""]",,,,,,,93492,85241,,,,,86370,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNH_ES_LEPA,Blackpool,Palma De Mallorca,"[""UK_EGNH_ES_LEPA""]",,,27717,28687,22993,21823,24093,30609,33569,31720,25649,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_ES_LEIB,Bournemouth,Ibiza,"[""UK_EGHH_ES_LEIB""]",,,23918,26704,27379,26403,23960,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGPE,Belfast,Inverness,"[""UK_EGAC_UK_EGPE""]",,,,,23596,21526,,,,24393,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNV_ES_LEPA,Durham,Palma De Mallorca,"[""UK_EGNV_ES_LEPA""]",,,,,,,,15262,48245,70911,77605,71188,84017,68675,70788,87796,93497,85167,62402,49779,35040,27754,29221,
PAS,PAS_CRD,UK_EGNX_EG_HESH,Nottingham,Sharm el-Sheikh,"[""UK_EGNX_EG_HESH""]",,,,40859,48079,58285,84557,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_KE_HKNA,London,KE_HKNA,"[""UK_EGKK_KE_HKNA"" ""UK_EGLL_KE_HKNA""]",,,,,,,,,,,,,,,314786,278727,261920,,,256963,261302,244355,231084,197318
PAS,PAS_CRD,UK_EGFF_EG_HESH,Cardiff,Sharm el-Sheikh,"[""UK_EGFF_EG_HESH""]",,,23096,27335,27897,25697,35076,25089,21914,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGJA_UK_EGJB,Saint Anne,Saint Peter Port,"[""UK_EGJA_UK_EGJB""]",,,,,,,,,,,,,,,,,35028,,,,,,,
PAS,PAS_CRD,UK_EGHH_UK_EGPK,Bournemouth,Glasgow,"[""UK_EGHH_UK_EGPF"" ""UK_EGHH_UK_EGPK""]",,33549,,,,,,33903,128423,94118,93294,97405,100081,84787,,,,27254,34172,,,,,
PAS,PAS_CRD,UK_EGPH_DE_EDLV,Edinburgh,Weeze,"[""UK_EGPH_DE_EDLV""]",,,,,,,85866,79581,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_FR_LFMN,Nottingham,Nice,"[""UK_EGNX_FR_LFMN""]",,,,,,,,,,,,,48605,59367,53965,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_UK_EGPH,Southend,Edinburgh,"[""UK_EGMC_UK_EGPH""]",,,23975,39523,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_EL_LGKO,Birmingham,EL_LGKO,"[""UK_EGBB_EL_LGKO""]",,,,,,,,,,,,,,,,,,,,,,,46050,41587
PAS,PAS_CRD,UK_EGSS_ES_LEJR,London,Jerez de la Forntera,"[""UK_EGSS_ES_LEJR""]",,,,,,,,,107174,139455,193171,207204,181447,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_AT_LOWK,London,Klagenfurt am Wörthersee,"[""UK_EGSS_AT_LOWK""]",,,,,,,,,,,,80350,87894,78466,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_ES_LEIB,Doncaster,Ibiza,"[""UK_EGCN_ES_LEIB""]",,,,,,,21160,21025,25100,32293,28431,23064,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBE_PT_LPFR,Coventry,Faro,"[""UK_EGBE_PT_LPFR""]",,,,,,,,,47927,52999,52307,36492,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_IT_LIRP,Liverpool,Pisa,"[""UK_EGGP_IT_LIRP""]",,,,,,,,55432,,,88083,65970,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_TN_DTMB,Birmingham,Monastir,"[""UK_EGBB_TN_DTMB""]",,,,,,,,,,,,,80766,,,91635,77819,,,49524,41385,55174,52351,42815
PAS,PAS_CRD,UK_EGSS_SE_ESMK,London,Kristianstad,"[""UK_EGSS_SE_ESMK""]",,,,,,,,,,,,,,,,,,77241,,,,,,
PAS,PAS_CRD,UK_EGLL_PK_OPKC,London,Karachi,"[""UK_EGLL_PK_OPKC""]",,,,,,,,,,,,,,,,,75116,,,,,97021,79030,
PAS,PAS_CRD,UK_EGNV_IE_EIDW,Durham,Dublin,"[""UK_EGNV_IE_EIDW""]",,,,,,,,19779,57355,60854,79128,69337,70239,68099,87289,67907,64995,63159,63978,,,,,
PAS,PAS_CRD,UK_EGGD_ES_LEBB,Bristol,Bilbao,"[""UK_EGGD_ES_LEBB""]",,,,,,,,,,,,,65431,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_UK_EGNM,Exeter,Leeds,"[""UK_EGTE_UK_EGNM""]",,,,,,,,,22703,23790,33961,23538,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_UK_EGJJ,Manchester,Saint Helier,"[""UK_EGCC_UK_EGJJ""]",,,,,,80003,87017,94457,103114,125479,113641,114690,112829,81287,82755,83199,94878,92067,99551,,,,,
PAS,PAS_CRD,UK_EGGP_ES_LEZL,Liverpool,Sevilla,"[""UK_EGGP_ES_LEZL""]",,,,,,,,,,,46309,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_TR_LTBJ,Cardiff,İzmir,"[""UK_EGFF_TR_LTBJ""]",,,,,,,,,,,,,,,,,,,,25754,23394,30242,,
PAS,PAS_CRD,UK_EGCC_DE_EDDK,Manchester,Cologne,"[""UK_EGCC_DE_EDDK""]",,,,,,,,,,,,,76040,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_PT_LPFU,Manchester,PT_LPFU,"[""UK_EGCC_PT_LPFU""]",,,,,,,,,,,,,,,100359,101637,78564,,,,,,,
PAS,PAS_CRD,UK_EGLL_JP_RJBB,London,Osaka,"[""UK_EGLL_JP_RJBB""]",,,,,,,,,132345,145686,170035,192147,184492,158137,222051,213110,334394,314028,378212,369680,327600,193223,,
PAS,PAS_CRD,UK_EGPE_IE_EIDW,Inverness,Dublin,"[""UK_EGPE_IE_EIDW""]",,24427,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_DE_ETBS,Newcastle,DE_ETBS,"[""UK_EGNT_DE_ETBS""]",,,,,,,,,,,,,50640,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_EL_LGIR,Birmingham,EL_LGIR,"[""UK_EGBB_EL_LGIR""]",,,,,,,,,89255,90633,79066,,81100,87359,,,,,,,,43610,49550,47470
PAS,PAS_CRD,UK_EGAE_UK_EGGD,Derry,Bristol,"[""UK_EGAE_UK_EGGD""]",,,,,,,,,31435,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_ES_LELC,Newcastle,San Javier,"[""UK_EGNT_ES_LELC""]",,,40956,45451,50639,63854,82339,81018,80620,87623,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_CH_LSGG,Southampton,Geneva,"[""UK_EGHI_CH_LSGG""]",,,,,,,,,,,,,,35376,,,,,,,,,,
PAS,PAS_CRD,UK_EGMH_NL_EHAM,Manston,Amsterdam,"[""UK_EGMH_NL_EHAM""]",,,,,,,,,,,,16531,14285,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSH_UK_EGPF,Norwich,Glasgow,"[""UK_EGSH_UK_EGPF""]",,,,,,,,,,25593,29842,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_PT_LPFU,London,PT_LPFU,"[""UK_EGKK_PT_LPFU""]",,,,,,,,,,,,,,,160425,161256,142389,,,118610,113787,109959,95070,88229
PAS,PAS_CRD,UK_EGCC_IN_VAGO,Manchester,Vasco da Gama,"[""UK_EGCC_IN_VAGO""]",,,,,,,,,80773,87610,88617,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMH_UK_EGCC,Manston,Manchester,"[""UK_EGMH_UK_EGCC""]",,,,,,,,,,,,,10915,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGTE,Edinburgh,Exeter,"[""UK_EGPH_UK_EGTE""]",,,,,,,,,,,82910,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_TR_LTAI,Newcastle,Antalya,"[""UK_EGNT_TR_LTAI""]",,40630,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBE_PL_EPKT,Coventry,Katowice,"[""UK_EGBE_PL_EPKT""]",,,,,,,,,30873,20112,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_LEGE,Leeds,Girona,"[""UK_EGNM_ES_LEGE""]",,,,,,,45989,53868,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_DE_EDDF,Southampton,Frankfurt,"[""UK_EGHI_DE_EDDF""]",,,,,,25001,24408,24700,28176,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNV_ES_LEMG,Durham,Málaga,"[""UK_EGNV_ES_LEMG""]",,,,,,,,,29587,44968,55270,56342,39355,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_NO_ENFB,Newcastle,Oslo,"[""UK_EGNT_NO_ENFB""]",,,,,,,,,,,,,,,,,,,,46307,40434,37870,39540,33873
PAS,PAS_CRD,UK_EGBE_IT_LIPZ,Coventry,Venice,"[""UK_EGBE_IT_LIPZ""]",,,,,,,,,,,,30987,37054,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_IE_EINN,Edinburgh,Shannon,"[""UK_EGPH_IE_EINN""]",,,,,,,,86627,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_UK_EGPH,Bournemouth,Edinburgh,"[""UK_EGHH_UK_EGPH""]",,,,,,,,87906,,,,,,,,,,15727,20399,,,,,
PAS,PAS_CRD,UK_EGGP_ES_LEIB,Liverpool,Ibiza,"[""UK_EGGP_ES_LEIB""]",,,,,41262,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_IT_LIRA,Bristol,Roma,"[""UK_EGGD_IT_LIRA""]",,,,,,,90033,81291,89572,90664,89471,87492,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_ES_GCFV,Cardiff,Fuerteventura Island,"[""UK_EGFF_ES_GCFV""]",,,,,,,,20895,,,25174,20266,26725,21588,20777,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_TN_DTMB,Glasgow,Monastir,"[""UK_EGPF_TN_DTMB""]",,,,,,,,,,,,,,,,,,,,,,,,28361
PAS,PAS_CRD,UK_EGNX_TR_LTAI,Nottingham,Antalya,"[""UK_EGNX_TR_LTAI""]",,,,,,52506,53639,42721,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_UK_EGGP,Southampton,Liverpool,"[""UK_EGHI_UK_EGGP""]",,,,,,,,,,,33176,25614,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_EG_HETB,London,Taba,"[""UK_EGKK_EG_HETB""]",,,,,,,,,78434,88265,99538,99130,76611,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMH_IE_EIDW,Manston,Dublin,"[""UK_EGMH_IE_EIDW""]",,,,,,,,,,,,26591,16488,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_FR_LFLB,London,Chambéry/Aix-les-Bains,"[""UK_EGKK_FR_LFLB""]",,,,,,,,,84874,75319,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAA_US_KSFB,Belfast,Orlando,"[""UK_EGAA_US_KMCO"" ""UK_EGAA_US_KSFB""]",,,,,,,,,,,,,,,,,,,,22560,,20362,24579,21517
PAS,PAS_CRD,UK_EGSH_ES_GCTS,Norwich,Tenerife Island,"[""UK_EGSH_ES_GCTS""]",,19159,16554,17589,,,,,,,,,15865,16018,16325,15589,,,,,,18564,16240,
PAS,PAS_CRD,UK_EGGD_TR_LTBS,Bristol,Dalaman,"[""UK_EGGD_TR_LTBS""]",,89037,93639,96111,92749,85477,94390,77907,,,,,43310,,,,,29292,45968,44750,42053,20638,,
PAS,PAS_CRD,UK_EGPK_PL_EPKT,Glasgow,Katowice,"[""UK_EGPK_PL_EPKT""]",,,,,,,,,42731,,,,,,,,,,,,,,,
