unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,UK_EGSS_NL_EHEH,London,Eindhoven,"[""UK_EGSS_NL_EHEH""]",277807,242424,251570,206255,209276,210476,183677,181491,182010,176398,172451,171299,146551,132394,105697,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_LEMG,Leeds,Málaga,"[""UK_EGNM_ES_LEMG""]",276723,230734,227146,239811,227444,220712,193821,144801,156987,171747,182503,211811,173759,120729,52495,49550,55294,58867,51638,45616,33017,20742,20167,
PAS,PAS_CRD,UK_EGSS_EL_LGTS,London,EL_LGTS,"[""UK_EGKK_EL_LGTS"" ""UK_EGSS_EL_LGTS""]",272300,255055,226849,110995,121134,140551,136350,158672,184156,154683,126339,135194,108512,90964,137313,131882,76397,,,,,,,
PAS,PAS_CRD,UK_EGPK_ES_LEMG,Glasgow,Málaga,"[""UK_EGPF_ES_LEMG"" ""UK_EGPK_ES_LEMG""]",272223,237288,247877,246174,245864,200416,191878,226462,200532,223393,226406,199939,209453,166704,162749,139901,148034,162243,144894,118214,105401,110199,94453,85157
PAS,PAS_CRD,UK_EGLL_LB_OLBA,London,Beirut,"[""UK_EGLL_LB_OLBA""]",271359,255510,261002,226136,211099,198128,189310,168893,142777,119604,96492,126526,136388,128972,126375,125848,139418,145696,134417,127503,99425,88112,,78665
PAS,PAS_CRD,UK_EGGP_ES_LEBL,Liverpool,Barcelona,"[""UK_EGGP_ES_LEBL""]",261777,232096,223641,207761,230972,182376,132255,158565,166284,175561,172219,176045,173046,175928,184058,164669,134849,86704,,,,,,
PAS,PAS_CRD,UK_EGCC_TR_LTBA,Manchester,Istanbul,"[""UK_EGCC_TR_LTBA""]",258276,247221,201298,170933,129436,92934,87103,107265,104370,87869,84143,98620,81577,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_NL_EHAM,Liverpool,Amsterdam,"[""UK_EGGP_NL_EHAM""]",257314,227851,204203,207543,245998,339337,345892,288461,255775,293187,293512,304331,361812,393186,410566,352457,245884,115359,68301,,,,,
PAS,PAS_CRD,UK_EGNT_ES_LEPA,Newcastle,Palma De Mallorca,"[""UK_EGNT_ES_LEPA""]",257178,227063,246429,240281,232518,222415,238944,256780,270882,298604,229600,220533,240943,179857,197142,195550,198970,191151,193187,166856,168380,205238,194937,155110
PAS,PAS_CRD,UK_EGNM_ES_LEPA,Leeds,Palma De Mallorca,"[""UK_EGNM_ES_LEPA""]",256128,226066,227427,231022,202008,189567,164118,144097,154199,153861,163522,146254,150088,138886,91934,111312,105308,97655,107814,99605,75933,73664,71228,43869
PAS,PAS_CRD,UK_EGCC_ES_GCFV,Manchester,Fuerteventura Island,"[""UK_EGCC_ES_GCFV""]",255329,207321,184631,136557,135478,149762,151644,140977,180052,204887,216144,220363,220158,221218,206552,201284,194746,179609,180963,122679,111109,123679,117643,91615
PAS,PAS_CRD,UK_EGNM_NL_EHAM,Leeds,Amsterdam,"[""UK_EGNM_NL_EHAM""]",253691,249713,240831,217547,218539,230334,222759,227750,257572,278508,293909,288767,299077,278155,163480,129870,133255,136838,131829,96012,71112,61603,54754,52033
PAS,PAS_CRD,UK_EGLL_SA_OERK,London,Riyadh,"[""UK_EGLL_SA_OERK""]",253021,258982,268740,255214,238121,204760,180863,143609,92217,81007,,,89936,92025,105059,107416,106670,102385,108705,96282,,,,
PAS,PAS_CRD,UK_EGLL_MX_MMMX,London,Mexico City,"[""UK_EGKK_MX_MMMX"" ""UK_EGLL_MX_MMMX""]",252812,232998,190328,168480,116204,111575,100755,107669,109097,116561,116970,114434,117205,95052,95271,94402,103023,113947,78946,77470,86008,89187,89903,
PAS,PAS_CRD,UK_EGLL_OM_OOMS,London,Muscat,"[""UK_EGLL_OM_OOMS""]",252613,179275,183301,184778,162547,158415,162417,107311,,165252,249591,227448,215610,189261,99952,147009,182896,165126,160028,158705,174046,149423,173012,177573
PAS,PAS_CRD,UK_EGPH_DK_EKCH,Edinburgh,København,"[""UK_EGPD_DK_EKCH"" ""UK_EGPH_DK_EKCH""]",250823,242734,174435,172733,138210,126137,43942,46136,51962,46322,,,,,,,,,,28255,29065,21471,,
PAS,PAS_CRD,UK_EGAC_UK_EGNT,Belfast,Newcastle,"[""UK_EGAA_UK_EGNT"" ""UK_EGAC_UK_EGNT""]",250418,219499,196760,234213,232241,221827,217640,234551,245639,261773,258296,275868,228406,188714,103372,102042,85430,44547,80828,,,,,
PAS,PAS_CRD,UK_EGGD_UK_EGAC,Bristol,Belfast,"[""UK_EGGD_UK_EGAA"" ""UK_EGGD_UK_EGAC""]",249872,246357,230696,226006,217225,179690,270319,242441,212043,233810,244071,233396,310848,278076,227713,56718,63852,50489,44821,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGGD,Belfast,Bristol,"[""UK_EGAA_UK_EGGD"" ""UK_EGAC_UK_EGGD""]",249481,246541,230724,226110,217075,222075,270567,242473,211923,234179,267864,296248,308257,272934,230175,59324,63750,43552,61539,,,,,
PAS,PAS_CRD,UK_EGLL_SA_OEJN,London,Jeddah,"[""UK_EGLL_SA_OEJN""]",248046,224300,240022,239132,217437,225264,205815,191282,160187,148279,134632,130733,154454,136212,148847,143917,169898,166077,175207,184615,173628,171784,173143,163755
PAS,PAS_CRD,UK_EGNT_UK_EGAC,Newcastle,Belfast,"[""UK_EGNT_UK_EGAA"" ""UK_EGNT_UK_EGAC""]",247903,218238,195751,232718,191844,220589,216049,232343,204518,223874,229002,273664,226778,199110,109372,101237,93918,54225,81268,,,,,
PAS,PAS_CRD,UK_EGNX_IE_EIDW,Nottingham,Dublin,"[""UK_EGNX_IE_EIDW""]",246250,175820,115579,179951,177221,174935,190219,216059,278431,293135,261479,244024,249137,165109,126644,86863,86559,118448,74615,38542,43697,43216,35320,32213
PAS,PAS_CRD,UK_EGNX_PT_LPFR,Nottingham,Faro,"[""UK_EGNX_PT_LPFR""]",243715,235654,253471,243310,192895,169911,146029,183145,165018,158145,159430,166934,163629,170413,162463,87410,84976,87524,73845,59755,61207,77839,64461,72311
PAS,PAS_CRD,UK_EGSS_EL_LGKR,London,EL_LGKR,"[""UK_EGGW_EL_LGKR"" ""UK_EGKK_EL_LGKR"" ""UK_EGSS_EL_LGKR""]",241925,227753,224226,214655,214328,220502,233513,237505,256776,225611,218671,240851,246553,275741,310980,307858,288125,282357,217202,189247,179897,260986,296524,306710
PAS,PAS_CRD,UK_EGBB_DE_EDDL,Birmingham,Düsseldorf,"[""UK_EGBB_DE_EDDL""]",241803,219051,198526,184710,175658,166879,151939,138445,159755,133822,144604,134285,154900,162768,175043,164913,180298,193115,200689,177809,166565,172116,158865,134813
PAS,PAS_CRD,UK_EGGW_RO_LRCL,London,Cluj-Napoca,"[""UK_EGGW_RO_LRCL""]",240485,190976,128354,101375,86413,89242,88027,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_ES_LEMG,Newcastle,Málaga,"[""UK_EGNT_ES_LEMG""]",238845,169855,179195,182736,158932,150027,164684,188822,200646,253360,172318,156231,174642,96695,92543,109437,93249,79327,76309,90661,92594,72879,51013,33935
PAS,PAS_CRD,UK_EGSS_SK_LZIB,London,Bratislava,"[""UK_EGGW_SK_LZIB"" ""UK_EGSS_SK_LZIB""]",236563,232641,207303,208810,224741,323256,319721,247100,370401,341890,336053,230543,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_UA_UKBB,London,Kiev,"[""UK_EGKK_UA_UKBB"" ""UK_EGLL_UA_UKBB""]",236022,125892,104085,227175,220371,220233,156334,96347,78199,81836,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_AT_LOWS,London,Salzburg,"[""UK_EGKK_AT_LOWS"" ""UK_EGSS_AT_LOWS""]",234955,239439,224103,200367,186333,200716,209767,304947,338136,385563,329298,236658,210097,209555,303703,226808,133578,81658,110099,117076,124494,123271,122158,125721
PAS,PAS_CRD,UK_EGBB_ES_GCRR,Birmingham,Lanzarote Island,"[""UK_EGBB_ES_GCRR""]",234786,218186,217996,188015,187365,180287,169237,140001,145638,147718,151483,145434,147106,149251,133407,126907,124611,129152,116485,90859,86622,91986,92753,75398
PAS,PAS_CRD,UK_EGNT_IE_EIDW,Newcastle,Dublin,"[""UK_EGNT_IE_EIDW""]",232538,198492,180495,139350,153550,140586,125913,153940,200380,227066,173349,133191,133602,120483,59412,88925,61724,63270,66246,69589,63519,50435,39290,33853
PAS,PAS_CRD,UK_EGNT_AE_OMDB,Newcastle,Dubai,"[""UK_EGNT_AE_OMDB""]",231047,233489,215737,199025,162349,163171,163957,144465,140954,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_CH_LSGG,Manchester,Geneva,"[""UK_EGCC_CH_LSGG""]",230770,182878,165189,169014,145036,150629,139814,156321,86606,83732,99538,103577,102202,82865,,,76213,,,,,85478,79420,81796
PAS,PAS_CRD,UK_EGCC_PK_OPRN,Manchester,Islamabad,"[""UK_EGCC_PK_OPRN""]",230413,134049,120756,163995,152737,175318,178275,159411,224965,183780,153094,142064,138471,120079,90668,,,92287,131632,128011,125650,117857,110870,104517
PAS,PAS_CRD,UK_EGCC_TR_LTBS,Manchester,Dalaman,"[""UK_EGCC_TR_LTBS""]",230097,412235,471057,464440,422372,452611,552362,519048,423801,384701,353989,435482,324463,256980,223643,249922,182111,228636,324522,313932,259545,261194,183881,150357
PAS,PAS_CRD,UK_EGLL_UK_EGNS,London,Castletown,"[""UK_EGKK_UK_EGNS"" ""UK_EGLC_UK_EGNS"" ""UK_EGLL_UK_EGNS""]",229623,203322,212354,229255,143493,169734,174340,186842,147345,209664,182630,174236,129287,150578,127704,142862,118048,126037,132733,,,,,
PAS,PAS_CRD,UK_EGGP_ES_LEMG,Liverpool,Málaga,"[""UK_EGGP_ES_LEMG""]",227532,194069,186596,208530,226132,300811,293848,297315,296201,247487,236154,249292,261619,252249,232319,219039,159654,44687,,,,,,
PAS,PAS_CRD,UK_EGHI_UK_EGPH,Southampton,Edinburgh,"[""UK_EGHI_UK_EGPD"" ""UK_EGHI_UK_EGPH""]",226914,224463,203123,207578,203198,222703,217621,225919,255018,247569,274265,254245,229753,123743,68013,101286,125322,96337,46000,,,,,
PAS,PAS_CRD,UK_EGBB_UK_EGPF,Birmingham,Glasgow,"[""UK_EGBB_UK_EGPF""]",226445,227042,229657,203806,208162,211987,212482,269479,337257,346923,327271,324331,345126,361108,315997,277728,285345,287735,294291,,,,,
PAS,PAS_CRD,UK_EGPF_UK_EGBB,Glasgow,Birmingham,"[""UK_EGPF_UK_EGBB""]",226185,226826,230531,204605,209912,213360,213413,270696,338354,347005,319359,325042,343038,359190,322042,282218,180386,270882,255396,,,,,
PAS,PAS_CRD,UK_EGSS_NO_ENRY,London,Rygge,"[""UK_EGKK_NO_ENRY"" ""UK_EGSS_NO_ENRY""]",221923,286983,254616,253200,192252,265278,169670,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_CH_LSGG,Bristol,Geneva,"[""UK_EGGD_CH_LSGG""]",221909,206136,188142,181137,175052,155695,148288,155327,158426,145915,130489,108762,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_HR_LDDU,London,Dubrovnik,"[""UK_EGKK_HR_LDDU""]",221326,199741,191478,164948,163267,112449,115632,151563,106987,110157,106588,98661,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_TR_LTAI,London,Antalya,"[""UK_EGKK_TR_LTAI"" ""UK_EGSS_TR_LTAI""]",221239,289395,328658,294998,276039,258032,319163,305626,288602,232404,238580,256934,205620,92705,167431,81940,,,,56517,131156,,,
PAS,PAS_CRD,UK_EGCC_MX_MMUN,Manchester,Cancún,"[""UK_EGCC_MX_MMUN""]",219452,215852,227008,197422,168047,166385,134557,117930,144444,104969,119432,126547,144571,94614,93339,111514,82616,,,,,,,
PAS,PAS_CRD,UK_EGSS_NL_EHRD,London,Rotterdam,"[""UK_EGKK_NL_EHRD"" ""UK_EGLC_NL_EHRD"" ""UK_EGLL_NL_EHRD"" ""UK_EGSS_NL_EHRD""]",219400,208439,272676,234846,112769,113895,115081,108964,121351,224066,235383,225408,280921,175820,174328,178005,192563,188072,213485,230131,271603,283735,176184,161949
PAS,PAS_CRD,UK_EGKK_JM_MKJS,London,Montego Bay,"[""UK_EGKK_JM_MKJS""]",216862,206334,175576,165610,148085,183415,187468,162950,179462,153092,111420,,,,,145196,163291,146728,129401,138155,131321,113540,125481,97139
PAS,PAS_CRD,UK_EGLL_US_KPHX,London,Phoenix,"[""UK_EGKK_US_KPHX"" ""UK_EGLL_US_KPHX""]",216719,216935,211304,204863,181021,179016,156275,171024,172672,178892,185490,191136,183484,150273,123354,140268,167395,159311,138320,81854,,,,
PAS,PAS_CRD,UK_EGPH_ES_GCTS,Edinburgh,Tenerife Island,"[""UK_EGPD_ES_GCTS"" ""UK_EGPH_ES_GCTS""]",216647,140272,132427,127431,111109,91120,,,,,,,,,,,30517,31712,,63100,62417,61467,59809,36072
PAS,PAS_CRD,UK_EGLL_US_KDTW,London,Detroit,"[""UK_EGKK_US_KDTW"" ""UK_EGLL_US_KDTW""]",215904,191483,185840,141989,171512,183467,153054,147379,236951,172868,281192,285226,282364,263773,262559,320537,387308,387251,369553,364125,342386,247372,159377,83035
PAS,PAS_CRD,UK_EGNT_ES_GCTS,Newcastle,Tenerife Island,"[""UK_EGNT_ES_GCTS""]",215583,174716,183842,170898,157628,164630,144007,126501,160779,187771,167385,157417,165041,159042,159284,159697,153846,150368,134323,119975,113839,139295,138751,99742
PAS,PAS_CRD,UK_EGGP_ES_LEAL,Liverpool,Alicante,"[""UK_EGGP_ES_LEAL""]",215468,213981,199255,206134,226523,311781,278223,268967,276075,210574,139177,149564,161226,158575,,31692,43998,46916,43977,23462,25617,,,
PAS,PAS_CRD,UK_EGCC_MT_LMML,Manchester,Luqa,"[""UK_EGCC_MT_LMML""]",214049,166309,160857,166963,168978,169596,181857,190796,206213,238447,225464,243804,225474,227040,218129,233798,228427,219154,215912,213183,207894,227112,263938,256469
PAS,PAS_CRD,UK_EGLL_GH_DGAA,London,Accra,"[""UK_EGKK_GH_DGAA"" ""UK_EGLL_GH_DGAA""]",213543,194935,208706,210414,220728,192929,159463,119838,123659,201411,213333,201747,147628,169815,149540,84528,,,,,,,,
PAS,PAS_CRD,UK_EGGP_UK_EGNS,Liverpool,Castletown,"[""UK_EGGP_UK_EGNS""]",213037,199706,196805,202346,173487,165977,133454,116229,132543,140451,168987,209453,203715,179738,186595,197249,214873,232221,264761,,,,,
PAS,PAS_CRD,UK_EGLL_JO_OJAI,London,Amman,"[""UK_EGLL_JO_OJAI""]",209751,203783,235232,205874,199958,194735,182344,175010,162386,145094,154287,153058,167119,136995,123994,124012,146019,143442,124712,128623,123225,113220,90600,84093
PAS,PAS_CRD,UK_EGCC_DE_EDDL,Manchester,Düsseldorf,"[""UK_EGCC_DE_EDDL""]",209731,182814,170577,170608,158589,144954,132930,121174,134215,119754,122927,133143,142444,148278,162036,157436,159501,167852,162645,167018,170454,186223,160673,155879
PAS,PAS_CRD,UK_EGLL_LK_VCBI,London,Colombo,"[""UK_EGLL_LK_VCBI""]",208816,203205,200890,228093,218763,228894,222796,167084,250857,293801,273163,260049,268860,234803,206589,197397,189783,163756,116526,104503,80642,86573,79037,
PAS,PAS_CRD,UK_EGBB_PT_LPFR,Birmingham,Faro,"[""UK_EGBB_PT_LPFR""]",208567,208695,203986,177387,212491,208446,196779,177075,188566,189147,175435,194256,206893,207536,192661,174344,180084,146513,140756,131465,114263,137648,121738,123970
PAS,PAS_CRD,UK_EGSS_DE_EDLW,London,Dortmund,"[""UK_EGGW_DE_EDLW"" ""UK_EGLC_DE_EDLW"" ""UK_EGSS_DE_EDLW""]",208506,218178,237007,160705,162433,168847,149081,157718,165410,200822,156824,142695,,80833,21399,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_ES_LEAL,Edinburgh,Alicante,"[""UK_EGPH_ES_LEAL""]",206991,150000,143891,153763,108701,113135,86914,137233,151067,108425,103864,116642,88064,,,,,,,30610,29864,26651,,15488
PAS,PAS_CRD,UK_EGSS_IT_LIBD,London,Bari,"[""UK_EGKK_IT_LIBD"" ""UK_EGSS_IT_LIBD""]",206611,202470,85571,75059,80120,,76244,,,,,97625,95317,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_NL_EHAM,Southend,Amsterdam,"[""UK_EGMC_NL_EHAM""]",206221,214654,200889,149777,105421,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_PT_LPFR,Leeds,Faro,"[""UK_EGNM_PT_LPFR""]",204802,188039,168582,160874,129146,126064,114941,84580,93388,102496,99184,88019,73758,41333,28720,24864,24295,,21848,,,,,
PAS,PAS_CRD,UK_EGSS_DE_EDDV,London,Hannover,"[""UK_EGLL_DE_EDDV"" ""UK_EGSS_DE_EDDV""]",202112,277226,305756,302470,215644,135163,186818,136803,134304,141136,,,,,,,,242469,241939,,,,,
PAS,PAS_CRD,UK_EGGD_ES_GCTS,Bristol,Tenerife Island,"[""UK_EGGD_ES_GCTS""]",199844,172610,165519,157540,153509,145367,129018,,94281,125738,131282,118122,125626,137290,124615,110245,129102,93709,84348,78059,83179,78419,73480,66340
PAS,PAS_CRD,UK_EGLL_MU_FIMP,London,Port Louis,"[""UK_EGKK_MU_FIMP"" ""UK_EGLL_MU_FIMP""]",198900,190515,180346,170360,184539,191398,196411,207925,259360,253671,232827,234399,227334,205699,167888,107913,108532,91966,,,,,,
PAS,PAS_CRD,UK_EGCC_PT_LPPT,Manchester,Lisbon,"[""UK_EGCC_PT_LPPT""]",198685,187342,146242,82420,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGHI,Edinburgh,Southampton,"[""UK_EGPD_UK_EGHI"" ""UK_EGPH_UK_EGHI""]",198561,194058,203151,207566,204488,203556,193789,236488,260488,248289,237421,221177,198328,98301,,75578,113548,23646,46517,,,,,
PAS,PAS_CRD,UK_EGAC_ES_LEMG,Belfast,Málaga,"[""UK_EGAA_ES_LEMG"" ""UK_EGAC_ES_LEMG""]",197964,172392,167970,155273,154982,171669,179065,166017,187529,133841,96953,92985,115320,75506,43138,40415,46664,45738,,37851,33855,43858,34940,28040
PAS,PAS_CRD,UK_EGGP_ES_LEPA,Liverpool,Palma De Mallorca,"[""UK_EGGP_ES_LEPA""]",196680,181544,178676,179231,183574,199283,186107,197779,211624,240423,191495,195497,213698,224171,223980,180044,135177,49394,46366,18534,15925,16250,,
PAS,PAS_CRD,UK_EGBB_DE_EDDM,Birmingham,München,"[""UK_EGBB_DE_EDDM""]",196186,185185,176941,174476,175474,149215,120727,113365,124260,126994,131634,118516,116135,140102,145693,142970,162230,159791,110060,85246,74012,41067,,38749
PAS,PAS_CRD,UK_EGLL_US_KSAN,London,San Diego,"[""UK_EGKK_US_KSAN"" ""UK_EGLL_US_KSAN""]",196067,177623,173431,173128,173633,100982,,,,,,,,90715,100857,117063,82411,86710,75256,,,,,
PAS,PAS_CRD,UK_EGNX_ES_GCRR,Nottingham,Lanzarote Island,"[""UK_EGNX_ES_GCRR""]",195773,195087,187726,148168,126287,106401,94042,68572,114604,104416,99358,92120,89284,91039,92808,93038,91795,83535,81459,60915,62082,68675,63838,39648
PAS,PAS_CRD,UK_EGSS_DE_EDDW,London,Bremen,"[""UK_EGGW_DE_EDDW"" ""UK_EGKK_DE_EDDW"" ""UK_EGLC_DE_EDDW"" ""UK_EGLL_DE_EDDW"" ""UK_EGSS_DE_EDDW""]",193300,195930,220823,189307,179219,192603,185885,222600,209443,132725,76917,20540,23530,,79265,83137,88576,93505,78308,,,80413,,
PAS,PAS_CRD,UK_EGCC_BE_EBBR,Manchester,Brussel,"[""UK_EGCC_BE_EBBR""]",192836,200011,164827,132192,147723,158509,148848,126288,141195,149249,170938,178231,189861,185653,197913,300051,338816,327466,310832,255678,144367,129733,162568,146530
PAS,PAS_CRD,UK_EGLL_US_KDEN,London,Denver,"[""UK_EGKK_US_KDEN"" ""UK_EGLL_US_KDEN""]",192441,187639,160342,163042,169392,165600,251256,230455,244915,162547,166003,163866,162064,151049,124426,136817,203969,171979,,,,,82483,96480
PAS,PAS_CRD,UK_EGKK_AT_LOWI,London,Innsbruck,"[""UK_EGKK_AT_LOWI""]",192231,188826,174965,167679,164551,166395,143155,127950,148495,118948,109468,92052,97737,78946,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_IT_LICC,London,Catania,"[""UK_EGKK_IT_LICC""]",191860,180337,179584,133509,113687,98239,,111970,104097,97898,86512,,,,,,,,,,89731,91103,,
PAS,PAS_CRD,UK_EGAC_PT_LPFR,Belfast,Faro,"[""UK_EGAA_PT_LPFR"" ""UK_EGAC_PT_LPFR""]",191606,172811,173406,160828,154848,126689,145386,125419,128091,75327,,40230,41374,48766,43997,46414,46766,,,25082,30630,42958,36707,32662
PAS,PAS_CRD,UK_EGLL_NO_ENZV,London,Stavanger,"[""UK_EGLL_NO_ENZV""]",191309,198555,212987,217275,162245,129786,101254,93953,100032,95644,95805,87918,83594,82524,,,95391,113157,148430,114902,107010,100498,117953,124563
PAS,PAS_CRD,UK_EGHI_UK_EGCC,Southampton,Manchester,"[""UK_EGHI_UK_EGCC""]",190669,151644,159251,121575,114957,114300,111790,131788,156482,166894,198260,179371,93609,62432,57281,64814,60327,51279,47415,,,,,
PAS,PAS_CRD,UK_EGCC_UK_EGHI,Manchester,Southampton,"[""UK_EGCC_UK_EGHI""]",188528,149946,157948,121147,114612,114302,112271,132074,156187,161382,199549,180035,94398,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_NL_EHAM,Southampton,Amsterdam,"[""UK_EGHI_NL_EHAM""]",188159,127612,125076,103461,94278,96943,91785,90943,102686,93956,58457,39420,42681,40375,37385,43359,46155,44962,41134,69665,51051,47109,41408,
PAS,PAS_CRD,UK_EGSS_EL_LGRP,London,EL_LGRP,"[""UK_EGKK_EL_LGRP"" ""UK_EGSS_EL_LGRP""]",187249,165510,147052,143948,145007,164250,166973,154508,173107,177982,161210,161139,167869,213260,265545,256549,216611,218390,187961,163086,142589,171072,208531,193033
PAS,PAS_CRD,UK_EGSS_IT_LIRQ,London,Firenze,"[""UK_EGKK_IT_LIRQ"" ""UK_EGLC_IT_LIRQ"" ""UK_EGSS_IT_LIRQ""]",185742,183295,72456,40075,98270,121315,120269,109946,128001,143220,132812,,78061,83530,81510,97248,101764,86047,,,51847,44233,47054,42965
PAS,PAS_CRD,UK_EGPH_ES_LEMD,Edinburgh,Madrid,"[""UK_EGPH_ES_LEMD""]",185545,162499,107118,112352,112995,113015,107711,99236,105793,88360,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_EL_LGIR,Manchester,EL_LGIR,"[""UK_EGCC_EL_LGIR""]",184360,161878,148547,143465,138934,152094,167238,180024,196874,203678,219733,217830,203686,221509,207208,213081,196759,183378,146711,112341,109776,143720,193873,188732
PAS,PAS_CRD,UK_EGCC_ES_LEMH,Manchester,Menorca Island,"[""UK_EGCC_ES_LEMH""]",184068,159046,156118,168582,153911,168835,170810,148994,166897,194693,211436,198238,221827,260882,275706,303583,258592,273752,265865,242004,196500,232734,262749,186179
PAS,PAS_CRD,UK_EGCC_EL_LGKR,Manchester,EL_LGKR,"[""UK_EGCC_EL_LGKR""]",183725,155211,137824,146701,116270,131420,132910,138122,143192,146368,163684,204148,225692,262076,272748,272586,242963,215563,205602,152433,140245,204791,223455,238453
PAS,PAS_CRD,UK_EGPH_ES_LEPA,Edinburgh,Palma De Mallorca,"[""UK_EGPD_ES_LEPA"" ""UK_EGPH_ES_LEPA""]",183518,157056,143178,143007,124415,151635,88157,133077,112628,125939,117133,111485,92616,101071,78628,76202,29887,28468,58781,79817,70570,77895,79237,59434
PAS,PAS_CRD,UK_EGPH_ES_LEMG,Edinburgh,Málaga,"[""UK_EGPD_ES_LEMG"" ""UK_EGPH_ES_LEMG""]",183032,148992,128095,126443,105707,124702,80231,128137,96803,156346,133807,119686,89665,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_BE_EBCI,Manchester,Brussels,"[""UK_EGCC_BE_EBCI""]",182653,183415,166671,154344,113740,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_DE_EDDB,Manchester,Berlin,"[""UK_EGCC_DE_EDDB""]",181456,96317,87945,80582,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_ES_LEBL,Edinburgh,Barcelona,"[""UK_EGPH_ES_LEBL""]",181033,121895,80668,82341,81802,,,,,94722,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_GCTS,Leeds,Tenerife Island,"[""UK_EGNM_ES_GCTS""]",180336,167040,165170,152108,126507,90827,68712,61824,64371,65903,89545,72370,72563,92659,72153,99377,101491,72018,61434,46336,41320,35039,26616,24272
PAS,PAS_CRD,UK_EGLL_HR_LDZA,London,Zagreb,"[""UK_EGKK_HR_LDZA"" ""UK_EGLL_HR_LDZA""]",179912,181391,167712,156994,190629,175666,75838,76550,76425,,,,,76491,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_UK_EGHI,Glasgow,Southampton,"[""UK_EGPF_UK_EGHI""]",179436,158310,173007,182506,173522,139588,143258,156240,161558,166375,202622,192668,117405,77379,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_UK_EGPF,Southampton,Glasgow,"[""UK_EGHI_UK_EGPF""]",179399,158242,172949,182124,173516,164561,155036,155184,160741,165190,199348,191615,116312,76681,66824,71730,74300,64991,55903,,,,,
PAS,PAS_CRD,UK_EGLL_AR_SAEZ,London,Buenos Aires,"[""UK_EGKK_AR_SAEZ"" ""UK_EGLL_AR_SAEZ""]",177238,151603,173549,174930,175917,154533,102717,107542,75356,,,,,,,129664,144530,145604,118261,78045,143489,127763,112653,94170
PAS,PAS_CRD,UK_EGSS_LT_EYKA,London,Kaunas,"[""UK_EGGW_LT_EYKA"" ""UK_EGKK_LT_EYKA"" ""UK_EGSS_LT_EYKA""]",177131,220457,217061,129849,128611,223824,228928,171132,178326,165284,121343,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_ET_HAAB,London,Addis Ababa,"[""UK_EGLL_ET_HAAB""]",176975,161558,156101,124824,119437,123638,106010,86605,91377,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_PT_LPFR,Glasgow,Faro,"[""UK_EGPF_PT_LPFR"" ""UK_EGPK_PT_LPFR""]",176803,152895,150098,159810,166368,166846,63355,151700,176276,163518,178300,170276,152756,125926,125564,103714,110283,108271,88776,91754,85259,85255,102918,90076
PAS,PAS_CRD,UK_EGGP_PT_LPFR,Liverpool,Faro,"[""UK_EGGP_PT_LPFR""]",176670,169490,162979,173990,179447,223329,174642,135303,99529,96177,69986,,,,,,,,,15989,21397,,,
PAS,PAS_CRD,UK_EGPK_ES_GCRR,Glasgow,Lanzarote Island,"[""UK_EGPF_ES_GCRR"" ""UK_EGPK_ES_GCRR""]",174333,156464,163269,150645,137686,126878,109009,104286,136747,125511,130288,145680,125359,119266,112090,107418,107502,118335,109308,99517,83555,91605,79485,51273
PAS,PAS_CRD,UK_EGCC_TR_LTAI,Manchester,Antalya,"[""UK_EGCC_TR_LTAI""]",173934,215991,221890,208704,171044,203886,180110,128896,139200,119885,106568,131371,93390,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_IT_LIPZ,Manchester,Venice,"[""UK_EGCC_IT_LIPZ""]",173168,176510,162469,136201,107929,,,,,,,93129,,,,,,,,,,,,
