unit,tra_meas,tra_cov,schedule-time,geo,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD_ARR,INTL_IEU27,TOT,MT,2323539,2093046,1911321,1765145,1619450,1577262,1482447,1332933,1413287,1348377,1209122,1232745,1224662,1155764,1150030,1223009,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,N_SCHED,MT,18883,25983,28662,31098,30237,38303,15803,5597,11702,21097,18998,21280,12450,8530,3947,8100,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,SCHED,MT,197536,189585,202613,217805,172849,127568,146282,115965,125086,114559,116313,117944,138067,137026,142666,184681,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,TOT,MT,216419,215568,231275,248903,203086,165871,162085,121562,136788,135656,135311,139224,150517,145556,146613,192781,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,N_SCHED,MT,20850,27855,30265,33127,31693,40043,18012,7981,13494,22816,20227,22613,13004,8706,3994,8233,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,SCHED,MT,197536,189585,202613,217805,172849,127568,146282,115965,125086,114559,116313,118078,138067,137026,142666,184681,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,TOT,MT,218386,217440,232878,250932,204542,167611,164294,123946,138580,137375,136540,140691,151071,145732,146660,192914,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,MT,173,259,:,511,421,150,6,0,0,0,4648,5031,24,33,189,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,MT,0,0,0,0,0,0,0,0,0,0,0,0,20840,23995,25172,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,TOT,MT,173,259,0,511,421,150,6,0,0,0,4648,5031,20864,24028,25361,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,MT,104806,138574,150196,147418,159941,167362,136050,156573,230737,308396,291358,358324,377344,333434,345046,387038,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,SCHED,MT,2437292,2172171,1994003,1869170,1664472,1577661,1510697,1300306,1321130,1177356,1058952,1020143,1019253,992090,977005,1028885,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,TOT,MT,2542098,2310745,2144199,2016588,1824413,1745023,1646747,1456879,1551867,1485752,1350310,1378467,1396597,1325524,1322051,1415923,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,NL,1307407,1861822,2055342,2165729,2149931,2139916,2235178,1919144,2224485,2272488,2440724,2442023,2546275,2376673,2492513,2624711,2642904,2275037,2132814,1984409,1853624,1766897,1656877,1582690
PAS,PAS_CRD_ARR,INTL,SCHED,NL,33786692,30346151,28403790,26856487,25694475,24866617,22143947,21365915,22950613,22911454,21722450,20611080,19566684,18089953,18300589,17590393,17503780,16329539,15112225,13811435,12070007,10905242,10100980,8858239
PAS,PAS_CRD_ARR,INTL,TOT,NL,35094099,32207973,30459132,29022216,27844406,27006533,24379125,23285059,25175098,25183942,24163174,23053103,22112959,20466626,20793102,20215104,20146684,18604576,17245039,15795844,13923631,12672139,11757857,10440929
PAS,PAS_CRD_ARR,INTL_IEU,N_SCHED,NL,764796,954076,1052138,1084403,1079082,1180716,1126918,986924,1157983,1223192,1409509,1151969,1178686,1291322,1436059,1600052,1698211,1562297,1430509,1303659,1243193,1238110,1214023,986270
PAS,PAS_CRD_ARR,INTL_IEU,SCHED,NL,21330038,18629477,17314770,16057953,15313994,14865676,12882650,12536685,13545453,13790275,12977058,12102261,11589522,10882199,10881640,10340458,10159169,9454852,8636685,7790132,6670358,6027434,5686132,5205327
PAS,PAS_CRD_ARR,INTL_IEU,TOT,NL,22094834,19583553,18366908,17142356,16393076,16046392,14009568,13523609,14703436,15013467,14386567,13254230,12768208,12173521,12317699,11940510,11857380,11017149,10067194,9093791,7913551,7265544,6900155,6191597
PAS,PAS_CRD_ARR,INTL_IEU27,N_SCHED,NL,759285,949020,1047204,1081636,1078039,1179662,1124583,983705,1152687,1218767,1404802,1148785,1176937,1290174,1435065,1600045,1698152,1562066,1430290,1303366,1240661,1236121,1210832,984619
PAS,PAS_CRD_ARR,INTL_IEU27,SCHED,NL,21189943,18515927,17239904,16007359,15261386,14819680,12839207,12491929,13494177,13739383,12933139,12060326,11545644,10842458,10840863,10303669,10125710,9423672,8610415,7772644,6655756,6015461,5674697,5198359
PAS,PAS_CRD_ARR,INTL_IEU27,TOT,NL,21949228,19464947,18287108,17088995,16339425,15999342,13963790,13475634,14646864,14958150,14337941,13209111,12722581,12132632,12275928,11903714,11823862,10985738,10040705,9076010,7896417,7251582,6885529,6182978
PAS,PAS_CRD_ARR,INTL_XEU,N_SCHED,NL,542611,907746,1003204,1081326,1070849,959200,1108260,932220,1066502,1049296,1031215,1290054,1367589,1085351,1056454,1024659,944693,712740,702305,680750,610431,528787,442854,596420
PAS,PAS_CRD_ARR,INTL_XEU,SCHED,NL,12456654,11716674,11089020,10798534,10380481,10000941,9261297,8829230,9405160,9121179,8745392,8508819,7977162,7207754,7418949,7249935,7344611,6874687,6475540,6021303,5399649,4877808,4414848,3652912
PAS,PAS_CRD_ARR,INTL_XEU,TOT,NL,12999265,12624420,12092224,11879860,11451330,10960141,10369557,9761450,10471662,10170475,9776607,9798873,9344751,8293105,8475403,8274594,8289304,7587427,7177845,6702053,6010080,5406595,4857702,4249332
PAS,PAS_CRD_ARR,INTL_XEU27,N_SCHED,NL,548122,912802,1008138,1084093,1071892,960254,1110595,935439,1071798,1053721,1035922,1293238,1369338,1086499,1057448,1024666,944752,712971,702524,681043,612963,530776,446045,598071
PAS,PAS_CRD_ARR,INTL_XEU27,SCHED,NL,12596749,11830224,11163886,10849128,10433089,10046937,9304740,8873986,9456436,9172071,8789311,8550754,8021040,7247495,7459726,7286724,7378070,6905867,6501810,6038791,5414251,4889781,4426283,3659880
PAS,PAS_CRD_ARR,INTL_XEU27,TOT,NL,13144871,12743026,12172024,11933221,11504981,11007191,10415335,9809425,10528234,10225792,9825233,9843992,9390378,8333994,8517174,8311390,8322822,7618838,7204334,6719834,6027214,5420557,4872328,4257951
PAS,PAS_CRD_ARR,NAT,N_SCHED,NL,442,410,399,269,836,409,825,2583,2019,3225,3674,2810,1563,3266,4759,5185,5113,6190,7064,2210,4361,3476,3673,1357
PAS,PAS_CRD_ARR,NAT,SCHED,NL,558,334,5,148,0,128,290,64,41387,51210,44556,78124,104821,114085,128569,141810,172208,161716,174007,173586,161705,135374,123602,115714
PAS,PAS_CRD_ARR,NAT,TOT,NL,1000,744,404,417,836,537,1115,2647,43406,54435,48230,80934,106384,117351,133328,146995,177321,167906,181071,175796,166066,138850,127275,117071
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,NL,1307849,1862232,2055741,2165998,2150767,2140325,2236003,1921727,2226504,2275713,2444398,2444833,2547838,2379939,2497272,2629896,2648017,2281227,2139878,1986619,1857985,1770373,1660550,1584047
PAS,PAS_CRD_ARR,TOTAL,SCHED,NL,33787250,30346485,28403795,26856635,25694475,24866745,22144237,21365979,22992000,22962664,21767006,20689204,19671505,18204038,18429158,17732203,17675988,16491255,15286232,13985021,12231712,11040616,10224582,8973953
PAS,PAS_CRD_ARR,TOTAL,TOT,NL,35095099,32208717,30459536,29022633,27845242,27007070,24380240,23287706,25218504,25238377,24211404,23134037,22219343,20583977,20926430,20362099,20324005,18772482,17426110,15971640,14089697,12810989,11885132,10558000
PAS,PAS_CRD_ARR,INTL,N_SCHED,NO,943715,1008367,1133463,1278701,1207933,1086516,942200,918870,580761,588149,553368,441874,449495,363851,322620,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,SCHED,NO,10356396,10215057,10081162,9579339,8670817,8008083,7276728,6515316,6012185,5405059,4785250,3541287,3674463,3499436,3284084,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,TOT,NO,11300111,11223424,11214625,10858040,9878750,9094599,8218928,7434186,6592946,5993208,5338618,3983161,4123958,3863287,3606704,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,NO,51948,53853,54518,69700,45351,38806,32140,39593,27676,90880,146929,67624,36111,24328,34054,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,NO,14805226,14679024,14350828,14119459,13947353,13331185,12231112,11980956,13454776,13265771,12331867,10066049,10942033,10759405,10768930,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,TOT,NO,14857174,14732877,14405346,14189159,13992704,13369991,12263252,12020549,13482452,13356651,12478796,10133673,10978144,10783733,10802984,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,NO,995663,1062220,1187981,1348401,1253284,1125322,974340,958463,608437,679029,700297,509498,485606,388179,356674,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,SCHED,NO,25161622,24894081,24431990,23698798,22618170,21339268,19507840,18496272,19466961,18670830,17117117,13607336,14616496,14258841,14053014,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,TOT,NO,26157285,25956301,25619971,25047199,23871454,22464590,20482180,19454735,20075398,19349859,17817414,14116834,15102102,14647020,14409688,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,PL,1614812,1664760,1678969,1339760,1403042,1461767,1324628,1232646,1219052,800507,625047,274113,289270,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,SCHED,PL,13584670,11993611,10387975,9615502,8561566,8248510,7360395,6827062,7618792,7175988,5701715,2814127,2295307,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,TOT,PL,15199482,13658371,12066944,10955262,9964608,9710277,8685023,8059708,8837844,7976495,6326762,3088240,2584577,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,N_SCHED,PL,1173924,925610,875017,669399,578019,658508,474242,438488,342388,203176,175064,90792,128259,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,SCHED,PL,11139348,9869194,8403124,7847523,7068675,6944756,6179343,5809868,6528816,6244018,4903120,2241068,1775644,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,TOT,PL,12313272,10794804,9278141,8516922,7646694,7603264,6653585,6248356,6871204,6447194,5078184,2331860,1903903,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,N_SCHED,PL,1157072,919010,861837,654464,567438,654682,471043,436072,339715,203051,174755,90789,128117,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,SCHED,PL,11110467,9861551,8382091,7832324,7059652,6942027,6171731,5803464,6524913,6237101,4896502,2235870,1770239,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,TOT,PL,12267539,10780561,9243928,8486788,7627090,7596709,6642774,6239536,6864628,6440152,5071257,2326659,1898356,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,N_SCHED,PL,440888,739150,803952,670361,825023,803259,850386,794158,876664,597331,449983,183321,161011,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,SCHED,PL,2445322,2124417,1984851,1767979,1492891,1303754,1181052,1017194,1089976,931970,798595,573059,519663,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,TOT,PL,2886210,2863567,2788803,2438340,2317914,2107013,2031438,1811352,1966640,1529301,1248578,756380,680674,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,N_SCHED,PL,457740,745750,817132,685296,835604,807085,853585,796574,879337,597456,450292,183324,161153,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,SCHED,PL,2474203,2132060,2005884,1783178,1501914,1306483,1188664,1023598,1093879,938887,805213,578257,525068,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,TOT,PL,2931943,2877810,2823016,2468474,2337518,2113568,2042249,1820172,1973216,1536343,1255505,761581,686221,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,PL,13679,12658,16046,13747,16424,12496,13955,18565,12421,8773,6071,2382,3508,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,PL,1783943,1561494,1451626,1193131,1740767,1102661,842201,758667,838742,927910,816333,425507,441483,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,TOT,PL,1797622,1574152,1467672,1206878,1757191,1115157,856156,777232,851163,936683,822404,427889,444991,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,PL,1628491,1677418,1695015,1353507,1419466,1474263,1338583,1251211,1231473,809280,631118,276495,292778,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,SCHED,PL,15368613,13555105,11839601,10808633,10302333,9351171,8202596,7585729,8457534,8103898,6518048,3239634,2736790,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,TOT,PL,16997104,15232523,13534616,12162140,11721799,10825434,9541179,8836940,9689007,8913178,7149166,3516129,3029568,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,PT,842611,750266,750625,786933,832461,882612,1015979,1078209,1468946,1667807,1677435,1788048,1971042,1922449,1962822,2156724,2309213,2050353,2016514,1788895,1884053,1957772,1789190,1524917
PAS,PAS_CRD_ARR,INTL,SCHED,PT,17505948,15529463,14126636,12694355,11890856,11494918,10407711,9499768,9765734,9127500,7945200,6989461,6165701,5517791,5251810,5032258,4894807,4157950,3804525,3367103,2989471,2851189,2683632,2582094
PAS,PAS_CRD_ARR,INTL,TOT,PT,18356334,16279729,14877261,13481288,12723317,12377530,11423690,10577977,11234680,10795307,9622635,8777509,8136743,7440240,7214632,7188982,7204020,6208303,5821039,5155998,4873524,4808961,4472822,4107011
PAS,PAS_CRD_ARR,INTL,UNK,PT,7775,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,N_SCHED,PT,747891,644114,653752,676520,687158,718111,756030,860744,1147928,1310400,1340045,1375474,1633558,1633770,1731099,1885600,1962343,1851063,1819635,1620076,1705225,1775866,1649144,1391433
PAS,PAS_CRD_ARR,INTL_IEU,SCHED,PT,14037003,12455788,11110236,9915538,9269595,9042369,8176227,7547129,7826387,7407155,6463107,5679164,5001523,4469494,4231900,4041106,3631530,3217267,2906918,2568660,2273038,2137036,1942784,1830296
PAS,PAS_CRD_ARR,INTL_IEU,TOT,PT,14789772,13099902,11763988,10592058,9956753,9760480,8932257,8407873,8974315,8717555,7803152,7054638,6635081,6103264,5962999,5926706,5593873,5068330,4726553,4188736,3978263,3912902,3591928,3221729
PAS,PAS_CRD_ARR,INTL_IEU,UNK,PT,4878,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,N_SCHED,PT,745637,642831,652972,674898,685851,717593,754649,858966,1145136,1307635,1337816,1375157,1632192,1633507,1731099,1885600,1962151,1850880,1819225,1619518,1704941,1775866,1648531,1391433
PAS,PAS_CRD_ARR,INTL_IEU27,SCHED,PT,14030758,12443400,11097507,9906316,9263488,9031379,8168193,7538910,7810501,7391824,6454584,5679164,5001523,4469494,4231900,4041106,3631530,3217267,2906918,2568660,2273038,2137036,1942784,1830296
PAS,PAS_CRD_ARR,INTL_IEU27,TOT,PT,14781273,13086231,11750479,10581214,9949339,9748972,8922842,8397876,8955637,8699459,7792400,7054321,6633715,6103001,5962999,5926706,5593681,5068147,4726143,4188178,3977979,3912902,3591315,3221729
PAS,PAS_CRD_ARR,INTL_IEU27,UNK,PT,4878,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,N_SCHED,PT,94720,106152,96873,110413,145303,164501,259949,217465,321018,357407,337390,412574,337484,288679,231723,271124,346870,199290,196879,168819,178828,181906,140046,133484
PAS,PAS_CRD_ARR,INTL_XEU,SCHED,PT,3468945,3073675,3016400,2778817,2621261,2452549,2231484,1952639,1939347,1720345,1482093,1310297,1164178,1048297,1019910,991152,1263277,940683,897607,798443,716433,714153,740848,751798
PAS,PAS_CRD_ARR,INTL_XEU,TOT,PT,3566562,3179827,3113273,2889230,2766564,2617050,2491433,2170104,2260365,2077752,1819483,1722871,1501662,1336976,1251633,1262276,1610147,1139973,1094486,967262,895261,896059,880894,885282
PAS,PAS_CRD_ARR,INTL_XEU,UNK,PT,2897,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,N_SCHED,PT,96974,107435,97653,112035,146610,165019,261330,219243,323810,360172,339619,412891,338850,288942,231723,271124,347062,199473,197289,169377,179112,181906,140659,133484
PAS,PAS_CRD_ARR,INTL_XEU27,SCHED,PT,3475190,3086063,3029129,2788039,2627368,2463539,2239518,1960858,1955233,1735676,1490616,1310297,1164178,1048297,1019910,991152,1263277,940683,897607,798443,716433,714153,740848,751798
PAS,PAS_CRD_ARR,INTL_XEU27,TOT,PT,3575061,3193498,3126782,2900074,2773978,2628558,2500848,2180101,2279043,2095848,1830235,1723188,1503028,1337239,1251633,1262276,1610339,1140156,1094896,967820,895545,896059,881507,885282
PAS,PAS_CRD_ARR,INTL_XEU27,UNK,PT,2897,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,PT,61670,154584,47162,38680,30074,34663,37403,51984,47851,49892,88947,70401,51774,35152,34835,37122,46679,32950,34667,30959,33577,16989,44731,:
PAS,PAS_CRD_ARR,NAT,SCHED,PT,4324470,3491003,2915260,2892720,2811836,2717450,2972661,2930307,2772565,2901375,2876413,2951180,2408136,2585133,2671459,2675200,2514164,1903013,1493334,1321426,1238995,1232907,1163899,:
PAS,PAS_CRD_ARR,NAT,TOT,PT,4463682,3645587,2962422,2931400,2841910,2752113,3010064,2982291,2820416,2951267,2965360,3021581,2459910,2620285,2706294,2712322,2560843,1935963,1528001,1352385,1272572,1249896,1208630,:
PAS,PAS_CRD_ARR,NAT,UNK,PT,77542,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,PT,904281,904850,797787,825613,862535,917275,1053382,1130193,1516797,1717699,1766382,1858449,2022816,1957601,1997657,2193846,2355892,2083303,2051181,1819854,1917630,1974761,1833921,1524917
PAS,PAS_CRD_ARR,TOTAL,SCHED,PT,21830418,19020466,17041896,15587075,14702692,14212368,13380372,12430075,12538299,12028875,10821613,9940641,8573837,8102924,7923269,7707458,7408971,6060963,5297859,4688529,4228466,4084096,3847531,2582094
PAS,PAS_CRD_ARR,TOTAL,TOT,PT,22820016,19925316,17839683,16412688,15565227,15129643,14433754,13560268,14055096,13746574,12587995,11799090,10596653,10060525,9920926,9901304,9764863,8144266,7349040,6508383,6146096,6058857,5681452,4107011
PAS,PAS_CRD_ARR,TOTAL,UNK,PT,85317,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,RO,195507,183626,132322,85479,130375,189828,189412,236448,244414,267529,406995,166039,229746,117904,76659,56577,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,SCHED,RO,6885394,5807219,5033639,4611428,4339116,4212838,3820726,3426400,3390789,2870960,1848040,1448045,1267344,1156431,1042553,1060056,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,TOT,RO,7080901,5990845,5165961,4696907,4469491,4402666,4010138,3662848,3635203,3138489,2255035,1614084,1497090,1274335,1119212,1116633,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,N_SCHED,RO,77839,62707,53114,24379,40329,108042,41042,123284,112221,143155,318400,115457,181372,88003,47383,28440,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,SCHED,RO,6046590,5016912,4344624,4050033,3820503,3766980,3379680,3029401,2963742,2475200,1588782,1217109,1046719,908761,765123,747098,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,TOT,RO,6124429,5079619,4397738,4074412,3860832,3875022,3420722,3152685,3075963,2618355,1907182,1332566,1228091,996764,812506,775538,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,N_SCHED,RO,77476,62652,52608,24336,39708,108020,40886,123048,111607,143039,318346,115401,181328,87944,47163,28431,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,SCHED,RO,6046590,5016912,4344624,4050033,3819273,3765669,3378442,3028244,2963737,2475200,1588782,1217109,1046719,908761,765123,747098,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,TOT,RO,6124066,5079564,4397232,4074369,3858981,3873689,3419328,3151292,3075344,2618239,1907128,1332510,1228047,996705,812286,775529,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,N_SCHED,RO,117668,120919,79208,61100,90046,81786,148370,113164,132193,124374,88595,50582,48374,29901,29276,28137,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,SCHED,RO,838804,790307,689015,561395,518613,445858,441046,396999,427047,395760,259258,230936,220625,247670,277430,312958,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,TOT,RO,956472,911226,768223,622495,608659,527644,589416,510163,559240,520134,347853,281518,268999,277571,306706,341095,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,N_SCHED,RO,118031,120974,79714,61143,90667,81808,148526,113400,132807,124490,88649,50638,48418,29960,29496,28146,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,SCHED,RO,838804,790307,689015,561395,519843,447169,442284,398156,427052,395760,259258,230936,220625,247670,277430,312958,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,TOT,RO,956835,911281,768729,622538,610510,528977,590810,511556,559859,520250,347907,281574,269043,277630,306926,341104,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,RO,3664,2035,5695,2857,5198,4490,3322,4222,8397,7669,13537,20466,14953,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,RO,850374,478289,455651,509965,505058,577501,569331,458292,496331,426314,300169,209983,203269,738,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,TOT,RO,854038,480324,461346,512822,510256,581991,572653,462514,504728,433983,313706,230449,218222,738,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,RO,199171,185661,138017,88336,135573,194318,192734,240670,252811,275198,420532,186505,244699,117904,76659,56577,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,SCHED,RO,7735768,6285508,5489290,5121393,4844174,4790339,4390057,3884692,3887120,3297274,2148209,1658028,1470613,1157169,1042553,1060056,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,TOT,RO,7934939,6471169,5627307,5209729,4979747,4984657,4582791,4125362,4139931,3572472,2568741,1844533,1715312,1275073,1119212,1116633,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,SE,5922,2736,1415,2016,4109,5324,3307,1060,3593,5335,7285,577,969,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,SCHED,SE,14129648,13275184,12713001,12188211,11655544,11379695,10234654,9623914,10528554,9989904,9351966,7391282,6954195,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,TOT,SE,14135570,13277920,12714416,12190227,11659653,11385019,10237961,9624974,10532147,9995239,9359251,7391859,6955164,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,N_SCHED,SE,5343,2197,1039,1414,3416,4758,2562,763,2959,3302,4283,410,792,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,SCHED,SE,10824699,9945746,9418742,9189033,8850321,8688736,7853155,7494742,8303385,7999579,7503087,5694506,5467465,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,TOT,SE,10830042,9947943,9419781,9190447,8853737,8693494,7855717,7495505,8306344,8002881,7507370,5694916,5468257,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,N_SCHED,SE,5328,2197,1036,1414,3416,4758,2559,763,2934,3294,4276,409,792,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,SCHED,SE,10672783,9826267,9297552,9079576,8766470,8619095,7793102,7433549,8244185,7954222,7459880,5654844,5442639,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,TOT,SE,10678111,9828464,9298588,9080990,8769886,8623853,7795661,7434312,8247119,7957516,7464156,5655253,5443431,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,N_SCHED,SE,579,539,376,602,693,566,745,297,634,2033,3002,167,177,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,SCHED,SE,3304949,3329438,3294259,2999178,2805223,2690959,2381499,2129172,2225169,1990325,1848879,1696776,1486730,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,TOT,SE,3305528,3329977,3294635,2999780,2805916,2691525,2382244,2129469,2225803,1992358,1851881,1696943,1486907,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,N_SCHED,SE,594,539,379,602,693,566,748,297,659,2041,3009,168,177,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,SCHED,SE,3456865,3448917,3415449,3108635,2889074,2760600,2441552,2190365,2284369,2035682,1892086,1736438,1511556,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,TOT,SE,3457459,3449456,3415828,3109237,2889767,2761166,2442300,2190662,2285028,2037723,1895095,1736606,1511733,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,SE,4235,2550,670,1144,2993,1880,814,511,1347,1999,3169,142,258,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,SE,7465255,7213653,7126469,6833516,6780686,6674810,5872143,5696706,6410028,6532358,6669527,4134005,3981954,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,TOT,SE,7469490,7216203,7127139,6834660,6783679,6676690,5872957,5697217,6411375,6534357,6672696,4134147,3982212,:,:,:,:,:,:,:,:,:,:,934113
PAS,PAS_CRD_ARR,NAT,UNK,SE,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,934113
