unit,tra_meas,tra_cov,schedule-time,geo,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_BRD_DEP,NAT,SCHED,AT,509490,536491,582118,618781,632314,664450,795703,719534,728994,687856,641245,598112,602404,581122,563400,554115,536143,491315,465931,413566,401416,374294,388056,373109
PAS,PAS_BRD_DEP,NAT,TOT,AT,521657,564733,613351,650192,689130,726166,857418,787901,814491,792093,752715,604440,611546,586148,569577,558833,545212,501336,475407,428597,411667,384733,400492,387576
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,AT,512775,680163,756968,815198,915705,952765,1004170,1029404,1210379,1276665,1424709,1472496,1668422,1581725,1556505,1527926,1542536,1422790,1453693,1478819,1406337,1364216,1207557,1207988
PAS,PAS_BRD_DEP,TOTAL,SCHED,AT,13487892,13148865,12880663,12460298,12493832,12082815,11273815,10383596,11263887,10675698,9459414,8815167,7960937,6761284,6344321,6112468,6134534,5733757,5403739,4844329,4478463,4163678,3761851,3436451
PAS,PAS_BRD_DEP,TOTAL,TOT,AT,14000667,13829028,13637631,13275496,13409537,13035580,12277985,11413000,12474266,11952363,10884123,10287663,9629359,8343009,7900826,7640394,7677070,7156547,6857432,6323148,5884800,5527894,4969408,4644439
PAS,PAS_BRD_DEP,INTL,N_SCHED,BE,644685,677681,760103,817581,912562,1147021,1143639,1258984,1423259,1843948,1677795,1805812,1702220,1623486,1544327,1633329,:,:,1497123,1370484,4356,:,:,:
PAS,PAS_BRD_DEP,INTL,SCHED,BE,14435450,15008461,13784482,12469363,12142697,11508961,10361063,9576071,9734546,8642392,7993294,7181109,7154425,6024675,5377407,8260740,:,:,7661163,6468605,154978,:,:,:
PAS,PAS_BRD_DEP,INTL,TOT,BE,15080135,15686142,14544585,13286944,13055259,12655982,11504702,10835055,11157805,10486340,9671089,8986921,8856645,7648161,6921734,9894069,:,:,9158286,7839089,159334,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,N_SCHED,BE,366700,249775,218696,230043,453399,499178,455416,514558,577518,1032562,916055,868756,878737,946185,920832,977308,:,:,1011525,923937,1307,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,SCHED,BE,10878897,10891608,9900214,8807342,8384036,8121922,7329997,6898110,7143057,6566636,6279185,5731605,5815795,4869986,4322569,6321467,:,:,5787084,4862104,79677,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,TOT,BE,11245597,11141383,10118910,9037385,8837435,8621100,7785413,7412668,7720575,7599198,7195240,6600361,6694532,5816171,5243401,7298775,:,:,6798609,5786041,80984,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,N_SCHED,BE,364760,248559,216837,228153,445728,491613,448259,506517,570297,1025038,910081,855170,862162,929539,902810,962072,:,:,1005878,918554,1307,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,SCHED,BE,10769907,10795549,9818893,8735575,8339121,8084224,7296244,6875367,7111802,6537509,6248435,5711219,5804739,4861109,4316193,6315525,:,:,5786512,4859424,79677,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,TOT,BE,11134667,11044108,10035730,8963728,8784849,8575837,7744503,7381884,7682099,7562547,7158516,6566389,6666901,5790648,5219003,7277597,:,:,6792390,5777978,80984,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,N_SCHED,BE,277985,427906,541407,587538,459163,647843,688223,744426,845741,811386,761740,937056,823483,677301,623495,656021,:,:,485598,446547,3049,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,SCHED,BE,3556553,4116853,3884268,3662021,3758661,3387039,3031066,2677961,2591489,2075756,1714109,1449504,1338630,1154689,1054838,1939273,:,:,1874079,1606501,75301,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,TOT,BE,3834538,4544759,4425675,4249559,4217824,4034882,3719289,3422387,3437230,2887142,2475849,2386560,2162113,1831990,1678333,2595294,:,:,2359677,2053048,78350,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,N_SCHED,BE,279925,429122,543266,589428,466834,655408,695380,752467,852962,818910,767714,950642,840058,693947,641517,671257,:,:,491245,451930,3049,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,SCHED,BE,3665543,4212912,3965589,3733788,3803576,3424737,3064819,2700704,2622744,2104883,1744859,1469890,1349686,1163566,1061214,1945215,:,:,1874651,1609181,75301,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,TOT,BE,3945468,4642034,4508855,4323216,4270410,4080145,3760199,3453171,3475706,2923793,2512573,2420532,2189744,1857513,1702731,2616472,:,:,2365896,2061111,78350,:,:,:
PAS,PAS_BRD_DEP,NAT,N_SCHED,BE,7127,16419,32508,39682,43744,43128,63275,55089,47689,59748,48109,1032,2386,3199,3766,564,:,:,526,1,:,:,:,:
PAS,PAS_BRD_DEP,NAT,SCHED,BE,1925,4391,6036,3745,8159,6351,4797,4232,3841,2501,997,304,305,0,21,460,:,:,69,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,TOT,BE,9052,20810,38544,43427,51903,49479,68072,59321,51530,62249,49106,1336,2691,3199,3787,1024,:,:,595,1,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,BE,651812,694100,792611,857263,956306,1190149,1206914,1314073,1470948,1903696,1725904,1806844,1704606,1626685,1548093,1633893,:,:,1497649,1370485,4356,:,:,:
PAS,PAS_BRD_DEP,TOTAL,SCHED,BE,14437375,15012852,13790518,12473108,12150856,11515312,10365860,9580303,9738387,8644893,7994291,7181413,7154730,6024675,5377428,8261200,:,:,7661232,6468605,154978,:,:,:
PAS,PAS_BRD_DEP,TOTAL,TOT,BE,15089187,15706952,14583129,13330371,13107162,12705461,11572774,10894376,11209335,10548589,9720195,8988257,8859336,7651360,6925521,9895093,:,:,9158881,7839090,159334,:,:,:
PAS,PAS_BRD_DEP,INTL,N_SCHED,BG,1468467,1294283,1380188,1389401,1302075,1247595,1244096,1198883,1418485,1520137,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,SCHED,BG,3157087,2490845,2330927,2083007,2035077,2005005,1787821,1669267,1767670,1500424,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,TOT,BG,4625554,3785128,3711115,3472408,3337152,3252600,3031917,2868150,3186155,3020561,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,N_SCHED,BG,908400,786511,822895,842911,884604,864582,822495,848296,1037441,1167602,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,SCHED,BG,2530776,1963437,1797023,1645989,1601536,1608847,1525356,1449027,1526129,1328739,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,TOT,BG,3439176,2749948,2619918,2488900,2486140,2473429,2347851,2297323,2563570,2496341,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,N_SCHED,BG,908338,786292,822406,842426,883785,863656,821319,846626,1037119,1167242,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,SCHED,BG,2530776,1963437,1797023,1645989,1601536,1608847,1525356,1449027,1526129,1328739,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,TOT,BG,3439114,2749729,2619429,2488415,2485321,2472503,2346675,2295653,2563248,2495981,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,N_SCHED,BG,560067,507772,557293,546490,417471,383013,421601,350587,381044,352535,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,SCHED,BG,626311,527408,533904,437018,433541,396158,262465,220240,241541,171685,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,TOT,BG,1186378,1035180,1091197,983508,851012,779171,684066,570827,622585,524220,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,N_SCHED,BG,560129,507991,557782,546975,418290,383939,422777,352257,381366,352895,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,SCHED,BG,626311,527408,533904,437018,433541,396158,262465,220240,241541,171685,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,TOT,BG,1186440,1035399,1091686,983993,851831,780097,685242,572497,622907,524580,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,N_SCHED,BG,2140,1517,1550,1000,8837,6509,11808,6428,8098,3088,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,SCHED,BG,173761,172003,176365,195376,205077,207890,182163,176185,140541,91564,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,TOT,BG,175901,173520,177915,196376,213914,214399,193971,182613,148639,94652,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,BG,1470607,1295800,1381738,1390401,1310912,1254104,1255904,1205311,1426583,1523225,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,SCHED,BG,3330848,2662848,2507292,2278383,2240154,2212895,1969984,1845452,1908211,1591988,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,TOT,BG,4801455,3958648,3889030,3668784,3551066,3466999,3225888,3050763,3334794,3115213,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,N_SCHED,CH,173991,313560,371443,366803,501628,488266,424982,623156,799513,1012892,1113727,1234259,1369857,1315569,1494045,1656928,1764497,1284453,1279478,1436136,1346251,1470737,1323420,1178424
PAS,PAS_BRD_DEP,INTL,SCHED,CH,24733458,23386985,22439560,21505151,20848790,19947347,18095579,17106968,17238576,16006793,14615193,12976456,11656569,11211003,11300084,13048282,13897671,11699146,10754947,10035216,9180886,8633740,8276999,7739636
PAS,PAS_BRD_DEP,INTL,TOT,CH,24907449,23700545,22811003,21871954,21350418,20435613,18520561,17730124,18038089,17019685,15728920,14210715,13026426,12526572,12794129,14705210,15662168,12983599,12034425,11471352,10527137,10104477,9600419,8918060
PAS,PAS_BRD_DEP,NAT,N_SCHED,CH,2609,1830,1649,6073,2574,2008,2132,1638,1187,3893,7985,12041,12699,4426,15757,9007,10271,24563,12880,13171,21333,17683,15997,11334
PAS,PAS_BRD_DEP,NAT,SCHED,CH,732497,655002,603057,591296,626564,658536,662336,624241,677274,667445,697518,728466,738219,841904,955572,1374445,1529194,1378521,1332976,1223562,1255369,1243628,1197426,1207924
PAS,PAS_BRD_DEP,NAT,TOT,CH,735106,656832,604706,597369,629138,660544,664468,625879,678461,671338,705503,740507,750918,846330,971329,1383452,1539465,1403084,1345856,1236733,1276702,1261311,1213423,1219258
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,CH,176600,315390,373092,372876,504202,490274,427114,624794,800700,1016785,1121712,1246300,1382556,1319995,1509802,1665935,1774768,1309016,1292358,1449307,1367584,1488420,1339417,1189758
PAS,PAS_BRD_DEP,TOTAL,SCHED,CH,25465955,24041987,23042617,22096447,21475354,20605883,18757915,17731209,17915850,16674238,15312711,13704922,12394788,12052907,12255656,14422727,15426865,13077667,12087923,11258778,10436255,9877368,9474425,8947560
PAS,PAS_BRD_DEP,TOTAL,TOT,CH,25642555,24357377,23415709,22469323,21979556,21096157,19185029,18356003,18716550,17691023,16434423,14951222,13777344,13372902,13765458,16088662,17201633,14386683,13380281,12708085,11803839,11365788,10813842,10137318
PAS,PAS_BRD_DEP,INTL,N_SCHED,CY,938943,832135,917834,979549,947578,1006962,1046384,766368,49763,54736,94140,34029,75978,222033,:,175596,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,SCHED,CY,3604083,3040448,2797987,2603080,2720107,2599638,2547801,2704894,3693201,3556015,3403833,3464773,3281905,3114186,:,4033729,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,TOT,CY,4543026,3872583,3715821,3582629,3667685,3606600,3594185,3471262,3742964,3610751,3497973,3498802,3357883,3336219,:,4209325,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,N_SCHED,CY,572574,644646,592685,631766,765071,859860,867026,640839,28559,21659,54660,17760,37642,112994,:,81702,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,SCHED,CY,2434114,2071185,1892950,1821217,1949894,1953287,1960514,2185976,3001101,2931206,2833504,2895269,2693696,2525018,:,3375807,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,TOT,CY,3006688,2715831,2485635,2452983,2714965,2813147,2827540,2826815,3029660,2952865,2888164,2913029,2731338,2638012,:,3457509,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,N_SCHED,CY,571909,644591,592525,631733,765017,859829,866701,640694,28530,21586,54522,17741,37635,112981,:,81702,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,SCHED,CY,2434114,2071185,1892907,1821217,1949894,1953287,1960514,2185976,2999945,2930306,2833206,2895167,2693696,2525018,:,3372371,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,TOT,CY,3006023,2715776,2485432,2452950,2714911,2813116,2827215,2826670,3028475,2951892,2887728,2912908,2731331,2637999,:,3454073,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,N_SCHED,CY,366369,187489,325149,347783,182507,147102,179358,125529,21204,33077,39480,16269,38336,109039,:,93894,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,SCHED,CY,1169969,969263,905037,781863,770213,646351,587287,518918,692100,624809,570329,569504,588209,589168,:,657922,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,TOT,CY,1536338,1156752,1230186,1129646,952720,793453,766645,644447,713304,657886,609809,585773,626545,698207,:,751816,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,N_SCHED,CY,367034,187544,325309,347816,182561,147133,179683,125674,21233,33150,39618,16288,38343,109052,:,93894,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,SCHED,CY,1169969,969263,905080,781863,770213,646351,587287,518918,693256,625709,570627,569606,588209,589168,:,661358,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,TOT,CY,1537003,1156807,1230389,1129679,952774,793484,766970,644592,714489,658859,610245,585894,626552,698220,:,755252,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,N_SCHED,CY,3,19,11,122,0,231,5658,4194,1604,442,2352,650,1997,1559,:,1110,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,SCHED,CY,3884,6415,0,0,5,6116,25054,46954,77235,84664,86817,85313,106069,110666,:,96294,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,TOT,CY,3887,6434,11,122,5,6347,30712,51148,78839,85106,89169,85963,108066,112225,:,97404,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,CY,938946,832154,917845,979671,947578,1007193,1052042,770562,51367,55178,96492,34679,77975,223592,:,176706,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,SCHED,CY,3607967,3046863,2797987,2603080,2720112,2605754,2572855,2751848,3770436,3640679,3490650,3550086,3387974,3224852,:,4130023,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,TOT,CY,4546913,3879017,3715832,3582751,3667690,3612947,3624897,3522410,3821803,3695857,3587142,3584765,3465949,3448444,:,4306729,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,N_SCHED,CZ,362575,549186,659156,659536,831741,872025,875685,939176,1095117,1117890,1039268,971069,996631,843140,754108,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,SCHED,CZ,6484909,5841240,5365204,5269683,5015706,5414967,5146080,5127946,5498171,5319870,4939696,4553058,3973804,2986955,2472416,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,TOT,CZ,6847484,6390426,6024360,5929219,5847447,6286992,6021765,6067122,6593288,6437760,5978964,5524127,4970435,3830095,3226524,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,N_SCHED,CZ,179694,185296,246663,265325,401205,409174,392886,454345,551382,588421,574208,550274,582323,551343,507550,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,SCHED,CZ,4772340,4318622,3875209,3752493,3628740,4005321,3849147,3913422,4314488,4208362,3957170,3693854,3245378,2391693,1958353,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,TOT,CZ,4952034,4503918,4121872,4017818,4029945,4414495,4242033,4367767,4865870,4796783,4531378,4244128,3827701,2943036,2465903,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,N_SCHED,CZ,178290,183985,245225,262237,398711,405485,389691,448351,547203,582190,565765,539557,569718,533707,489278,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,SCHED,CZ,4733104,4290444,3849927,3735247,3615542,3987629,3827024,3888766,4281550,4177195,3923912,3672152,3223807,2373483,1943823,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,TOT,CZ,4911394,4474429,4095152,3997484,4014253,4393114,4216715,4337117,4828753,4759385,4489677,4211709,3793525,2907190,2433101,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,N_SCHED,CZ,182881,363890,412493,394211,430536,462851,482799,484831,543735,529469,465060,420795,414308,291797,246558,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,SCHED,CZ,1712569,1522618,1489995,1517190,1386966,1409646,1296933,1214524,1183683,1111508,982526,859204,728426,595262,514063,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,TOT,CZ,1895450,1886508,1902488,1911401,1817502,1872497,1779732,1699355,1727418,1640977,1447586,1279999,1142734,887059,760621,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,N_SCHED,CZ,184285,365201,413931,397299,433030,466540,485994,490825,547914,535700,473503,431512,426913,309433,264830,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,SCHED,CZ,1751805,1550796,1515277,1534436,1400164,1427338,1319056,1239180,1216621,1142675,1015784,880906,749997,613472,528593,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,TOT,CZ,1936090,1915997,1929208,1931735,1833194,1893878,1805050,1730005,1764535,1678375,1489287,1312418,1176910,922905,793423,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,N_SCHED,CZ,27499,41287,54951,43479,80757,64436,80784,89676,95704,67024,67487,64524,20282,35928,33398,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,SCHED,CZ,40124,49914,34871,42600,36392,51285,93493,115429,127736,128042,125110,94786,83257,62653,54720,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,TOT,CZ,67623,91201,89822,86079,117149,115721,174277,205105,223440,195066,192597,159310,103539,98581,88118,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,CZ,390074,590473,714107,703015,912498,936461,956469,1028852,1190821,1184914,1106755,1035593,1016913,879068,787506,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,SCHED,CZ,6525033,5891154,5400075,5312283,5052098,5466252,5239573,5243375,5625907,5447912,5064806,4647844,4057061,3049608,2527136,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,TOT,CZ,6915107,6481627,6114182,6015298,5964596,6402713,6196042,6272227,6816728,6632826,6171561,5683437,5073974,3928676,3314642,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,N_SCHED,DE,2438840,3237705,3368507,3371148,4001271,3902895,4559208,3950638,4231685,4257410,4364066,5009580,5232368,4636102,5877272,6001268,5736113,4930308,4987789,4994109,4306512,4124052,10212126,10373517
PAS,PAS_BRD_DEP,INTL,SCHED,DE,86012580,82190654,78522073,75891670,73978521,72043940,67323237,64123328,66837146,66093481,61915011,57431314,52345523,45635566,41458204,42850486,43956758,41591524,38411554,34570060,32790004,31457983,22640446,19585088
PAS,PAS_BRD_DEP,INTL,TOT,DE,88451420,85428359,81890580,79262818,77979792,75946835,71882445,68073966,71068831,70350891,66279077,62440894,57577891,50271668,47335476,48851754,49692871,46521832,43399343,39564169,37096516,35582035,32852572,29958605
PAS,PAS_BRD_DEP,INTL_IEU,N_SCHED,DE,101584,94948,88557,147019,177200,153561,130936,113885,195184,488792,665994,589498,685180,710921,892082,876486,802403,676422,620224,577470,514035,568401,6918644,6820096
PAS,PAS_BRD_DEP,INTL_IEU,SCHED,DE,55108300,51260028,48834715,46615643,45442086,44883262,42102071,40669760,43136254,42967125,40814512,37778700,34229157,30199374,27399580,28778021,29599699,28428963,25948907,23067953,21713346,20955928,13207783,11023666
PAS,PAS_BRD_DEP,INTL_IEU,TOT,DE,55209884,51354976,48923272,46762662,45619286,45036823,42233007,40783645,43331438,43455917,41480506,38368198,34914337,30910295,28291662,29654507,30402102,29105385,26569131,23645423,22227381,21524329,20126427,17843762
PAS,PAS_BRD_DEP,INTL_IEU27,N_SCHED,DE,98677,91786,88103,132992,166117,141631,106994,91194,160880,439964,588945,493661,566185,596343,789158,795904,740020,653586,593767,562443,506934,554674,6902136,6808603
PAS,PAS_BRD_DEP,INTL_IEU27,SCHED,DE,54281889,50481341,48107734,45900083,44766877,44252524,41515209,40115943,42585219,42464901,40382246,37438770,33987066,29951639,27201500,28584160,29426853,28278883,25817257,22961238,21609829,20886963,13139644,10964760
PAS,PAS_BRD_DEP,INTL_IEU27,TOT,DE,54380566,50573127,48195837,46033075,44932994,44394155,41622203,40207137,42746099,42904865,40971191,37932431,34553251,30547982,27990658,29380064,30166873,28932469,26411024,23523681,22116763,21441637,20041780,17773363
PAS,PAS_BRD_DEP,INTL_XEU,N_SCHED,DE,2337256,3142757,3279950,3224129,3824071,3749334,4428272,3836753,4036501,3768618,3698072,4420082,4547188,3925181,4985190,5124782,4933710,4253886,4367565,4416639,3792477,3555651,3293482,3553421
PAS,PAS_BRD_DEP,INTL_XEU,SCHED,DE,30904280,30930626,29687358,29276027,28536435,27160678,25221166,23453568,23700892,23126356,21100499,19652614,18116366,15436192,14058624,14072465,14357059,13162561,12462647,11502107,11076658,10502055,9432663,8561422
PAS,PAS_BRD_DEP,INTL_XEU,TOT,DE,33241536,34073383,32967308,32500156,32360506,30910012,29649438,27290321,27737393,26894974,24798571,24072696,22663554,19361373,19043814,19197247,19290769,17416447,16830212,15918746,14869135,14057706,12726145,12114843
PAS,PAS_BRD_DEP,INTL_XEU27,N_SCHED,DE,2340163,3145919,3280404,3238156,3835154,3761264,4452214,3859444,4070805,3817446,3775121,4515919,4666183,4039759,5088114,5205364,4996093,4276722,4394022,4431666,3799578,3569378,3309990,3564914
PAS,PAS_BRD_DEP,INTL_XEU27,SCHED,DE,31730691,31709313,30414339,29991587,29211644,27791416,25808028,24007385,24251927,23628580,21532765,19992544,18358457,15683927,14256704,14266326,14529905,13312641,12594297,11608822,11180175,10571020,9500802,8620328
PAS,PAS_BRD_DEP,INTL_XEU27,TOT,DE,34070854,34855232,33694743,33229743,33046798,31552680,30260242,27866829,28322732,27446026,25307886,24508463,23024640,19723686,19344818,19471690,19525998,17589363,16988319,16040488,14979753,14140398,12810792,12185242
PAS,PAS_BRD_DEP,NAT,N_SCHED,DE,39396,39058,48368,50830,55338,57054,71523,68501,93683,76835,98537,104760,96647,82331,79099,76609,104169,111938,92342,894420,119211,165993,:,:
PAS,PAS_BRD_DEP,NAT,SCHED,DE,23882416,23225651,22952026,22820211,23740428,24651197,24700192,24138668,25156221,24686564,23268871,22650367,22342379,22307750,21641474,21117674,22412014,21148582,20263701,15748652,15461239,15595146,:,:
PAS,PAS_BRD_DEP,NAT,TOT,DE,23921812,23264709,23000394,22871041,23795766,24708251,24771715,24207169,25249904,24763399,23367408,22755127,22439026,22390081,21720573,21194283,22516183,21260520,20356043,16643072,15580450,15761139,:,:
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,DE,2478236,3276763,3416875,3421978,4056609,3959949,4630731,4019139,4325368,4334245,4462603,5114340,5329015,4718433,5956371,6077877,5840282,5042246,5080131,5888529,4425723,4290045,10212126,10373517
PAS,PAS_BRD_DEP,TOTAL,SCHED,DE,109894996,105416305,101474099,98711881,97718949,96695137,92023429,88261996,91993367,90780045,85183882,80081681,74687902,67943316,63099678,63968160,66368772,62740106,58675255,50318712,48251243,47053129,22640446,19585088
PAS,PAS_BRD_DEP,TOTAL,TOT,DE,112373232,108693068,104890974,102133859,101775558,100655086,96654160,92281135,96318735,95114290,89646485,85196021,80016917,72661749,69056049,70046037,72209054,67782352,63755386,56207241,52676966,51343174,32852572,29958605
PAS,PAS_BRD_DEP,INTL,N_SCHED,DK,1278111,1261941,1290622,1301307,1316604,1320724,1264628,1218717,1357916,1339882,1264168,1253978,1107669,973568,991056,1115591,:,596574,610162,705014,693483,616235,572347,459941
PAS,PAS_BRD_DEP,INTL,SCHED,DK,14123343,12926397,12343309,11524775,11041645,10454571,9762977,8979544,9879046,9796652,9436335,9096590,8726561,8095027,8199298,7993099,:,4289313,4191811,6289933,5801832,5401362,4751132,4355316
PAS,PAS_BRD_DEP,INTL,TOT,DK,15401454,14188338,13633931,12826082,12358249,11775295,11027605,10198261,11236962,11136534,10700503,10350568,9834230,9068595,9190354,9108690,:,6158167,6015709,6994947,6495315,6017597,5323479,4815257
PAS,PAS_BRD_DEP,INTL,UNK,DK,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1272280,1213736,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,N_SCHED,DK,987641,877330,878288,832428,833812,871980,800272,826076,958776,990095,925997,800509,783874,752645,772847,880684,:,583810,600014,580062,538145,494481,483271,359267
PAS,PAS_BRD_DEP,INTL_IEU,SCHED,DK,10132461,9157720,8618846,8144114,7768471,7421504,6981512,6447839,6979968,6997200,6745701,6494815,6149517,5716252,5762314,5666373,:,3173224,3896543,4441239,4076689,3738176,3215764,2945422
PAS,PAS_BRD_DEP,INTL_IEU,TOT,DK,11120102,10035050,9497134,8976542,8602283,8293484,7781784,7273915,7938744,7987295,7671698,7295324,6933391,6468897,6535161,6547057,:,5029314,5710293,5021301,4614834,4232657,3699035,3304689
PAS,PAS_BRD_DEP,INTL_IEU,UNK,DK,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1272280,1213736,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,N_SCHED,DK,981790,876320,876895,831202,832560,870327,798555,823418,954875,985055,919892,795761,783116,752481,771929,879981,:,583810,600014,579532,538145,493917,482874,358877
PAS,PAS_BRD_DEP,INTL_IEU27,SCHED,DK,10052508,9093920,8546894,8081222,7710996,7381450,6947771,6429225,6964750,6997200,6745701,6492301,6142599,5716252,5762314,5666373,:,3173224,3896543,4423509,4069171,3731163,3208678,2943553
