unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,UK_EGSS_DE_EDDB,London,Berlin,,456246,331998,239678,138552,152385,220872,264359,221275,222294,218179,176004,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_ES_GCRR,Manchester,Lanzarote Island,,452802,398019,388384,320440,290073,320809,313734,299582,361369,365164,423492,404835,412790,414240,416107,376991,368379,337984,361564,302111,281420,286660,289664,223646
PAS,PAS_CRD,UK_EGSS_DE_EDDK,London,Cologne,,451682,389788,168512,141241,158523,171747,175047,195009,196589,185555,193304,133266,131080,154182,,116472,,,,,,,,
PAS,PAS_CRD,UK_EGLC_IE_EIDW,London,Dublin,,448805,450705,230946,169152,161704,170420,192592,160218,154180,152602,138258,125176,135336,153540,167467,172634,241194,178669,195252,204959,150544,156199,131504,
PAS,PAS_CRD,UK_EGKK_BB_TBPB,London,Bridgetown,,447458,433135,410342,387896,371357,428491,425624,455409,459755,477170,446728,419659,456497,439499,435564,482345,464600,392913,303990,249144,214283,197614,180859,147532
PAS,PAS_CRD,UK_EGCC_ES_LEBL,Manchester,Barcelona,,446358,284365,217437,137597,137892,100354,96547,118533,126390,143978,108103,109409,191252,109627,83616,77706,76048,91363,,,,,,
PAS,PAS_CRD,UK_EGKK_IT_LIRN,London,Nápoli,,444051,416099,408573,322933,361568,349542,332402,307622,262573,248283,265160,257204,324425,271569,266811,246635,264905,264202,268507,238007,232243,215758,209572,177593
PAS,PAS_CRD,UK_EGPF_NL_EHAM,Glasgow,Amsterdam,,436675,425448,414422,390137,371346,298722,261084,274546,314795,291282,285712,319445,330133,351047,407145,264208,228059,190561,192638,197852,155532,114018,106522,93957
PAS,PAS_CRD,UK_EGCC_AE_OMAA,Manchester,Abu Dhabi,,436139,431673,394845,324593,289492,229314,177891,154925,157817,141809,84749,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_CZ_LKPR,London,Prague,,433054,433345,414056,412509,402040,337457,402033,431474,425639,418622,433046,454597,501128,449077,406728,426490,437110,456940,451274,412833,368488,294809,257951,205698
PAS,PAS_CRD,UK_EGSS_PL_EPMO,London,Warsaw,,432509,371836,330138,76402,103016,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_AE_OMDB,Glasgow,Dubai,,428098,429602,424561,402047,314692,275016,267359,244486,240677,231044,192932,167578,98578,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_BR_SBGR,London,São Paulo,,422422,462481,435757,411859,413291,370968,310042,283654,246857,240461,194604,222801,185137,170089,129106,99720,,,,,88728,,,
PAS,PAS_CRD,UK_EGKK_MX_MMUN,London,Cancún,,410685,400189,388195,368444,299836,228330,158782,142124,172517,156092,149522,142815,162950,142851,146234,191357,189155,131643,90740,,,,,
PAS,PAS_CRD,UK_EGGD_NL_EHAM,Bristol,Amsterdam,,409364,384404,349779,320617,309989,289118,223629,230205,244126,282058,270943,264801,302796,161067,155753,130191,125934,101801,91463,75969,64719,62858,55025,49310
PAS,PAS_CRD,UK_EGLL_PL_EPWA,London,Warsaw,,408657,417107,407667,377347,374256,423520,368024,336688,248919,395993,388035,397904,453329,403176,388807,338511,391214,400823,336838,293780,282621,237938,175287,159407
PAS,PAS_CRD,UK_EGKK_IS_BIKF,London,Reykjavík,,404316,312650,238366,188650,89277,113413,81187,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_PL_EPWA,London,Warsaw,,400973,356487,321699,281740,199323,320275,296389,325169,394232,375563,354166,298503,78498,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPD_UK_EG40,Edinburgh,UK_EG40,,400585,510962,564930,507365,512839,498326,458783,474856,519029,519389,489767,430297,381518,367689,412826,426735,,368515,463387,,,,,
PAS,PAS_CRD,UK_EGBB_FR_LFPG,Birmingham,Paris,,399455,403072,386276,366192,361184,323116,314193,316323,339833,347955,375474,385737,391941,406668,450894,423373,377837,375257,359775,341573,336173,279046,247822,222933
PAS,PAS_CRD,UK_EGGD_IE_EIDW,Bristol,Dublin,,399322,377351,331088,290334,301634,323344,268311,287166,314386,350756,362928,288467,253772,245092,225527,242380,230906,210379,193608,170157,98893,83817,58045,53577
PAS,PAS_CRD,UK_EGSS_ES_LEMG,London,Málaga,,398624,356908,342359,326204,345057,376001,377961,315119,254607,266383,261871,289172,298516,320686,309078,262214,227268,163532,,63081,61499,53013,43152,50160
PAS,PAS_CRD,UK_EGKK_CY_LCPH,London,Paphos,,395219,357575,341430,346110,372061,375577,367170,433542,492701,444251,416542,404635,392468,340991,346641,347891,302619,253688,200526,151928,122668,123705,84476,
PAS,PAS_CRD,UK_EGBB_ES_GCTS,Birmingham,Tenerife Island,,394776,278025,276825,275796,313741,316357,275466,247780,273357,275147,297237,336858,319520,323053,312345,315559,271634,262513,242514,221295,191797,186685,202144,139397
PAS,PAS_CRD,UK_EGLL_NG_DNMM,London,Lagos,,393612,448473,492255,495963,491119,475804,453474,495048,443516,391804,365806,396992,368544,349271,333326,87721,131572,,,,,,,
PAS,PAS_CRD,UK_EGNX_ES_LEAL,Nottingham,Alicante,,390671,379467,394929,362551,299821,270275,210149,268753,315295,263709,264776,271879,307544,312701,243141,157939,118401,109949,123410,120389,99298,104491,70643,48243
PAS,PAS_CRD,UK_EGLL_IE_EICK,London,Cork,,390581,384657,397867,392465,384457,396661,394896,489987,516368,471813,425232,433999,439781,430675,424030,396745,390409,368143,333053,329055,323008,314713,309517,310161
PAS,PAS_CRD,UK_EGKK_CA_CYYZ,London,Toronto,,388137,197014,185017,200518,257916,260236,186957,139142,222093,264519,252328,272889,241683,131607,148943,262164,282466,243833,172963,205911,147694,138651,172993,253661
PAS,PAS_CRD,UK_EGCC_DE_EDDF,Manchester,Frankfurt,,386522,390518,375236,335776,317742,325363,330184,330564,343929,343751,354888,364845,347873,345602,326508,338659,304843,301696,276400,279058,251297,202011,168087,153114
PAS,PAS_CRD,UK_EGLC_CH_LSZH,London,Zurich,,385291,396361,391710,394984,391889,407414,402549,372811,468915,384424,239327,182198,144646,128744,154342,153169,143386,118584,96176,77018,56004,40155,29560,14818
PAS,PAS_CRD,UK_EGBB_ES_LEMG,Birmingham,Málaga,,383865,296101,243023,252163,306660,295065,280746,304197,277607,288127,309725,380236,289959,334662,198288,185823,189169,179575,175740,154444,154261,151361,137640,102139
PAS,PAS_CRD,UK_EGGD_UK_EGPH,Bristol,Edinburgh,,382419,351977,322760,305159,295569,286634,227162,234987,249733,260356,318337,329677,325869,326584,298416,160618,110930,99061,97989,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGGD,Edinburgh,Bristol,,381786,352658,322759,305886,294016,285405,225891,233883,248000,258880,317202,328266,321672,323103,290421,156801,96134,97138,97995,,,,,
PAS,PAS_CRD,UK_EGSS_PT_LPPT,London,Lisbon,,379420,369514,260451,,,,,,,,,,,,,,123780,110532,,,,,,
PAS,PAS_CRD,UK_EGSS_ES_LEPA,London,Palma De Mallorca,,371741,320455,296089,280370,293064,319370,288972,304804,302199,322551,258882,258543,273286,254062,228469,215250,213234,154456,144716,142359,124004,128278,119811,111440
PAS,PAS_CRD,UK_EGGW_IL_LLBG,London,Tel Aviv,,370239,313137,290853,255626,174013,209768,202568,96705,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_US_KSEA,London,Seattle,,370113,349759,328307,203076,201755,189419,170681,226275,308977,248670,239826,193092,187532,187119,177027,209719,226458,274452,250549,214195,214127,204364,202541,196296
PAS,PAS_CRD,UK_EGSS_HU_LHBP,London,Budapest,,369838,368605,293156,301280,211228,,,,,,,109321,128880,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_ES_LEBL,London,Barcelona,,367356,181534,181482,193042,192109,202605,187805,164994,242483,265253,259872,265493,276847,304431,328303,344768,315757,324326,241145,170303,78016,,,
PAS,PAS_CRD,UK_EGLL_RU_UUEE,London,Moscow,,366209,293876,294585,311755,243159,245132,225567,187470,210151,231752,236007,237439,236148,299240,361449,327194,291048,212723,257148,271303,274970,293584,306463,290467
PAS,PAS_CRD,UK_EGBB_ES_LEAL,Birmingham,Alicante,,365057,301607,302005,294543,312356,290034,293612,313951,252034,260441,272628,332937,313243,322791,201705,181101,176808,160740,134624,126657,116678,103333,103949,64875
PAS,PAS_CRD,UK_EGAA_UK_EGSS,Belfast,London,,364912,324623,307165,298356,311175,356498,305424,296601,314917,375587,375316,391951,388995,403417,390653,252555,,,131460,,,,,
PAS,PAS_CRD,UK_EGSS_UK_EGAA,London,Belfast,,363946,323659,306883,296923,311585,356408,300995,292826,312876,372627,373931,391027,388578,402215,391480,253157,,,130675,,,,,
PAS,PAS_CRD,UK_EGNT_NL_EHAM,Newcastle,Amsterdam,,363628,380170,366540,356207,285739,258668,244140,252519,290010,334459,341779,260736,260883,271700,293317,256860,236721,207559,195785,183106,148841,115450,112235,97088
PAS,PAS_CRD,UK_EGBB_ES_LEPA,Birmingham,Palma De Mallorca,,356273,254984,265025,258651,285272,242520,234082,305978,358535,359863,315648,396358,390013,412634,336482,349548,339401,342901,314578,309689,265140,275005,285493,237779
PAS,PAS_CRD,UK_EGKK_NO_ENGM,London,Oslo,,352683,364405,337905,326895,273477,258933,249827,179418,,,,,,,,90870,88201,99463,,,,,,
PAS,PAS_CRD,UK_EGSS_PL_EPKK,London,Kraków,,352119,307139,258988,247351,247302,237955,224599,222625,203552,245395,302663,106383,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_CZ_LKPR,London,Prague,,352040,333672,203066,117989,116567,113018,117126,178563,190424,234709,291080,283555,349160,349674,256487,232292,169545,,,,,,,
PAS,PAS_CRD,UK_EGLL_EG_HECA,London,Cairo,,351703,337505,358233,356365,450452,446010,509424,483903,444302,323867,299332,310649,315479,292436,282675,300490,332293,307621,262105,307821,289150,248828,224950,216095
PAS,PAS_CRD,UK_EGGW_IE_EIDW,London,Dublin,,349960,337471,326082,304411,297593,322008,269036,345855,364304,358215,361794,404057,391669,380020,367783,356464,297555,285402,299713,238737,200246,162381,146256,131897
PAS,PAS_CRD,UK_EGKK_MT_LMML,London,Luqa,,347164,341116,334341,268999,258472,283707,291561,328948,370287,328720,349127,385230,364498,359472,337455,328267,323490,311784,314258,322833,266168,252492,276592,284793
PAS,PAS_CRD,UK_EGKK_CZ_LKPR,London,Prague,,343626,243500,192467,180761,186359,180826,164343,183040,215244,249066,268793,322641,219270,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_DE_EDDM,Manchester,München,,342496,324554,324613,313918,304253,304677,286288,168545,174480,171358,167061,142916,135597,147492,121150,111679,102709,90936,92780,77355,88695,75757,,79836
PAS,PAS_CRD,UK_EGGD_ES_LEPA,Bristol,Palma De Mallorca,,340566,288722,273371,243514,257067,254666,234840,177433,207158,213362,205967,206488,209171,209347,210767,191772,142163,151098,139553,120816,109746,107903,106933,80953
PAS,PAS_CRD,UK_EGNT_ES_LEAL,Newcastle,Alicante,,340357,234633,232872,253499,233945,211508,179937,219476,226388,254071,212135,210830,250771,240482,146653,153475,141447,127232,118036,94077,87028,82691,75389,56589
PAS,PAS_CRD,UK_EGNX_ES_LEPA,Nottingham,Palma De Mallorca,,340111,326998,345174,336071,295543,279094,217427,259135,288427,232106,235091,249985,268693,280034,295115,252388,243570,233240,230343,219708,186406,191336,183605,119522
PAS,PAS_CRD,UK_EGSS_IT_LIRP,London,Pisa,,339477,333111,342953,302116,279491,282377,265266,260966,283441,303744,296517,314799,316733,318916,316028,279619,219501,166486,78597,,,,,
PAS,PAS_CRD,UK_EGSS_IE_EICK,London,Cork,,339382,320258,256672,238458,231579,220577,205291,275713,297494,307734,290569,438433,337172,371701,378544,293500,236746,254268,253742,236777,211157,140153,99323,84639
PAS,PAS_CRD,UK_EGKK_ES_LEVC,London,Valencia,,339366,239090,211330,194425,193971,169523,145753,129347,115499,98838,104749,143308,85591,109925,85460,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIPH,London,Treviso,,338451,266219,217417,206887,213664,102630,213253,261554,300034,305489,318733,319004,329924,365644,329104,268800,182597,129087,80016,,,,,
PAS,PAS_CRD,UK_EGGD_ES_LEMG,Bristol,Málaga,,337392,299652,280548,274665,273153,262006,254966,184740,202182,210213,221607,230488,226855,221066,163831,109254,65090,62147,65143,48630,52575,57359,54037,38496
PAS,PAS_CRD,UK_EGCC_QA_OTHH,Manchester,QA_OTHH,,336461,293357,175470,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_DK_EKCH,Manchester,København,,334894,297056,294932,258233,234052,216007,211738,164479,185722,187421,200786,227318,213923,176949,207427,194370,181223,156359,158262,141027,139021,140289,133677,120512
PAS,PAS_CRD,UK_EGKK_US_KJFK,London,New York,,330875,148126,,,,,,105814,114626,226524,,,,,,78565,110475,131566,135079,130682,138410,133858,128904,118842
PAS,PAS_CRD,UK_EGKK_FR_LFPG,London,Paris,,329847,206338,145026,,,,,,,,,,211273,289334,278064,281754,312083,322852,314044,305433,314173,352742,469284,498023
PAS,PAS_CRD,UK_EGLL_HU_LHBP,London,Budapest,,329022,291955,279174,275623,265925,245358,246735,270196,255524,238026,347136,354373,334894,336137,329780,346056,374281,369035,339461,322638,308699,270353,240322,200951
PAS,PAS_CRD,UK_EGSS_NL_EHAM,London,Amsterdam,,326660,301088,279641,275144,293424,338513,278733,258704,265060,257847,259090,270317,284112,166957,315701,369967,409032,378969,372897,322505,234207,182368,168212,154254
PAS,PAS_CRD,UK_EGLL_ZA_FACT,London,Cape Town,,324307,417649,422296,390236,452462,492521,492079,543672,571125,598602,555785,543863,565218,496690,460016,476447,447283,365568,282069,223592,197351,141441,105230,95497
PAS,PAS_CRD,UK_EGKK_ES_GCLP,London,Gran Canaria,,323829,283711,267017,222356,181805,202069,217382,230484,299853,313824,297930,315008,335309,370152,361433,358089,371460,385567,382882,293325,260933,275709,306450,283575
PAS,PAS_CRD,UK_EGKK_ES_LEIB,London,Ibiza,,322802,298099,266894,249633,222707,213099,225215,187929,255154,221606,208542,196971,229861,205208,243430,283602,316524,315098,317379,289095,279581,312872,312671,242880
PAS,PAS_CRD,UK_EGKK_EL_LGIR,London,EL_LGIR,,322570,286701,233122,235114,236631,227352,237358,261566,283306,272617,250674,237723,215508,234595,245013,268089,230533,202326,182033,156615,154827,172102,191267,172277
PAS,PAS_CRD,UK_EGCC_US_KJFK,Manchester,New York,,321887,232789,113163,114190,114114,134935,122503,105789,194765,198608,205198,134418,133028,126215,124840,113898,232983,221293,220338,186463,120819,168023,198532,199380
PAS,PAS_CRD,UK_EGKK_PT_LPPT,London,Lisbon,,320686,302884,277543,188731,181927,176511,146518,140503,169157,188261,237303,199852,192470,130613,167230,132406,141109,96331,107194,95729,,,,
PAS,PAS_CRD,UK_EGLL_DE_EDDS,London,Stuttgart,,315768,333656,343252,345508,302732,257145,266770,252203,247903,270863,252983,249733,282885,311158,311479,324525,376421,367733,352532,292772,318092,283915,266210,258432
PAS,PAS_CRD,UK_EGGW_PL_EPKT,London,Katowice,,314288,299579,218967,204090,208125,212871,201810,196421,202729,194837,196202,173259,79682,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_ES_LEAL,Bristol,Alicante,,313599,271540,271457,254295,243686,279302,259783,210057,194146,203927,206053,201685,238284,240755,225727,134793,69831,63737,60863,43791,48532,48557,36502,23423
PAS,PAS_CRD,UK_EGKK_FR_LFBD,London,Bordeaux/Mérignac,,313245,292908,282294,241959,251119,229454,188180,123999,118764,120797,133160,136316,165083,155064,101761,105141,136172,149229,147806,128536,131232,131278,99284,127185
PAS,PAS_CRD,UK_EGLL_US_KLAS,London,Las Vegas,,312708,231104,228236,223851,222628,209465,177904,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAA_UK_EGGW,Belfast,London,,312078,298204,243160,238121,232311,146790,,249812,265295,364467,370194,386742,407499,411457,412782,383558,322261,266262,49657,,,,,
PAS,PAS_CRD,UK_EGKK_UK_EGJB,London,Saint Peter Port,,311513,317723,314374,345692,344773,356396,335827,341687,338682,342789,352698,347869,333694,326893,314017,307659,315537,304408,263560,,,,,
PAS,PAS_CRD,UK_EGNM_ES_LEAL,Leeds,Alicante,,311351,271222,214408,231361,203511,221801,187352,188356,180022,180441,181950,189423,147134,113259,65483,79109,70978,61982,61841,51219,50291,40184,28799,22134
PAS,PAS_CRD,UK_EGLL_CA_CYUL,London,Montréal,,311076,317390,342437,316641,307636,329133,301193,307654,321425,351613,376512,368282,360190,286555,299539,297192,307114,295656,262753,,,,,
PAS,PAS_CRD,UK_EGBB_DE_EDDF,Birmingham,Frankfurt,,310977,314738,302947,280160,268034,275529,254378,231055,257795,275491,283691,262037,258692,263143,246699,228847,234918,216972,205748,185031,172629,172273,157434,140701
PAS,PAS_CRD,UK_EGLL_KE_HKJK,London,Nairobi,,310425,290451,333498,327761,413751,493758,469023,472768,440876,498255,447379,465827,420283,283980,,,,114700,110865,,,,,
PAS,PAS_CRD,UK_EGGW_UK_EGAA,London,Belfast,,310306,295312,240899,235741,230021,144493,,247039,264017,360308,366395,382028,402425,404918,407997,377795,318661,262235,49436,,,,,
PAS,PAS_CRD,UK_EGNX_ES_LEMG,Nottingham,Málaga,,309012,275330,328808,309795,263247,202355,228500,307899,266356,242654,243351,236819,264568,285692,239723,114707,111337,101906,97295,81123,83185,71122,38034,37172
PAS,PAS_CRD,UK_EGPH_FR_LFPG,Edinburgh,Paris,,308612,300611,302859,279408,286477,274000,269077,279322,278797,240197,175627,166680,174237,167894,162292,152771,192804,166925,98276,103618,102462,93755,95986,86948
PAS,PAS_CRD,UK_EGBB_ES_LEBL,Birmingham,Barcelona,,308386,197491,140720,121882,,,,,,,,,135232,119651,,,,,,50989,51001,41868,,33613
PAS,PAS_CRD,UK_EGLL_CY_LCLK,London,Larnarca,,306994,279038,230807,330014,413787,445403,434224,459345,488224,498301,506488,580522,514094,468810,418774,422892,440193,413083,380395,375963,337575,312732,331700,316391
PAS,PAS_CRD,UK_EGLL_IS_BIKF,London,Reykjavík,,305932,240313,214421,212161,225198,207192,195381,201471,200062,209604,209916,220242,202011,187671,180860,170924,174401,146736,132286,120663,98353,81170,76142,
PAS,PAS_CRD,UK_EGGW_ES_LEMG,London,Málaga,,303952,254661,254129,227773,228404,264098,246694,309542,422842,424384,414985,412360,422544,411589,432803,438342,376853,192076,150710,130708,116265,107840,96595,79169
PAS,PAS_CRD,UK_EGKK_MA_GMMX,London,Marrakech,,303780,307440,366000,316573,260318,242622,216341,196999,197431,228727,175810,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_ES_GCTS,Nottingham,Tenerife Island,,302763,285661,282464,229150,205974,195024,151638,138316,169197,158518,134516,121183,140500,150228,146349,142243,148185,146462,151059,130210,108520,109336,117176,83866
PAS,PAS_CRD,UK_EGSS_PT_LPPR,London,Porto,,302148,265238,253033,225016,212791,205454,195166,237010,228980,209541,217646,215218,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_PT_LPMA,London,Funchal,,301942,229234,213184,199336,147202,167157,156402,145981,193692,209754,195439,188838,172395,165627,,,,137786,135102,,,,,
PAS,PAS_CRD,UK_EGLL_US_KCLT,London,Charlotte,,301682,292938,191089,133913,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_CY_LCPH,Manchester,Paphos,,300075,267285,289286,289389,283937,292857,250356,272235,351815,372621,366045,326855,287644,285178,279380,289304,277898,229729,216788,145456,138415,180547,185844,190513
PAS,PAS_CRD,UK_EGGD_UK_EGPF,Bristol,Glasgow,,297956,267162,245159,257307,239568,222230,201098,211927,220259,242752,279654,299191,308722,292867,265940,143571,104620,99842,98785,,,,,
PAS,PAS_CRD,UK_EGGW_LT_EYVI,London,Vilnius,,297840,230176,190054,180511,129882,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_UK_EGGD,Glasgow,Bristol,,297813,267696,245396,257538,238919,221840,199753,211250,218845,241269,275102,296004,301570,290124,261687,132038,90081,88560,95488,,,,,
PAS,PAS_CRD,UK_EGCC_ES_GCLP,Manchester,Gran Canaria,,295009,205782,223456,176354,178299,171392,166026,176874,242052,260318,301833,290655,326433,328084,344174,398378,374100,418303,371224,327305,270158,311441,334178,285703
PAS,PAS_CRD,UK_EGNM_IE_EIDW,Leeds,Dublin,,293916,283510,198847,187021,184494,175436,175015,186342,231636,250600,252873,206527,221098,232519,215731,161934,218654,208937,187160,178155,126830,72631,56505,44400
PAS,PAS_CRD,UK_EGKK_IT_LIML,London,Milan,,291855,146788,107912,127676,181239,138152,95816,96538,99996,93241,94979,96208,93219,,,,,,,89636,81994,,,
PAS,PAS_CRD,UK_EGCC_ES_LEIB,Manchester,Ibiza,,291686,242801,228898,239462,238355,203425,182606,179950,205120,228431,202669,185026,234441,241263,283575,325922,320187,347612,355203,311842,283912,334595,331564,252933
PAS,PAS_CRD,UK_EGGD_PT_LPFR,Bristol,Faro,,291226,272512,269899,236209,219538,212889,170512,129254,146672,160251,148770,143330,147707,152342,148022,93374,55506,56021,57923,48410,46613,58330,62931,53023
PAS,PAS_CRD,UK_EGLL_AU_YSSY,London,Sydney,,290552,304131,346121,513231,547707,697864,695500,741333,831558,824108,796929,822629,584313,460889,,,,432701,424985,,,,,
PAS,PAS_CRD,UK_EGKK_TR_LTBS,London,Dalaman,,289405,452415,465373,456629,442588,469635,531874,575445,509962,411961,362920,390187,339108,282098,276044,225984,179720,198867,286123,317959,293939,282790,212896,168733
PAS,PAS_CRD,UK_EGLL_CA_CYYC,London,Calgary,,287730,304623,280605,261996,277290,271512,281012,306949,339844,325625,237927,231758,226231,213745,207178,197999,245948,247245,223573,203223,118576,83494,,
PAS,PAS_CRD,UK_EGKK_US_KLAS,London,Las Vegas,,284941,309622,317843,325317,268097,273463,274474,282334,289038,290214,262546,191970,152046,102216,87753,111254,,,,,,,,
