unit,tra_meas,to,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,codes
PAS,PAS_CRD,Minsk,415582,314273,330591,386213,322273,245452,207020,107719,,78089,77952,,,,,,19984,,,19259,,,92590,84772,,"[""AT_LOWW_BY_UMMS"" ""BG_LBBG_BY_UMMS"" ""BG_LBWN_BY_UMMS"" ""DE_EDDF_BY_UMMM"" ""DE_EDDF_BY_UMMS"" ""IT_LIPN_BY_UMMM"" ""IT_LIPO_BY_UMMM"" ""ME_LYTV_BY_UMMS"" ""PL_EPWA_BY_UMMS""]"
PAS,PAS_CRD,Djerba,410984,321189,416832,885305,846214,967051,805263,1299107,1408369,1486378,1451786,1309125,1359309,1069707,820318,812435,948080,947304,937016,905531,563138,491621,359564,452795,345531,"[""BE_EBBR_TN_DTTJ"" ""BE_EBLG_TN_DTTJ"" ""CH_LSZM_TN_DTTJ"" ""DE_EDDB_TN_DTTJ"" ""DE_EDDF_TN_DTTJ"" ""DE_EDDL_TN_DTTJ"" ""DE_EDDN_TN_DTTJ"" ""DE_EDDP_TN_DTTJ"" ""DE_EDVV_TN_DTTJ"" ""FR_LF90_TN_DTTJ"" ""FR_LFJL_TN_DTTJ"" ""FR_LFLL_TN_DTTJ"" ""FR_LFML_TN_DTTJ"" ""FR_LFPG_TN_DTTJ"" ""FR_LFPO_TN_DTTJ"" ""FR_LFQQ_TN_DTTJ"" ""FR_LFRG_TN_DTTJ"" ""FR_LFRS_TN_DTTJ"" ""FR_LFSB_TN_DTTJ"" ""FR_LFST_TN_DTTJ"" ""IT_LIMC_TN_DTTJ"" ""IT_LIME_TN_DTTJ"" ""IT_LIPE_TN_DTTJ"" ""IT_LIPN_TN_DTTJ"" ""IT_LIPX_TN_DTTJ"" ""LU_ELLX_TN_DTTJ"" ""SI_LJLJ_TN_DTTJ""]"
PAS,PAS_CRD,EG_HE99,402628,177593,227047,234071,186921,261339,289375,428658,635885,833065,555272,336710,434179,405297,182861,124558,,,,,,,,,,"[""CZ_LKMT_EG_HE99"" ""CZ_LKPR_EG_HE99"" ""CZ_LKTB_EG_HE99"" ""IT_LIPE_EG_HE99"" ""IT_LIPX_EG_HE99"" ""IT_LIPY_EG_HE99"" ""SK_LZ99_EG_HE99""]"
PAS,PAS_CRD,Santo Domingo,397685,480967,446290,241938,244256,350143,353616,429039,325366,321069,539520,501925,385934,371190,390127,387965,360923,390135,249582,359176,293391,221129,32715,154801,178836,"[""ES_LEMD_DO_MDSD"" ""FR_LF90_DO_MDSD"" ""FR_LFPG_DO_MDSD"" ""FR_TFFR_DO_MDSD"" ""IT_LIMC_DO_MDHE"" ""IT_LIMC_DO_MDSD""]"
PAS,PAS_CRD,Islamabad,391746,414971,248924,315212,372645,367840,413488,413240,421831,516726,468280,439293,405085,296742,229366,198993,154505,145639,175061,131632,128011,125650,117857,110870,104517,"[""UK_EGBB_PK_OPRN"" ""UK_EGCC_PK_OPRN"" ""UK_EGLL_PK_OPRN"" ""UK_EGNM_PK_OPRN""]"
PAS,PAS_CRD,San Jose,390825,297459,219448,208171,188253,199376,192588,194487,178354,206044,173436,147422,121104,82558,83120,,,,,,,,27011,43404,,"[""DE_EDDF_US_KSJC"" ""ES_LEBL_CR_MRPV"" ""ES_LEMD_CR_MROC"" ""NL_EHAM_CR_MROC"" ""UK_EGLL_US_KSJC""]"
PAS,PAS_CRD,Salt Lake City,380713,252600,128812,127877,124644,118962,117221,112908,95357,,,,,,,,,,,,,,,,,"[""FR_LFPG_US_KSLC"" ""NL_EHAM_US_KSLC"" ""UK_EGLL_US_KSLC""]"
PAS,PAS_CRD,Abidjan,379792,289423,248368,294300,210372,186417,119901,165005,168008,153248,133143,119310,104939,138449,146521,198145,193219,208067,234679,211031,202791,220717,143779,124068,128452,"[""BE_EBBR_CI_DIAP"" ""FR_LF90_CI_DIAP"" ""FR_LFBD_CI_DIAP"" ""FR_LFPG_CI_DIAP"" ""FR_LFPO_CI_DIAP""]"
PAS,PAS_CRD,ZZ_ZZZZ,375202,173890,389571,205228,224449,365146,357866,482826,457355,393737,241252,689189,183676,62433,150937,20159,,583094,,,17958736,17220330,,284446,,"[""BE_EBBR_ZZ_ZZZZ"" ""BE_EBLG_ZZ_ZZZZ"" ""CZ_LKPR_ZZ_ZZZZ"" ""DK_EKBI_ZZ_ZZZZ"" ""EL_LGAT_ZZ_ZZZZ"" ""EL_LGIR_ZZ_ZZZZ"" ""EL_LGKF_ZZ_ZZZZ"" ""EL_LGKO_ZZ_ZZZZ"" ""EL_LGKR_ZZ_ZZZZ"" ""EL_LGKV_ZZ_ZZZZ"" ""EL_LGPZ_ZZ_ZZZZ"" ""EL_LGRP_ZZ_ZZZZ"" ""EL_LGSA_ZZ_ZZZZ"" ""EL_LGSK_ZZ_ZZZZ"" ""EL_LGSM_ZZ_ZZZZ"" ""EL_LGSR_ZZ_ZZZZ"" ""EL_LGTS_ZZ_ZZZZ"" ""EL_LGZA_ZZ_ZZZZ"" ""ES_LEGE_ZZ_ZZZZ"" ""ES_LEZG_ZZ_ZZZZ"" ""IE_EICK_ZZ_ZZZZ"" ""IE_EIKN_ZZ_ZZZZ"" ""IT_LICC_ZZ_ZZZZ"" ""IT_LICR_ZZ_ZZZZ"" ""IT_LICT_ZZ_ZZZZ"" ""IT_LIEA_ZZ_ZZZZ"" ""IT_LIMC_ZZ_ZZZZ"" ""IT_LIPE_ZZ_ZZZZ"" ""IT_LIPH_ZZ_ZZZZ"" ""IT_LIPZ_ZZ_ZZZZ"" ""IT_LIRA_ZZ_ZZZZ"" ""LT_EYVI_ZZ_ZZZZ"" ""PL_EPGD_ZZ_ZZZZ"" ""PL_EPKK_ZZ_ZZZZ"" ""RO_LRCL_ZZ_ZZZZ"" ""RO_LROP_ZZ_ZZZZ"" ""RO_LRTM_ZZ_ZZZZ"" ""RO_LRTR_ZZ_ZZZZ"" ""UK_EGNH_ZZ_ZZZZ"" ""UK_EGNJ_ZZ_ZZZZ"" ""UK_EGPD_ZZ_ZZZZ"" ""UK_EGPM_ZZ_ZZZZ"" ""UK_EGSH_ZZ_ZZZZ""]"
PAS,PAS_CRD,Oujda,350939,311630,267604,264502,266477,190523,204723,213399,189423,188103,165538,98290,,,,,,,,,,,,,,"[""BE_EBCI_MA_GMFO"" ""DE_EDLV_MA_GMFO"" ""FR_LFPG_MA_GMFO"" ""FR_LFPO_MA_GMFO""]"
PAS,PAS_CRD,Monastir,317068,140539,132643,313232,323293,464878,296823,1350749,1832822,2166095,2125110,2005715,1951202,1785943,1176131,1404024,2195624,2417599,2235032,1725077,1791402,1586141,1607703,1840104,1712009,"[""AT_LOWS_TN_DTMB"" ""BE_EBBR_TN_DTMB"" ""BE_EBLG_TN_DTMB"" ""CH_LSZM_TN_DTMB"" ""DE_EDDB_TN_DTMB"" ""DE_EDDC_TN_DTMB"" ""DE_EDDE_TN_DTMB"" ""DE_EDDF_TN_DTMB"" ""DE_EDDG_TN_DTMB"" ""DE_EDDH_TN_DTMB"" ""DE_EDDK_TN_DTMB"" ""DE_EDDL_TN_DTMB"" ""DE_EDDM_TN_DTMB"" ""DE_EDDN_TN_DTMB"" ""DE_EDDP_TN_DTMB"" ""DE_EDDR_TN_DTMB"" ""DE_EDDS_TN_DTMB"" ""DE_EDDV_TN_DTMB"" ""DE_EDDW_TN_DTMB"" ""DE_EDLP_TN_DTMB"" ""DE_EDVV_TN_DTMB"" ""DK_EKBI_TN_DTMB"" ""ES_LEBB_TN_DTMB"" ""FR_LF90_TN_DTMB"" ""FR_LFBD_TN_DTMB"" ""FR_LFBO_TN_DTMB"" ""FR_LFJL_TN_DTMB"" ""FR_LFLL_TN_DTMB"" ""FR_LFPG_TN_DTMB"" ""FR_LFPO_TN_DTMB"" ""FR_LFQQ_TN_DTMB"" ""FR_LFRG_TN_DTMB"" ""FR_LFRS_TN_DTMB"" ""FR_LFSB_TN_DTMB"" ""HU_LHBP_TN_DTMB"" ""IT_LIMC_TN_DTMB"" ""IT_LIPE_TN_DTMB"" ""IT_LIPN_TN_DTMB"" ""IT_LIPX_TN_DTMB"" ""IT_LIRA_TN_DTMB"" ""LT_EYKA_TN_DTMB"" ""LT_EYVI_TN_DTMB"" ""LU_ELLX_TN_DTMB"" ""NL_EHAM_TN_DTMB"" ""PL_EPKT_TN_DTMB"" ""PL_EPPO_TN_DTMB"" ""PL_EPWA_TN_DTMB"" ""PL_EPWR_TN_DTMB"" ""RO_LRBS_TN_DTMB"" ""SK_LZIB_TN_DTMB"" ""UK_EGBB_TN_DTMB"" ""UK_EGCC_TN_DTMB"" ""UK_EGFF_TN_DTMB"" ""UK_EGGD_TN_DTMB"" ""UK_EGGW_TN_DTMB"" ""UK_EGKK_TN_DTMB"" ""UK_EGNX_TN_DTMB"" ""UK_EGPF_TN_DTMB""]"
PAS,PAS_CRD,Hanoi,306550,295692,304577,304073,306997,299802,256927,241571,202501,203700,205389,118866,114914,111583,91814,111972,,,,,,,,,,"[""DE_EDDF_VN_VVNB"" ""FR_LFPG_VN_VVNB""]"
PAS,PAS_CRD,Sarajevo,303731,267866,253035,173680,52348,60062,60635,57478,76887,85921,23708,21899,23681,26066,,,,,,,,,,,,"[""AT_LOWW_BA_LQSA"" ""DE_EDDM_BA_LQSA"" ""HR_LDZA_BA_LQSA"" ""SI_LJLJ_BA_LQSA""]"
PAS,PAS_CRD,Tuzla,299127,186759,118020,118948,22399,,,,,,,,,,,,,,,,,,,,,"[""DE_EDFH_BA_LQTZ"" ""DE_EDJA_BA_LQTZ"" ""DE_EDLW_BA_LQTZ"" ""DE_EDNY_BA_LQTZ"" ""FR_LFSB_BA_LQTZ"" ""SE_ESGP_BA_LQTZ"" ""SE_ESKN_BA_LQTZ"" ""SE_ESMS_BA_LQTZ"" ""SE_ESMX_BA_LQTZ""]"
PAS,PAS_CRD,Chennai,297271,293497,293104,303583,284825,372716,382539,369942,359709,510146,427411,371444,310532,221796,179876,107210,103079,178311,103325,75030,,,,,,"[""BE_EBBR_IN_VOMM"" ""DE_EDDF_IN_VOMM"" ""FR_LFPG_IN_VOMM"" ""UK_EGLL_IN_VOMM""]"
PAS,PAS_CRD,Montego Bay,296808,216862,287630,175576,165610,148085,183415,187468,162950,265779,230504,111420,,,77199,,145196,163291,146728,129401,159011,157678,141366,147640,97139,"[""IT_LIMC_JM_MKJS"" ""UK_EGCC_JM_MKJS"" ""UK_EGKK_JM_MKJS""]"
PAS,PAS_CRD,Guayaquil,282868,283024,271101,269257,365184,274175,232107,204175,287298,301733,327865,239522,230052,147058,,,,,,,107702,,,,,"[""ES_LEMD_EC_SEGU"" ""NL_EHAM_EC_SEGU""]"
PAS,PAS_CRD,Douala,281476,262569,286857,128674,132121,150455,137556,122046,120237,125021,151389,137210,144383,138971,159032,176155,151052,126308,98454,100992,92388,92838,92502,79369,77217,"[""BE_EBBR_CM_FKKD"" ""FR_LF90_CM_FKKD"" ""FR_LFPG_CM_FKKD""]"
PAS,PAS_CRD,Astana,280631,107030,103789,117683,122871,113419,111301,106642,85130,,,,,,,,,,,,,,,,,"[""DE_EDDF_KZ_UACC"" ""IT_LIRN_KZ_UACC""]"
PAS,PAS_CRD,Manila,273462,271357,238797,259162,155638,164102,239806,246035,249689,242436,218013,178819,,,,,,,,93350,,,,,,"[""NL_EHAM_PH_RPLL"" ""UK_EGLL_PH_RPLL""]"
PAS,PAS_CRD,Ho Chi Minh City,270727,261042,270844,293506,294806,282691,277898,242854,214748,223556,218605,152498,152441,138394,98365,118807,,,78925,89217,79082,82055,,,,"[""DE_EDDF_VN_VVTS"" ""FR_LF90_VN_VVTS"" ""FR_LFPG_VN_VVTS""]"
PAS,PAS_CRD,Oakland,266885,,,,,,,,,,,,,,,,,,,,,,,,,"[""ES_LEBL_US_KOAK"" ""UK_EGKK_US_KOAK""]"
PAS,PAS_CRD,Caracas,265649,320840,325640,512363,944413,917444,915874,856370,904423,908118,896655,806659,798755,685387,585569,700550,554995,344834,273489,232221,293464,289901,378191,337540,304448,"[""DE_EDDF_VE_SVMI"" ""ES_LEMD_VE_SVMI"" ""ES_LEST_VE_SVMI"" ""FR_LF90_VE_SVMI"" ""FR_LFPG_VE_SVMI"" ""IT_LIMC_VE_SVMI"" ""IT_LIRF_VE_SVMI"" ""NL_EHAM_VE_SVMI"" ""PT_LPFU_VE_SVMI"" ""PT_LPMA_VE_SVMI"" ""PT_LPPR_VE_SVMI"" ""PT_LPPT_VE_SVMI""]"
PAS,PAS_CRD,Zandery,263205,253867,262059,251626,256480,259687,267195,264784,256755,270302,266145,238907,242245,217279,198085,176970,155830,134304,145296,139916,117234,102469,84260,,,"[""NL_EHAM_SR_SMJP""]"
PAS,PAS_CRD,Sydney,261176,290552,304131,346121,513231,639121,786893,817927,853074,955624,935112,1054609,1070923,827457,689294,118303,,93311,528269,532832,97868,93032,84635,80877,79486,"[""AT_LOWW_AU_YSSY"" ""DE_EDDF_AU_YSSY"" ""FR_FMEE_AU_YSSY"" ""NL_EHAM_AU_YSSY"" ""UK_EGLL_AU_YSSY""]"
PAS,PAS_CRD,Baltimore,260868,253527,170276,112870,113595,110268,108552,96948,107628,111049,197072,212164,214699,252369,181478,75382,137680,113645,119730,119138,114137,124938,127918,99020,105861,"[""IE_EINN_US_KBWI"" ""IS_BIKF_US_KBWI"" ""UK_EGKK_US_KBWI"" ""UK_EGLL_US_KBWI""]"
PAS,PAS_CRD,Tampa,256348,269311,158156,149961,155789,160339,150513,117719,123484,121459,124477,123905,126116,146898,145774,122407,101567,119880,151988,115912,81401,,,,,"[""DE_EDDF_US_KTPA"" ""UK_EGKK_US_KTPA""]"
PAS,PAS_CRD,Antananarivo,255420,247180,250008,252323,262122,281240,263698,223528,180224,311441,248704,243560,228322,204797,193944,50270,212606,237467,211940,188929,158871,138344,82015,,,"[""FR_FMEE_MG_FMMI"" ""FR_LF90_MG_FMMI"" ""FR_LFPG_MG_FMMI"" ""FR_LFPO_MG_FMMI""]"
PAS,PAS_CRD,Benguela,243939,397555,281966,,,,,,,,,,,,,,,,,,,,,,,"[""PT_LPPT_AO_FNBG""]"
PAS,PAS_CRD,Jakarta,234883,210280,186301,178283,140224,130366,151988,110305,,,,75210,85159,143053,159746,151693,126930,135447,128307,109251,136771,115507,131008,130828,115637,"[""NL_EHAM_ID_WIII""]"
PAS,PAS_CRD,Marsa Alam,232873,27699,106679,325807,167104,229263,162843,341944,246883,156061,234862,192189,198466,181783,111811,,,,,,,,,,,"[""DE_EDDL_EG_HEMA"" ""DE_EDDN_EG_HEMA"" ""DE_EDDP_EG_HEMA"" ""IT_LIMC_EG_HEMA"" ""IT_LIME_EG_HEMA"" ""IT_LIPE_EG_HEMA"" ""IT_LIPX_EG_HEMA"" ""PL_EPKT_EG_HEMA""]"
PAS,PAS_CRD,Raleigh/Durham,224865,111152,115279,117996,121745,121850,110658,107076,101986,92654,114641,108425,109608,108698,104323,108111,91427,100011,90615,91509,91753,89805,83913,46567,,"[""FR_LFPG_US_KRDU"" ""FR_LFPO_US_KRDU"" ""UK_EGKK_US_KRDU"" ""UK_EGLL_US_KRDU""]"
PAS,PAS_CRD,AO_FNAN,222549,,,423873,387209,370932,354574,345438,355909,316061,268183,174207,156866,143943,135252,135293,124569,116929,,,,,,,,"[""PT_LPPT_AO_FNAN""]"
PAS,PAS_CRD,Phoenix,220180,216719,216935,211304,204863,181021,179016,156275,171024,172672,178892,185490,191136,183484,252511,216828,225240,167395,159311,138320,81854,,,,,"[""DE_EDDF_US_KPHX"" ""UK_EGKK_US_KPHX"" ""UK_EGLL_US_KPHX""]"
PAS,PAS_CRD,Colombo,218075,388212,403441,478911,429577,437347,411094,329409,255458,359811,411251,371909,350437,575911,340234,305458,197397,298197,270189,116526,104503,80642,179856,167035,80420,"[""CH_LSZH_LK_VCBI"" ""DE_EDDF_LK_VCBI"" ""FR_LFPG_LK_VCBI"" ""IT_LIRF_LK_VCBI"" ""NL_EHAM_LK_VCBI"" ""UK_EGLL_LK_VCBI""]"
PAS,PAS_CRD,Montevideo,213837,204744,182060,116755,,136519,131591,129303,108362,137354,153225,136900,122473,89455,,,,,,,,,55173,47592,50164,"[""ES_LEMD_UY_SUMU""]"
PAS,PAS_CRD,UA_UK99,205150,133391,99042,117395,155298,193851,223422,202281,196689,207944,195386,148107,100288,90095,87403,,,,,,,,,,,"[""CZ_LKPR_UA_UK99""]"
PAS,PAS_CRD,KR_RK99,200408,187758,185853,170507,130374,98378,82036,77088,,84871,85886,87808,,,140591,138762,88073,,,,,,,,,"[""CZ_LKPR_KR_RK99"" ""NL_EHAM_KR_RK99""]"
PAS,PAS_CRD,Nis,197058,61954,,,,,,,,,,,,,,,,,,,,,,,,"[""DE_EDJA_RS_LYNI"" ""DE_EDLV_RS_LYNI"" ""DE_EDLW_RS_LYNI"" ""FR_LFSB_RS_LYNI"" ""SE_ESMS_RS_LYNI"" ""SK_LZIB_RS_LYNI""]"
PAS,PAS_CRD,Sétif,193956,,179928,169317,174558,165011,158680,75097,,,,,,,,,,,,,,,,,,"[""FR_LFLL_DZ_DAAS"" ""FR_LFPO_DZ_DAAS""]"
PAS,PAS_CRD,Vieux Fort,184477,120632,,,,101120,142713,139296,147690,139091,141083,134505,139961,149202,140374,95800,116937,135317,134899,106910,98519,85020,,,,"[""UK_EGKK_LC_TLPL""]"
PAS,PAS_CRD,San Diego,174586,196067,177623,173431,173128,173633,100982,,,,,,,,90715,197613,117063,82411,86710,75256,82139,,,,,"[""BE_EBBR_US_KSAN"" ""CH_LSZH_US_KSAN"" ""UK_EGKK_US_KSAN"" ""UK_EGLL_US_KSAN""]"
PAS,PAS_CRD,Santa Cruz,174368,168588,161111,142189,116142,,117574,111712,89003,,85774,,,,,,,,,,,,,,,"[""ES_LEMD_BO_SLVR""]"
PAS,PAS_CRD,BR_SBRE,170932,127739,149633,152236,148157,147272,148343,146987,118542,128229,140618,137575,152031,85136,,,,,,,,,,,,"[""PT_LPPT_BR_SBRE""]"
PAS,PAS_CRD,RU_UL99,170593,132823,107639,158321,163194,150579,130858,98477,77688,83087,80969,85769,75958,,,,,,,,,,,,,"[""CZ_LKKV_RU_UL99"" ""CZ_LKPD_RU_UL99"" ""CZ_LKPR_RU_UL99""]"
PAS,PAS_CRD,Espargos,167670,,78621,,,,,,,,141808,,,,,,,,,17931,,,,,,"[""IT_LIME_CV_GVAC"" ""NL_EHAM_CV_GVAC"" ""PT_LPPT_CV_GVAC"" ""UK_EGKK_CV_GVAC""]"
PAS,PAS_CRD,Cali,164553,189547,119137,,102920,,,,,,,,,,,,,,,,,,,,,"[""ES_LEMD_CO_SKCL""]"
PAS,PAS_CRD,US_KZMA,164420,124289,100295,97824,80540,,,,,,,,,,,,,,,,351428,343494,287557,208856,,"[""DE_EDDF_US_KZMA"" ""PT_LPPT_US_KZMA""]"
PAS,PAS_CRD,SN_GOOO,163824,127966,98476,97924,109673,105216,99667,97076,99333,93178,82266,,,,,,,,,,,,,,,"[""PT_LPPT_SN_GOOO""]"
PAS,PAS_CRD,Windhoek,160711,177328,155097,131282,116117,148075,127018,128314,126431,121118,97347,96738,88336,91854,91200,77337,,87907,82498,84044,83201,,,,,"[""DE_EDDF_NA_FYWH""]"
PAS,PAS_CRD,St. John's,158955,152851,108406,95045,96187,113840,150771,158307,201532,214986,223579,203181,207419,230086,196213,176584,152069,170582,169733,120109,129206,128239,101982,110985,95037,"[""FR_TFFR_AG_TAPA"" ""UK_EGKK_AG_TAPA""]"
PAS,PAS_CRD,Portland,158065,158626,151475,147168,149919,134671,125502,113485,84341,221135,150327,139149,125286,123873,105474,,,,,,,,,,,"[""DE_EDDF_US_KPDX"" ""NL_EHAM_US_KPDX""]"
PAS,PAS_CRD,Senou,152154,152691,148163,137196,112838,106278,136162,143914,148169,145085,141443,141374,136033,136810,135751,145777,115894,107330,90162,83311,77934,,,,,"[""FR_LF90_ML_GABS"" ""FR_LFPG_ML_GABS""]"
PAS,PAS_CRD,Campinas,151796,77268,,,,,,,,,,,,,,,,,,,,,,,,"[""PT_LPPT_BR_SBKP""]"
PAS,PAS_CRD,Constantine,149934,366284,151304,149357,138731,127943,129144,117457,113599,113747,115520,101956,118514,111448,86778,95623,164032,148805,140138,128269,145430,164900,142704,190231,256466,"[""FR_LF90_DZ_DABC"" ""FR_LFLL_DZ_DABC"" ""FR_LFML_DZ_DABC"" ""FR_LFPO_DZ_DABC"" ""FR_LFSB_DZ_DABC""]"
PAS,PAS_CRD,Béjaïa,148985,146970,144559,144054,143321,136139,129025,112114,119743,108702,,83699,102338,87839,,,,,,,27319,41137,,,,"[""FR_LFLL_DZ_DAAE"" ""FR_LFPO_DZ_DAAE""]"
PAS,PAS_CRD,Oranjestad,148093,130190,116022,111632,115877,121581,124173,122057,116728,127300,125977,137958,134790,124914,115453,105284,103576,100311,95531,94969,87728,87668,,75314,,"[""NL_EHAM_AW_TNCA""]"
PAS,PAS_CRD,BR_SBWZ,146836,130817,148835,161192,157262,155406,151694,150546,135379,142430,135766,124991,145323,103944,,,,,,,,,,,,"[""PT_LPPT_BR_SBWZ""]"
PAS,PAS_CRD,Melbourne,142615,134547,139556,141842,230969,242901,403827,355318,324349,440406,386608,349680,305539,275133,260033,,,,232811,210498,,,,,,"[""UK_EGLL_AU_YMML""]"
PAS,PAS_CRD,BR_SBXS,141991,122346,134896,147782,147101,145668,146653,149359,135228,130277,143247,162212,155188,136679,98493,,,,,,,,,,,"[""PT_LPPT_BR_SBXS""]"
PAS,PAS_CRD,Denpasar-Bali Island,140819,138360,120600,116017,119830,108577,86180,,,,,,,,,,,,,,,,,,,"[""NL_EHAM_ID_WADD""]"
PAS,PAS_CRD,Hyderabad,136468,135936,136114,143357,118150,100348,95966,186380,227541,281409,267001,210344,,,,,,,,,,,,,,"[""DE_EDDF_IN_VOHY"" ""NL_EHAM_IN_VOHY"" ""UK_EGLL_IN_VOHS""]"
PAS,PAS_CRD,CN_ZB99,136286,,,,,,,,,,,,,,,,,,,,,,,,,"[""CZ_LKPR_CN_ZB99""]"
PAS,PAS_CRD,Belo Horizonte,134810,108898,125994,135696,131455,135833,131636,112108,84823,77068,,,,,,,,,,,,,,,,"[""PT_LPPT_BR_SBCF""]"
PAS,PAS_CRD,BR_SBWR,134050,120687,127176,143121,151465,150234,151246,146171,123877,116441,,,,,,,,,,,,,,,,"[""PT_LPPT_BR_SBWR""]"
PAS,PAS_CRD,Tokoname,133832,127357,253544,248375,273273,269734,266012,98029,,81029,,,,,,,,,,,,,,,,"[""DE_EDDF_JP_RJGG"" ""FI_EFHK_JP_RJGG""]"
PAS,PAS_CRD,Austin,128887,130614,124495,97539,,,,,,,,,,,,,,,,,,,,,,"[""UK_EGLL_US_KAUS""]"
PAS,PAS_CRD,Libreville,126539,124923,149123,161549,144000,125510,114881,130366,128295,131718,118805,106530,111093,123741,128856,136438,120012,111596,114680,122628,106852,92603,83975,79967,85009,"[""FR_LF90_GA_FOOL"" ""FR_LFPG_GA_FOOL""]"
PAS,PAS_CRD,Kangerlussuaq,126441,120417,109828,104129,107535,106611,105043,103898,108782,114662,105582,97206,89565,83080,,,,,,,,,,,,"[""DK_EKCH_GL_BGSF""]"
PAS,PAS_CRD,Xiamen,123546,114632,89147,,,76489,,,,,,,,,,,,,,,,,,,,"[""NL_EHAM_CN_ZSAM""]"
PAS,PAS_CRD,Arusha,119681,108158,103126,98531,104390,109921,110622,105791,94705,105599,102653,99328,87104,,,,,,,,,,,,,"[""NL_EHAM_TZ_HTKJ""]"
PAS,PAS_CRD,Lviv,118969,85115,,52832,68365,55906,22190,28641,45421,22482,,,,,,,,,,,,,,,,"[""DE_EDLW_UA_UKLL"" ""IT_LIPH_UA_UKLL"" ""PL_EPWA_UA_UKLL"" ""RO_LRTR_UA_UKLL""]"
PAS,PAS_CRD,Kampala,116571,105393,118848,102805,103746,88475,82207,89911,91458,88126,,,,,,,,,,,,,,,,"[""NL_EHAM_UG_HUEN""]"
PAS,PAS_CRD,AN_TNCM,116168,149893,145276,140800,140160,135708,234753,225024,225611,241261,254113,256978,248130,244560,248470,256951,137910,247573,193061,181469,178227,179532,57678,48837,78402,"[""FR_LF90_AN_TNCM"" ""FR_LFPG_AN_TNCM"" ""FR_LFPO_AN_TNCM"" ""FR_TFFF_AN_TNCM"" ""FR_TFFJ_AN_TNCM"" ""FR_TFFR_AN_TNCM""]"
PAS,PAS_CRD,TN_DT99,115874,,,166756,178908,143640,123323,132702,208682,305560,358345,301295,362186,312972,203960,139776,,,,,,,,,10131,"[""CZ_LKMT_TN_DT99"" ""CZ_LKPR_TN_DT99"" ""CZ_LKTB_TN_DT99"" ""DK_EKBI_TN_DT99"" ""IT_LIPE_TN_DT99"" ""IT_LIPX_TN_DT99"" ""SK_LZ99_TN_DT99""]"
PAS,PAS_CRD,Papeete,114723,115872,111258,111788,109990,103238,75602,80252,78230,79228,85648,150059,166398,162183,156470,115039,161423,178866,,152741,,,,,,"[""FR_LF90_PF_NTAA"" ""FR_LFPG_PF_NTAA"" ""FR_LFPO_PF_NTAA""]"
PAS,PAS_CRD,Ottawa,113286,115498,112635,191812,209496,214864,215922,123517,121934,129548,127582,124199,119871,112473,119727,116018,108863,110924,145440,133314,135496,136282,115728,103216,,"[""DE_EDDF_CA_CYOW"" ""UK_EGLL_CA_CYOW""]"
PAS,PAS_CRD,Cincinnati,112841,108380,112965,113498,117872,120523,109651,121362,119396,334335,347775,523824,631843,444326,473102,515549,443798,506320,704039,694548,585082,500045,452193,361830,259803,"[""BE_EBBR_US_KCVG"" ""CH_LSZH_US_KCVG"" ""DE_EDDF_US_KCVG"" ""FR_LF90_US_KCVG"" ""FR_LFPG_US_KCVG"" ""FR_LFPO_US_KCVG"" ""IT_LIRF_US_KCVG"" ""NL_EHAM_US_KCVG"" ""UK_EGKK_US_KCVG""]"
PAS,PAS_CRD,Fort Lauderdale,112394,,,,,,,,,,,,,,,,,,,,,,,,,"[""UK_EGKK_US_KFLL""]"
PAS,PAS_CRD,Tlemcen,110169,106339,103671,105940,111725,102890,97448,92226,91568,75456,,,,,,,,,,,,,,,,"[""FR_LFPO_DZ_DAON""]"
PAS,PAS_CRD,Medellín,109387,,,,,,,,,,,,,,,,,,,,,,,,,"[""ES_LEMD_CO_SKRG""]"
PAS,PAS_CRD,CV_GVSC,107579,116247,95980,89874,88591,77814,89268,87150,83344,130995,,167448,170149,125118,,137420,123075,109823,99886,,,,51302,51486,50942,"[""PT_LPPT_CV_GVSC""]"
PAS,PAS_CRD,AN_TNCB,105775,92491,76967,,,,,,,,,,,,,,,,,,,,,,,"[""NL_EHAM_AN_TNCB""]"
PAS,PAS_CRD,Cotonou,102097,104328,101865,99063,99247,102783,103252,102761,105886,96410,91128,87815,92801,88930,97851,95504,,,,,,,,,,"[""FR_LFPG_BJ_DBBB""]"
PAS,PAS_CRD,Praia,100714,145861,130141,,,,,,,,,,,,,,,,,,,,,,,"[""PT_LPPT_CV_GVNP""]"
PAS,PAS_CRD,Yaoundé,100524,96808,87070,107162,182279,169570,75065,,,,,,,,,,,,,,,,,,,"[""BE_EBBR_CM_FKYS"" ""FR_LFPG_CM_FKYS""]"
PAS,PAS_CRD,Yekaterinburg,98525,88767,,20761,65354,21621,,,,,,,,,,,,,,,,,,,,"[""BG_LBBG_RU_USSS"" ""CY_LCLK_RU_USSS"" ""CY_LCPH_RU_USSS"" ""IT_LIPR_RU_USSS""]"
PAS,PAS_CRD,Abuja,98457,106766,133971,230839,231663,221855,156352,141551,123195,124744,111793,108738,94134,86377,,,,,,,,,,,,"[""DE_EDDF_NG_DNAA"" ""UK_EGLL_NG_DNAA""]"
