unit,tra_meas,airp_pr,2017M06,2017M05,2017M04,2017M03,2017M02,2017M01,2016M12,2016M11,2016M10,2016M09,2016M08,2016M07,2016M06,2016M05,2016M04,2016M03,2016M02,2016M01,2015M12,2015M11,2015M10,2015M09,2015M08,2015M07,2015M06,2015M05,2015M04,2015M03,2015M02,2015M01,2014M12,2014M11,2014M10,2014M09,2014M08,2014M07,2014M06,2014M05,2014M04,2014M03,2014M02,2014M01,2013M12,2013M11,2013M10,2013M09,2013M08,2013M07,2013M06,2013M05,2013M04,2013M03,2013M02,2013M01,2012M12,2012M11,2012M10,2012M09,2012M08,2012M07,2012M06,2012M05,2012M04,2012M03,2012M02,2012M01,2011M12,2011M11,2011M10,2011M09,2011M08,2011M07,2011M06,2011M05,2011M04,2011M03,2011M02,2011M01,2010M12,2010M11,2010M10,2010M09,2010M08,2010M07,2010M06,2010M05,2010M04,2010M03,2010M02,2010M01,2009M12,2009M11,2009M10,2009M09,2009M08,2009M07,2009M06,2009M05,2009M04,2009M03,2009M02,2009M01,2008M12,2008M11,2008M10,2008M09,2008M08,2008M07,2008M06,2008M05,2008M04,2008M03,2008M02,2008M01,2007M12,2007M11,2007M10,2007M09,2007M08,2007M07,2007M06,2007M05,2007M04,2007M03,2007M02,2007M01,2006M12,2006M11,2006M10,2006M09,2006M08,2006M07,2006M06,2006M05,2006M04,2006M03,2006M02,2006M01,2005M12,2005M11,2005M10,2005M09,2005M08,2005M07,2005M06,2005M05,2005M04,2005M03,2005M02,2005M01,2004M12,2004M11,2004M10,2004M09,2004M08,2004M07,2004M06,2004M05,2004M04,2004M03,2004M02,2004M01,2003M12,2003M11,2003M10,2003M09,2003M08,2003M07,2003M06,2003M05,2003M04,2003M03,2003M02,2003M01,2002M12,2002M11,2002M10,2002M09,2002M08,2002M07,2002M06,2002M05,2002M04,2002M03,2002M02,2002M01
PAS,PAS_CRD,NO_ENVA_NO_ENBN,5463,5307,5262,6936,6061,6050,6252,6575,6999,7039,7007,8306,7405,6827,6228,6744,6359,5350,6156,6612,6843,6635,6552,7151,7206,6673,6150,6927,5691,5102,6340,6795,7219,6541,6259,5913,6883,7087,6565,6456,5525,5089,5939,6266,6898,6638,7172,6438,7614,6107,6774,5710,6199,6789,6233,6996,7005,6441,6479,6077,6661,6686,5546,5933,5861,5540,6082,6141,7012,6697,6460,6017,5697,5824,5582,6742,5772,5300,6028,6801,6827,6910,6616,7431,7644,6757,5266,7317,6299,5166,5383,6126,6401,6389,6435,7545,6395,5986,5173,6001,5490,4958,4961,5037,5594,5196,5278,6261,5593,5395,5453,4816,5007,4822,4749,5988,6064,5020,5392,5681,5373,5756,4694,5154,4339,4568,4256,4685,4960,4478,5010,4973,5646,5331,4422,5262,3930,4020,4183,4628,4812,4591,5283,1991,1058,4161,4043,3659,4258,3091,3722,3857,4503,3549,4131,4075,4507,3933,3844,4089,3550,3457,3406,3741,4369,3815,4181,4497,4725,4181,3576,3644,3375,3644,3292,3066,3674,3701,4034,4297,3553,3419,3542,3038,3332,3768
PAS,PAS_CRD,NO_ENVA_NO_ENBO,26437,24720,21192,26761,22003,20259,18537,23521,26690,25685,20660,14428,25144,23268,22940,22297,24191,20868,17565,24256,25664,24289,19531,12773,25618,22192,20670,26181,20572,18700,17792,22783,25423,24488,17706,12764,25875,21946,20800,21195,18920,18247,15880,20769,25074,24431,17543,14438,24124,21353,22864,24630,23594,21527,20177,26300,30543,28870,27229,20590,26724,29965,25620,28635,23581,22988,22310,27590,30435,29176,23441,19305,30356,29653,24590,27362,21446,20815,18259,22233,26799,24582,24170,20684,27571,25007,18517,25302,21516,19266,19824,23400,27498,25201,25323,24893,28210,25033,23496,25114,21372,19630,15912,17186,21657,20240,20123,20459,25033,19174,19981,19274,17758,16569,15889,18955,21119,18625,19841,20918,22734,20423,18328,19380,15156,16287,15594,18101,20263,18165,20395,21325,22467,19459,16902,19913,15490,15149,16078,17828,19155,18694,20383,8181,4539,19754,17431,14966,14744,12420,14663,15931,19919,17058,20114,20586,23199,18180,17562,18864,15763,14938,13642,17709,20291,18583,21245,22308,22076,18954,17346,17535,14666,14939,13874,16915,20156,18939,21408,23729,21490,18050,17433,16426,15629,15178
PAS,PAS_CRD,NO_ENVA_NO_ENBR,36990,36294,31496,34785,29205,29396,31914,34111,40851,36772,34059,27594,37249,36233,33297,34241,31433,28096,28545,33679,39421,35111,35561,28411,36611,35528,33240,37101,30310,28313,30112,34996,46299,41567,37664,30211,42685,39860,38963,38253,33831,34000,33206,40301,49156,43878,39504,34117,43265,46802,43307,41378,37340,34867,33333,43465,47482,43354,41085,37617,40266,44323,36797,44819,38124,35647,36476,43724,49162,43639,41054,33653,42480,43425,32902,38020,30455,30356,28805,33861,40464,37002,34853,29888,37202,35188,24226,36075,32823,30613,29260,33835,41449,35346,34343,32488,37801,35518,35011,35729,29780,28336,27288,30910,37936,34642,30992,28234,35388,29530,35933,34329,33433,30884,28509,36049,41378,34055,31411,25425,34476,35876,31682,34584,29143,28897,28211,32639,37791,31560,29109,23988,32769,33629,28711,31888,26390,24804,25531,29210,32804,30819,28976,9087,6529,31645,27987,24623,25777,22035,24809,26742,35569,27568,27436,23531,30236,26688,26325,29027,25066,22603,21172,27255,31674,25883,23747,20443,24931,24453,23021,23981,21916,21440,18247,22794,26670,23663,23581,20325,22965,23604,24716,23346,22750,21853
PAS,PAS_CRD,NO_ENVA_NO_ENCN,4114,3436,3434,3683,3534,3194,3614,3878,4577,4270,3888,4003,4207,4077,3745,3995,4039,3908,4005,4634,4726,4174,4010,2842,4846,4900,3700,2404,1878,1834,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENVA_NO_ENGM,187360,186778,168719,195515,163682,156495,139442,189630,193919,192676,154234,104580,180808,177524,171638,170581,164369,148816,138625,190918,192879,180946,152024,112640,179275,168048,164448,168915,151244,142442,137811,179101,197418,179778,146093,103848,177249,170216,158978,170273,146643,144449,135341,181082,194600,171753,143182,104777,166700,168569,172038,149970,145846,139551,128185,174827,188091,175158,138367,93861,154106,163946,138857,168577,152101,142277,128769,170803,180105,170078,134557,94493,153033,155032,134867,162143,136930,127848,122441,159260,168888,156578,127602,92259,141929,132855,97620,143467,126020,119371,112146,149136,162511,143845,117325,82336,140451,132230,126227,144135,119510,112353,107334,135063,162790,152473,124297,91839,151255,146389,157880,133921,137761,129405,117783,160056,168576,154727,133702,92324,144181,140679,119150,145805,120655,123650,106824,142165,149775,133439,119830,87112,130274,129019,98125,135877,114062,109828,106793,132036,138337,132280,110468,29176,29661,119757,119738,95248,106481,93615,96148,111872,130900,104634,102255,69638,126131,108587,99975,125436,106759,96866,95568,123494,133324,113433,103037,75595,117801,109721,102694,114403,105308,97437,95283,123389,134850,118181,107209,81754,113982,110221,116736,102781,101601,98729
PAS,PAS_CRD,NO_ENVA_NO_ENMS,3764,3795,3630,5422,4770,3869,3864,5113,5101,5176,4681,4141,4902,4825,4823,5188,4765,4174,4498,5143,5006,5222,4690,4406,5067,4838,4268,5319,4060,4259,4157,5226,5830,5145,4611,3758,5272,5072,4775,4744,4793,4811,4119,5305,5658,5580,4719,4205,5125,4187,4944,4658,4940,4527,4066,5455,5078,5078,5050,4210,5199,5156,4505,4881,4694,4223,4311,5142,5243,5181,4927,4216,5144,4928,4698,4761,4371,4486,4449,4820,5728,5044,5271,3908,5030,4653,3312,4380,4083,3785,3928,4802,5232,4366,4345,3902,4682,4504,4382,4301,3620,2978,3052,3258,4339,4064,3468,3569,3986,3396,3941,3628,3687,3594,3532,3952,4172,3660,3973,3963,4400,3987,3588,4172,3473,3381,2971,3972,4112,3626,3620,3280,3602,3716,3292,3588,3270,2573,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2596,3418,4018,3463,3533,3741,3745,3185,3232,3713,3460,3188,3100,4142,4279,3934,3702,3402,3813,3638,3942,2818,3152,3141
PAS,PAS_CRD,NO_ENVA_NO_ENRA,5829,5307,4681,3027,2714,2693,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3391,3863,4986,4693,4005,3551,4733,3435,4529,3960,4106,3594,3389,4229,4664,4342,4059,3587,4389,4065,3413,4102,3420,3393,3151,3959,3933,3926,3459,3090,4087,4039,3508,3981,3284,2918,:,:,:,:,:,:,:,:,:,:,:,:,2864,3285,4355,3081,3890,3430,4127,3430,3302,3673,3084,3307,2852,4125,4423,4199,3934,4112,4308,3848,3624,3934,3367,3087,2880,4141,4199,4217,3945,3590,4149,3545,3669,3270,3248,3158
PAS,PAS_CRD,NO_ENVA_NO_ENRY,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5962,6480,7520,7315,5969,3974,7115,7358,6638,6467,7171,6147,6359,7949,10161,8646,7835,6183,9088,8683,5810,8039,8140,7632,7968,8441,9341,7944,6777,6242,8486,7224,7180,8251,8280,7780,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENVA_NO_ENTC,:,:,:,:,:,:,2794,2261,2521,2850,5468,8708,3699,3340,2441,3119,3020,2645,:,:,:,:,:,:,:,:,:,:,:,:,2760,2099,3004,2449,6615,9002,3782,2765,2142,3503,2791,2595,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10070,10805,13476,13024,13300,13782,17035,12032,12961,12537,10210,9754,9217,11468,12187,11484,11517,13014,13985,12862,11541,12191,9325,9471,9493,10396,11963,10928,12254,11362,13173,11672,9999,10232,8614,8227,8905,9700,11166,11333,11936,4820,2957,12022,10910,10214,9567,8862,9792,10476,13672,11661,14265,14015,14245,12126,10554,11937,10444,10187,8481,11034,12301,11148,12750,13300,13364,11294,9201,10239,8263,8500,7561,9615,11412,11966,12685,13513,12487,11252,10737,10845,9632,9489
PAS,PAS_CRD,NO_ENVA_NO_ENTO,11964,11403,10370,10934,9084,8649,9389,10644,12424,11401,10803,9453,10910,10841,9765,11100,10957,10282,11134,13404,14503,13754,12776,10726,14104,13436,12446,15427,13984,12724,13444,16305,23714,21444,19629,17877,21916,20946,19943,21312,19866,18214,17251,20155,24142,21413,20140,19774,22129,22671,21539,19669,18909,17461,18030,20764,22294,20594,21333,21835,20655,21402,18300,18481,8836,7783,8036,9298,10716,9546,8883,7287,10306,10307,9150,9090,8410,7737,6857,8520,9854,8503,8481,6893,9282,8804,6305,8294,7779,6994,7695,9077,10402,9219,7309,6793,9803,9233,8917,9237,7665,6961,7811,8060,8927,8316,6591,5500,8982,8939,7469,6784,7451,7062,6284,7713,9899,7428,7232,6734,8928,8373,7357,7797,6823,6537,6590,7732,8532,7836,7423,6246,8276,7721,7207,8132,7018,6557,7018,7101,7719,8207,8719,3196,1882,8725,7677,7258,8012,6176,7643,7330,9541,7379,9184,8013,8633,7565,7326,7936,7377,6658,7407,7964,9118,8120,8586,8557,8645,7640,7415,7787,7072,6746,6518,7409,9240,8274,8948,8615,8311,7880,7647,6721,6825,7080
PAS,PAS_CRD,NO_ENVA_NO_ENZV,12487,11967,9192,12612,9192,8985,8764,12667,11893,13485,11598,8056,12270,10835,12090,11519,11866,10280,9130,13739,13938,13617,11526,5928,12664,12420,12512,12969,10765,9395,7295,13641,11580,10472,7539,4855,10057,9212,8741,10228,6590,6341,5364,10697,11097,10299,5847,97,7242,6409,7219,4654,4513,4101,3730,6465,6674,5876,5198,510,5797,6813,4586,6165,5439,4673,2691,5366,10880,10477,7278,439,9555,9942,12572,12111,9853,8000,8788,11085,12089,11377,7759,:,9270,10753,5880,6370,5336,3774,2944,7653,8167,6377,4203,67,6228,6202,6480,6486,5963,4870,11913,14492,18483,16155,14494,11632,17938,15791,17655,14822,14673,14080,12501,16078,18507,16626,15223,13068,17001,17237,14560,15878,12745,13548,13265,14860,17202,13922,13404,10786,15014,14706,12097,13506,11378,10680,11666,12149,12805,12836,11975,3974,2564,12892,12186,10189,10858,9761,10735,11295,13896,11430,12109,10393,12683,10177,10924,12402,10387,9437,9467,11352,13387,10805,10498,9558,11301,10405,10133,11103,9832,10235,8459,11033,12216,11037,11535,9690,10335,10251,11518,9911,9691,10114
PAS,PAS_CRD,NO_ENVA_PL_EPKK,4687,4489,4289,4090,3381,3242,3497,4116,4213,4335,4548,4508,4529,4840,4061,4138,3172,2922,3532,3414,4504,4161,4469,4483,4127,4149,3891,2875,2588,2301,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENVA_SE_ESSA,7141,6474,6027,5956,5622,4174,5043,5982,6017,4705,5074,5995,4479,4054,3915,3176,2543,1928,2634,2952,3866,4737,5137,4789,4668,4287,3599,2882,2141,1568,1919,2359,4171,3975,4611,4700,4688,3654,2876,3157,2370,2039,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENVA_TR_LTAI,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1100,3270,4570,7056,10957,6527,5007,1696,1350,500,:,:,1486,2867,4408,7340,10242,9670,5663,1806,1239,557,:,787,1335,2880,6378,9201,13140,9728,5339,2512,3288,2203,:,337,2893,5880,10309,12853,15376,10616,5842,1695,2082,1315,1107,1000,1363,6836,10144,10434,12151,10368,6170,3088,334,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENVA_UK_EGKK,6394,5011,5919,5226,4913,4646,5067,4431,6544,5464,6582,7333,7548,5991,5871,5480,4972,4520,4104,4771,6276,5647,6552,7887,6006,6451,6271,4405,5150,4559,5089,5047,6637,5105,6400,6865,6019,5201,5578,4722,4202,4764,5502,4822,5495,5173,5526,6443,5425,5438,5324,3650,3026,3144,3242,3634,3911,3409,3231,4067,3441,3354,3862,3461,2987,3265,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENVA_UK_EGSS,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1636,1827,3932,3738,4000,5996,5174,3752,4926,5281,4500,3544,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENVD_NO_ENAT,:,:,:,:,:,:,827,1307,1173,1044,1010,643,1050,868,1042,1017,1207,920,986,1357,1280,1172,921,648,1102,1093,1010,1415,971,1036,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1581,2073,2134,1803,1461,1228,1792,1763,2004,2002,1872,1800,1622,2156,2337,2259,2041,1476,1957,2083,1869,1969,1778,1594,1621,2119,1980,1696,1560,978,1674,1666,1408,1641,1269,1350,1272,1765,1629,1819,1307,324,339,1386,1726,1285,1653,1493,1381,1698,1770,1337,1344,692,1381,1144,1418,1623,1641,1495,1273,1611,1802,1581,1418,837,1434,1530,1559,1580,1438,1344,1164,1631,1892,1533,1359,794,1425,1353,1602,1323,1387,1243
PAS,PAS_CRD,NO_ENVD_NO_ENBS,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,656,782,859,801,682,752,811,798,826,1154,984,922,921,1191,1314,1023,992,851,970,1028,1299,1111,1061,902
PAS,PAS_CRD,NO_ENVD_NO_ENKR,:,:,:,:,:,:,1372,1513,1636,1700,1584,1275,1465,1712,1422,539,1159,1113,1227,1557,1554,1750,1590,1306,1527,1540,1405,1556,1267,1382,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2166,2451,2808,2826,2652,2167,2381,2391,2309,2402,2424,2124,2159,2735,2833,2558,2295,1954,1787,2032,2067,2375,1885,1995,1826,2069,2518,2097,1910,1728,2163,2288,2005,2310,1969,1825,1800,2120,2285,2239,1752,527,532,1874,2305,1927,1881,1567,1757,1872,2511,1931,2096,1689,2285,1924,2094,2538,2186,1866,2004,2318,2297,2166,2230,1943,2111,1997,2194,2146,2049,1867,1934,2213,2420,2349,2253,1865,2005,2156,2266,2084,2082,2052
PAS,PAS_CRD,NO_ENVD_NO_ENTC,:,:,:,:,:,:,2003,2305,2144,2132,2223,1947,2073,1991,2024,471,1758,1953,1809,2264,2295,2136,1987,1784,2006,1934,1855,2257,1785,1800,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1723,2193,2204,2013,1584,1337,1946,1999,2138,2064,1890,1852,1713,2049,2137,2234,1943,1601,2148,2041,2025,2112,1797,1961,1726,2080,2204,1965,1976,1761,1955,1883,1792,1979,1708,1675,1631,1860,1772,1717,1711,632,390,1568,1753,1615,1710,1606,1714,1569,1858,1441,1618,1263,1687,1376,1709,1714,1703,1547,1518,1562,1584,1672,1586,1427,1676,1595,1750,1885,1805,1826,1806,1953,2199,2076,2027,1952,1969,1916,2121,1517,1416,1272
PAS,PAS_CRD,NO_ENZV_DE_EDDF,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,0,8119,10440,11346,17948,16155,14567,13721,12512,12241,11541,10527,11953,13692,14514,14797,17533,15366,12932,11834,11134,9578,10625,9761,11315,14425,14106,14366,18679,10035,9754,8387,10873,9976,9943,8713,8911,9363,8633,8478,12453,7356,9076,8813,8770,8323,9054,10344,9032,10411,10770,9871,13983,12427,10837,11183,10209,7784,8940,9254,8480,11059,11740,11468,16334,12726,11532,7448,10525,7447,7800,9437,8405,9293,9449,8797,13939,11381,10472,5151,4107,5813,5973,5703,5684,7243,7229,6888,9164,8096,6829,6553,7115,6732,6095,5978,6316,6285,5620,5700,6201,5266,5195,5585,5642,5270,4571,4548,5036,6567,6014,5909,8283,6480,5947,5193,5185,4422,4681,4213,4289,6072,5409,5487,2440,1022,5223,4450,3556,3288,3072,3207,3193,4088,3772,4123,4488,4421,3509,3538,3676,3026,2204,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENZV_DK_EKCH,29847,24505,22978,20655,17824,17452,22218,21841,25407,26896,26643,34614,30889,25796,21279,21544,18743,17950,21387,23921,24337,23331,23581,25588,25187,22033,19744,20682,17822,16661,19783,22487,25283,25752,25461,24902,29529,24386,23938,23014,17340,18387,20172,22662,24489,24411,22135,24425,25908,25109,23913,22006,18344,18530,19851,23690,25394,25203,22577,26181,27653,25022,23268,22027,18340,16110,18808,21881,23719,24293,20826,22908,24570,22145,21062,20153,13451,13194,16231,18069,19095,17656,17735,18677,19285,17899,10140,14876,12517,11582,13362,15225,15437,15825,15788,18142,18775,17331,16186,14712,12501,12318,14428,16190,18363,18409,18492,20328,21383,19390,18755,17093,16673,14285,15204,17174,17427,17488,18924,20436,21241,18971,15777,18290,15163,14491,15085,19367,19368,18765,19090,20139,20915,19153,17115,16152,14179,11101,15132,17357,20542,19809,17555,7356,3738,18248,16207,13556,13764,10304,14761,16687,21254,19557,20546,22673,23221,20244,18602,17671,14556,12635,14510,18183,21153,19471,20567,24417,22988,20238,17733,16652,12980,12814,14459,16991,20551,21080,23048,27663,23012,21385,18669,17488,15165,13026
PAS,PAS_CRD,NO_ENZV_ES_GCLP,1042,:,3860,5838,5912,5585,6567,5667,3708,:,493,1398,511,:,3761,5861,5811,7416,:,:,:,:,:,:,:,:,:,:,:,:,5675,7156,3547,:,497,1711,180,:,3622,7881,6278,5847,5779,7490,3138,:,:,1759,175,:,3230,10025,9243,8833,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENZV_ES_LEAL,6772,5867,5825,4544,3069,2520,2290,3628,6200,5544,8054,12696,7282,4077,4483,4383,3367,3158,3175,2915,4839,4503,6041,9475,4710,4561,4234,3615,3322,3103,2404,3398,4510,3841,5647,9025,4099,4613,4451,4243,2854,2715,2467,3733,4880,4659,5476,8296,5328,4668,3615,3861,3043,2734,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENZV_FR_LFPG,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4543,6337,6628,7940,6700,6482,5899,6053,4862,5116,6181,5472,6251,5379,6610,7686,7268,6591,6775,164,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENZV_LT_EYVI,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3045,2515,2476,2792,2929,5408,4726,5118,3744,3706,3471,3461,3167,3535,3830,3890,4046,4338,3751,4113,3722,2768,2291,2429,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
