unit,tra_meas,airp_pr,2017M06,2017M05,2017M04,2017M03,2017M02,2017M01,2016M12,2016M11,2016M10,2016M09,2016M08,2016M07,2016M06,2016M05,2016M04,2016M03,2016M02,2016M01,2015M12,2015M11,2015M10,2015M09,2015M08,2015M07,2015M06,2015M05,2015M04,2015M03,2015M02,2015M01,2014M12,2014M11,2014M10,2014M09,2014M08,2014M07,2014M06,2014M05,2014M04,2014M03,2014M02,2014M01,2013M12,2013M11,2013M10,2013M09,2013M08,2013M07,2013M06,2013M05,2013M04,2013M03,2013M02,2013M01,2012M12,2012M11,2012M10,2012M09,2012M08,2012M07,2012M06,2012M05,2012M04,2012M03,2012M02,2012M01,2011M12,2011M11,2011M10,2011M09,2011M08,2011M07,2011M06,2011M05,2011M04,2011M03,2011M02,2011M01,2010M12,2010M11,2010M10,2010M09,2010M08,2010M07,2010M06,2010M05,2010M04,2010M03,2010M02,2010M01,2009M12,2009M11,2009M10,2009M09,2009M08,2009M07,2009M06,2009M05,2009M04,2009M03,2009M02,2009M01,2008M12,2008M11,2008M10,2008M09,2008M08,2008M07,2008M06,2008M05,2008M04,2008M03,2008M02,2008M01,2007M12,2007M11,2007M10,2007M09,2007M08,2007M07,2007M06,2007M05,2007M04,2007M03,2007M02,2007M01,2006M12,2006M11,2006M10,2006M09,2006M08,2006M07,2006M06,2006M05,2006M04,2006M03,2006M02,2006M01,2005M12,2005M11,2005M10,2005M09,2005M08,2005M07,2005M06,2005M05,2005M04,2005M03,2005M02,2005M01,2004M12,2004M11,2004M10,2004M09,2004M08,2004M07,2004M06,2004M05,2004M04,2004M03,2004M02,2004M01,2003M12,2003M11,2003M10,2003M09,2003M08,2003M07,2003M06,2003M05,2003M04,2003M03,2003M02,2003M01,2002M12,2002M11,2002M10,2002M09,2002M08,2002M07,2002M06,2002M05,2002M04,2002M03,2002M02,2002M01
PAS,PAS_CRD,NO_ENTO_PL_EPGD,19083,17438,15889,13865,12638,12487,12750,12815,9376,8037,9009,9875,8444,8436,6122,6360,6799,5636,6087,6962,8253,8096,9196,12218,9043,8543,7163,6337,6399,5327,5394,5735,8481,8304,9167,9732,7032,6618,5325,5020,4148,4203,4402,4500,5772,6667,8739,9584,7479,7540,6475,4770,2891,3793,4542,4325,6264,6344,7996,8080,6878,7069,6241,3537,3011,2803,3125,3120,3513,3755,3965,4153,3958,3899,3233,3446,3030,2836,2762,2903,4434,4484,5436,5480,4461,3998,2846,3967,4058,3470,3954,4234,4106,4111,5198,5184,4022,3337,3258,2524,2592,1673,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_PL_EPKK,11627,11390,10494,9895,8173,9051,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_PL_EPKT,9458,8148,7125,6502,5692,5450,5597,6234,6393,8073,9164,9805,8117,6857,5912,6172,5979,5841,5730,6012,6539,6613,7347,9401,9197,7514,7595,6887,6453,5251,5420,5500,6588,6250,6826,7137,6930,6350,5732,4865,4435,4634,4841,4678,6481,7569,8023,8127,7574,7937,6863,4876,3374,4260,5250,4812,8486,8461,9505,9493,7984,7629,6385,4662,4997,4541,4268,4073,6505,7659,9529,9637,7957,6401,5645,4313,3331,3559,3820,3542,5420,5149,5730,5314,5271,4952,4306,4642,3786,3017,3684,4835,5278,5992,6874,7304,5187,5228,4665,4453,4069,3197,3561,3308,5012,5338,5589,6394,5704,5383,4462,4389,2520,2706,2496,3378,3982,3926,4002,3853,3650,3904,3601,2914,2847,1775,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_PL_EPLB,:,:,:,:,:,:,3054,2369,2727,3072,3837,3903,2970,2617,2343,2911,2278,2581,2849,2403,2351,2804,2761,3336,3791,3245,2295,2486,2257,2256,2237,2085,2654,2707,2814,2525,2802,2559,2135,2322,2095,2240,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_PL_EPMO,9561,9446,8164,7234,6635,6817,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2185,4245,5502,5544,6628,3047,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_PL_EPPO,4044,3694,3077,3956,3882,3441,3672,3510,2467,2670,3432,3844,2701,2532,2180,2570,2168,2176,2074,1951,1523,1607,2654,3409,3479,3102,2082,2323,2286,2069,1742,2485,2425,2708,2753,2501,2674,2540,2105,2473,2107,2283,2618,2377,3446,3366,4191,3972,3688,3784,3407,2633,2090,2433,2705,2476,3428,3674,3857,3927,3475,3931,3276,2526,2209,2513,2706,2206,3955,3731,4032,4112,3852,3581,3201,2694,2194,2018,1773,2249,2636,2684,3580,4007,3587,3614,2718,2980,2873,2944,2662,2732,3437,3511,4057,4280,3771,3379,2920,2139,2142,1597,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_PL_EPSC,:,:,:,:,:,:,1908,2178,2528,2237,2465,2773,2535,2472,1779,2150,2148,1980,1961,2137,2141,2627,2692,2767,2252,2617,2338,2419,2270,1866,1616,2322,2525,2440,2689,2441,2643,2630,2061,2491,2002,1610,2042,2231,2121,2354,2504,2699,2109,2477,1865,1138,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_PL_EPWA,8581,8325,7138,6336,4695,5154,4953,4867,6709,7608,9324,9905,8018,6572,4631,4687,4949,4412,4092,4909,4928,5656,6770,7030,5392,5207,4545,4597,4417,3959,4201,4655,5314,4974,5648,5338,5560,4557,3557,3521,3189,3288,3113,3737,4981,5201,6627,6591,5520,4863,4229,4431,4359,3778,1870,:,106,:,:,3735,5110,4840,5443,4154,3471,3468,3767,3741,3862,4043,4151,4178,3924,3825,3624,3852,3325,3188,3591,3500,3772,5249,6491,6852,6240,6019,4058,4238,4076,3473,3626,3712,4365,5077,5562,5611,4985,5248,4632,4172,4087,3810,1494,1838,2571,2678,3037,2367,2110,2411,1836,1853,1445,1761,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_PL_EPWR,:,:,:,:,:,:,2027,2618,2626,2297,2743,2828,2675,2583,1915,2190,2157,1933,2181,2068,2220,2739,2732,2886,2244,2665,2316,2138,2065,1687,1749,2253,2591,2630,2738,2508,2745,2495,2070,217,:,:,:,:,2250,1914,2715,2743,2469,2404,2026,2159,2046,2072,1914,1898,2347,2576,2438,2798,2504,2640,2149,1710,1924,1958,1773,2113,2334,2120,2711,2706,2237,2359,2037,1803,1979,1914,2011,2171,2082,2501,2682,2310,2299,2197,1461,2051,2336,1733,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_RO_LROP,4339,3984,3563,3018,2567,2952,3220,2405,3126,3465,4060,4169,3163,2829,2734,3331,2379,2912,2723,2368,2567,2970,3001,3044,2685,2774,2723,2798,2439,2255,2091,2697,2576,2888,2950,3108,2542,2747,2827,2664,2229,2045,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_SE_ESKN,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4056,4418,4509,4201,7032,9985,9034,8968,8565,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_SE_ESSA,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,950,908,1263,2097,1943,1234,2548,2193,1746,2100,1656,1617,1524,2003,1847,1847,2072,1715,1920,2138,1662,2078,1874,1751,1741,2170,2418,2228,2348,2010,2288,2179,1997,1644,1311,912
PAS,PAS_CRD,NO_ENTO_TR_LTAI,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1651,5407,5849,5848,4864,3142,1442,1779,1198,831,1063,1529,2111,4199,4300,3945,4753,1816,1202,3141,2387,2409,2597,3312,4383,6393,5796,7705,5288,3086,2850,1097,179,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_UK_EGBB,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2462,2887,3660,3908,2972,2237,2814,2550,2879,2818,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_UK_EGCC,3067,4784,4985,5371,4460,5644,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_UK_EGGP,:,:,:,:,:,:,:,:,3425,3094,4189,31,31,2244,3640,3419,3397,2820,3203,3000,3355,3063,:,2988,3294,2896,3089,3035,3171,2518,3291,2245,3019,3019,4149,:,:,2540,2976,2628,2687,3204,3787,2717,4024,3488,4090,4316,2859,3553,3522,3855,3019,2756,3684,3441,4475,3484,4645,3628,3527,2657,4324,3924,3786,3289,3706,3412,4833,3837,5137,6015,4752,4393,4488,4250,4579,4452,4450,4349,5013,3881,5632,5312,4340,3912,3302,6115,5416,4966,6118,6019,4452,3686,5102,5074,4400,4280,4327,4159,3640,3639,4414,3905,4518,4685,5601,5482,4626,4133,4574,5119,4288,3704,4374,4093,4968,4347,5988,6051,3996,2327,3178,2437,4347,4431,4261,4509,7635,6318,4886,4914,3930,4620,5167,4363,4816,5785,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_UK_EGKK,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2369,2963,3845,4460,2990,2667,2528,3695,3888,2978,4019,3656,4446,3775,5037,5304,4442,3436,3725,3839,4059,3424,4580,4036,5909,5497,6485,8578,5588,5526,5147,3484,3147,2642,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_UK_EGNT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1859,1962,2871,2367,2310,3098,2672,1987,3511,2414,2416,2681,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_UK_EGPH,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,248,724,4027,3612,3196,4516,3560,3808,3676,3460,3330,3073,3962,3631,4504,3499,4220,5123,3570,3529,3889,3970,4347,3461,4175,4313,4548,3501,3610,5272,3642,3583,3778,2477,2342,2200,1718,2522,3824,3189,3340,4085,3265,2676,2224,2733,2656,2464,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENTO_UK_EGPK,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2692,2859,4465,4093,4886,6328,4153,3636,4580,4349,4490,3900,2269,2145,2542,2722,2878,3049,2517,2429,2395,2491,2581,2016,2329,2638,2713,2931,2959,3398,2732,2358,2878,2807,2468,2197,2514,2912,3083,2847,2935,3729,3116,2402,2707,2672,2044,2327,2407,2500,4073,4534,4552,1987,797,3582,4246,3347,3608,2971,3413,3312,4281,3643,4091,5363,3991,5221,6813,6756,5926,5350,6067,5939,6770,5746,5730,6361,5293,5390,5612,5232,5111,4428,5177,6026,6531,5794,6636,7013,4889,3162,2668,:,:,:
PAS,PAS_CRD,NO_ENTO_UK_EGSS,:,:,:,:,:,:,:,96,6195,6227,7320,7393,6766,6563,6028,6385,5489,4801,5067,5603,6324,5592,7300,7572,6327,6432,6470,6923,7257,5887,7822,6683,8329,6621,7433,7135,7759,7297,7800,7438,7362,6158,8156,7471,7693,6078,8310,9402,7015,7275,7182,7316,6547,5680,7598,7449,9049,7432,9089,10170,8684,8414,8896,7712,6502,6488,7508,6875,9506,7388,7907,9127,8920,8704,8394,7173,6893,6363,8519,7711,16553,12466,15597,19488,15409,14481,11019,18895,16537,15588,19946,18085,26725,24113,29958,35857,27561,26344,27950,25881,25316,22541,22682,22131,22149,18682,14482,19355,19726,16923,16625,16586,13726,12087,15275,14943,19790,16799,17713,22676,19087,17568,19229,16623,16255,15864,18614,18501,21075,16942,17705,23350,22680,17768,18613,17053,15944,14471,19150,14899,19905,20996,18377,8779,4922,20757,18994,20479,18683,16431,21664,18767,22146,16226,18195,22512,21047,16104,18274,18144,16750,16505,20709,19755,22127,15531,16239,24614,19566,18302,12777,11998,10989,11189,12045,13352,15528,14139,16850,18238,16116,13489,10285,9945,6988,5785
PAS,PAS_CRD,NO_ENVA_DK_EKCH,10573,7814,7604,12129,11767,11342,12988,12660,15623,14254,17553,21974,19098,15389,12297,13435,9625,10442,12217,13889,14810,13915,16095,21872,16321,13582,12988,14630,13278,11967,14170,15674,17570,16804,19181,22990,20530,17665,18896,15517,12673,11681,14052,14740,16471,16180,18522,21810,18637,16716,16059,15171,13344,11397,13711,14702,17098,17066,18148,23408,19416,16730,17110,14160,11661,10285,12204,13078,10853,10748,12380,14088,12664,11237,9760,9052,7988,7701,8637,8894,10335,10118,11833,12561,11630,10287,6625,10107,8268,7659,8193,8940,9891,9394,10515,11900,11192,10135,9764,9458,7661,6966,7911,7944,9574,9276,10013,11764,12326,11097,9726,9827,8494,6452,7195,6313,8092,6387,9571,10028,9621,8652,8155,8274,7063,6480,6546,7402,8037,7882,8729,9808,9395,8435,7771,7316,6089,5748,6419,7242,8340,7761,9101,3917,1842,7662,7695,6479,6691,5123,6359,5701,8111,7336,8779,9900,9341,7892,8113,7363,6260,5146,6163,6910,8011,7139,8964,10182,8404,7444,6267,5656,4519,4117,4650,5234,6192,6361,8053,9020,7072,6137,5950,5998,4361,4064
PAS,PAS_CRD,NO_ENVA_ES_GCLP,1722,:,6620,9703,8650,8173,9986,8933,5505,1527,2229,2812,1386,:,1798,8150,8656,10169,8378,8471,4469,:,507,1815,180,:,3729,6267,5814,6880,6128,7049,3911,1441,1467,1852,1501,2144,7478,12020,10877,11106,10134,11265,6253,1487,1258,1842,1481,1497,3914,8587,7207,8435,8164,7773,4654,2570,2179,1860,1492,1879,4060,8098,6629,6108,7855,6875,4998,2348,2717,1472,1457,2472,6586,7604,6823,8011,6948,6153,4301,2309,1404,1198,1771,1342,2625,6672,6299,8288,6748,6703,4347,1414,650,:,:,:,2641,5544,5644,6664,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENVA_ES_LEAL,5674,5514,5946,5141,4137,3692,3298,4277,5760,5135,5087,6158,5450,4117,4482,4226,3108,2668,2516,2959,4206,3748,4565,5766,4383,4365,3613,3478,3104,2415,1146,2881,3485,3785,4450,8038,4027,4134,4062,3107,1795,973,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENVA_LV_EVRA,4457,4520,3822,3073,2647,3005,3641,3455,4166,3976,4175,3232,3800,4172,3900,3765,3488,3150,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENVA_NL_EHAM,15532,14964,14371,11411,9572,10404,10270,10444,15144,14774,15286,16707,15328,14517,14398,12589,11430,11063,11070,11433,14731,14765,14221,15831,15334,15144,13696,11951,9284,10691,11172,10712,14400,14542,14001,16268,14994,13908,13533,14055,12439,11886,12307,11204,13901,13737,13593,15606,14980,14909,14514,15133,12127,12018,11563,12698,14402,14074,13688,15928,14518,13429,14088,12628,10928,10365,10426,9902,13902,12506,13222,14122,12764,12706,12785,10327,8988,9088,8384,8303,10292,9201,9602,10509,9705,9605,7034,9473,7676,7832,7671,7530,9516,8729,9249,11098,8047,8188,7831,8830,7214,6586,7853,7242,7653,7404,7468,8853,8327,7816,7712,7265,7089,6649,6781,6709,7889,8024,8294,8963,8605,8306,8190,7862,7443,6827,6751,6105,7154,7488,7358,8406,7769,6521,6774,6257,5522,5676,5821,5719,7405,7582,7551,3088,1767,3711,3315,2693,2750,2412,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENVA_NO_ENAL,5473,5759,5650,6678,5628,4270,3638,4944,5468,5273,3545,2412,4708,4184,4867,4364,4773,4369,3994,5129,4884,4813,3606,2702,4553,3733,3943,5761,5246,5018,4259,5556,6876,7320,6382,5052,7377,6547,6146,7173,7093,7603,5753,7244,8766,7854,7065,6616,7410,6825,7160,6888,7022,8470,7098,9027,11094,9884,8142,4216,8438,9285,9132,10953,9744,10027,9006,10049,8989,7810,6314,4053,6550,7271,6610,8276,6905,6972,6779,8195,8862,8469,6331,3486,7125,6619,5049,7774,7421,6321,5952,7261,8417,6751,5992,3656,6962,6322,6247,8300,7189,7019,4853,6502,7081,6938,6021,5397,6839,6183,7037,6568,6306,5507,5749,6817,6915,6422,6965,6325,6977,6955,6234,7784,6873,6561,6412,7262,7811,7013,6779,6782,6531,6980,5413,7458,6460,6347,5726,6802,6979,6779,6150,1854,1406,6874,6449,6208,7016,6232,6264,6128,7561,6607,6739,5880,6885,5809,5947,7817,6743,6409,5582,7354,7601,6327,7265,6280,6895,7527,6254,7077,5998,5697,5620,6794,7399,5944,6267,5202,5847,6021,6166,6280,6100,6466
